candidate_name,model_label,valid_year,rank,feature,importance,is_reconstructed
BASE,v2_params,2023,33,asof_batter_success_minus_global,0.4206817110168247,False
BASE,v2_params,2023,34,te_balls_before__strikes_before_delta,0.4102461321627079,False
BASE,v2_params,2023,35,asof_pitcher_prev1_game_success_rate,0.38649758921623567,False
BASE,v2_params,2023,36,asof_pitcher_success_minus_global,0.3507729610338552,False
BASE,v2_params,2023,37,li,0.34829375398078516,False
BASE,v2_params,2023,38,asof_pitcher_success_rate,0.3335586759313501,False
BASE,v2_params,2023,39,asof_pitcher_prev3_game_success_rate,0.3007059850717896,False
BASE,v2_params,2023,40,asof_pitcher_middle_rate,0.2760192869076266,False
BASE,v2_params,2024,1,te_pitcher_id__balls_before__strikes_before_delta,11.94735401740122,False
BASE,v2_params,2024,2,te_pitcher_id__balls_before__strikes_before,8.776788885058929,False
BASE,v2_params,2024,3,te_pitcher_id__game_type,8.211901543265927,False
BASE,v2_params,2024,4,te_pitcher_id__game_type_delta,8.205502988152347,False
BASE,v2_params,2024,5,te_pitcher_id_delta,5.981515731806808,False
BASE,v2_params,2024,6,te_pitcher_id__base_state_delta,4.883279948249274,False
BASE,v2_params,2024,7,te_pitcher_id,4.874363331281684,False
BASE,v2_params,2024,8,te_pitcher_id__base_state,4.581377540028136,False
BASE,v2_params,2024,9,te_batter_id__pitcher_hand,4.222768321232251,False
BASE,v2_params,2024,10,season,3.8360730411691986,False
BASE,v2_params,2024,11,te_batter_id__pitcher_hand_delta,2.7379652143448863,False
BASE,v2_params,2024,12,te_game_type,2.382673598796273,False
BASE,v2_params,2024,13,te_game_type_delta,2.359057155967805,False
BASE,v2_params,2024,14,te_batter_team_id_delta,2.1819962093760363,False
BASE,v2_params,2024,15,te_balls_before__strikes_before__game_type_delta,2.038123711403816,False
BASE,v2_params,2024,16,game_type_code,1.8044080789895947,False
BASE,v2_params,2024,17,te_pitcher_id__batter_hand_delta,1.631855335349791,False
BASE,v2_params,2024,18,game_month,1.5048542672874503,False
BASE,v2_params,2024,19,te_pitcher_id__batter_hand,1.4551472821019102,False
BASE,v2_params,2024,20,te_season,1.238944246971068,False
BASE,v2_params,2024,21,te_balls_before__strikes_before__game_type,1.1690619534490283,False
BASE,v2_params,2024,22,asof_pitcher_pitchmix_n,0.9449354245336411,False
BASE,v2_params,2024,23,te_season_delta,0.8108974175919287,False
BASE,v2_params,2024,24,te_batter_team_id,0.8051279764376352,False
BASE,v2_params,2024,25,runner_on_3b,0.64724319915319,False
BASE,v2_params,2024,26,base_state_code,0.6455976925032664,False
BASE,v2_params,2024,27,asof_pitcher_reverse_rate,0.5280567751049955,False
BASE,v2_params,2024,28,asof_pitcher_prev1_game_success_rate,0.4733553320166089,False
BASE,v2_params,2024,29,te_pitcher_hand__batter_hand_delta,0.467393593593763,False
BASE,v2_params,2024,30,te_balls_before__strikes_before,0.4349815273170171,False
BASE,v2_params,2024,31,te_batter_id,0.3633850707569442,False
BASE,v2_params,2024,32,asof_pitcher_middle_rate,0.34404751612600265,False
BASE,v2_params,2024,33,pitcher_id_code,0.33954089176937463,False
BASE,v2_params,2024,34,asof_pitcher_success_minus_global,0.32355906450149813,False
BASE,v2_params,2024,35,li,0.3176235930697136,False
BASE,v2_params,2024,36,asof_batter_success_rate,0.30641476343629476,False
BASE,v2_params,2024,37,inning,0.3032665588436965,False
BASE,v2_params,2024,38,asof_pitcher_n,0.3005223280616287,False
BASE,v2_params,2024,39,asof_pitcher_success_rate,0.2972378320082415,False
BASE,v2_params,2024,40,pitcher_fastball_x_hitter_count,0.29675324739071346,False
A_recent_vs_longterm,v2_params,2022,1,te_pitcher_id__balls_before__strikes_before_delta,13.126075001424994,False
A_recent_vs_longterm,v2_params,2022,2,te_pitcher_id__balls_before__strikes_before,9.847335599050256,False
A_recent_vs_longterm,v2_params,2022,3,te_pitcher_id__base_state_delta,7.072973234408833,False
A_recent_vs_longterm,v2_params,2022,4,te_pitcher_id__game_type,6.160886049908635,False
A_recent_vs_longterm,v2_params,2022,5,te_pitcher_id__base_state,5.6962892121599555,False
A_recent_vs_longterm,v2_params,2022,6,te_batter_id__pitcher_hand_delta,5.350116445972098,False
A_recent_vs_longterm,v2_params,2022,7,te_batter_id__pitcher_hand,4.785165288146216,False
A_recent_vs_longterm,v2_params,2022,8,te_pitcher_id_delta,4.408545969114086,False
A_recent_vs_longterm,v2_params,2022,9,te_pitcher_id,3.8978880575600203,False
A_recent_vs_longterm,v2_params,2022,10,te_pitcher_id__game_type_delta,3.3515664798397204,False
A_recent_vs_longterm,v2_params,2022,11,te_balls_before__strikes_before__game_type,1.80286554807589,False
A_recent_vs_longterm,v2_params,2022,12,te_pitcher_id__batter_hand,1.6033188911491982,False
A_recent_vs_longterm,v2_params,2022,13,te_batter_team_id_delta,1.5451463937641938,False
A_recent_vs_longterm,v2_params,2022,14,te_balls_before__strikes_before__game_type_delta,1.374289688866003,False
A_recent_vs_longterm,v2_params,2022,15,te_batter_team_id,1.3428340232333305,False
A_recent_vs_longterm,v2_params,2022,16,season,1.2601313929855893,False
A_recent_vs_longterm,v2_params,2022,17,te_pitcher_id__batter_hand_delta,1.2359730325146128,False
A_recent_vs_longterm,v2_params,2022,18,asof_pitcher_success_minus_global,1.1987643707508238,False
A_recent_vs_longterm,v2_params,2022,19,te_season_delta,1.0527466330932091,False
A_recent_vs_longterm,v2_params,2022,20,asof_pitcher_n,1.027080974163391,False
A_recent_vs_longterm,v2_params,2022,21,pitcher_id_code,0.9716011971858978,False
A_recent_vs_longterm,v2_params,2022,22,runner_on_3b,0.8884851938197759,False
A_recent_vs_longterm,v2_params,2022,23,asof_pitcher_success_rate,0.8783595741069975,False
A_recent_vs_longterm,v2_params,2022,24,base_state_code,0.8723813282931504,False
A_recent_vs_longterm,v2_params,2022,25,game_type_code,0.8498390789353658,False
A_recent_vs_longterm,v2_params,2022,26,te_game_type_delta,0.8004848777888244,False
A_recent_vs_longterm,v2_params,2022,27,scoring_position,0.7815305497085051,False
A_recent_vs_longterm,v2_params,2022,28,asof_pitcher_pitchmix_n,0.7694981182126306,False
A_recent_vs_longterm,v2_params,2022,29,te_season,0.7506851164111968,False
A_recent_vs_longterm,v2_params,2022,30,game_month,0.6802462954225624,False
A_recent_vs_longterm,v2_params,2022,31,asof_pitcher_reverse_rate,0.6691004160204244,False
A_recent_vs_longterm,v2_params,2022,32,asof_batter_success_minus_global,0.646781458313784,False
A_recent_vs_longterm,v2_params,2022,33,te_batter_id_delta,0.5594257658546019,False
A_recent_vs_longterm,v2_params,2022,34,balls_before,0.5568554116877326,False
A_recent_vs_longterm,v2_params,2022,35,asof_batter_success_rate,0.5309890182418927,False
A_recent_vs_longterm,v2_params,2022,36,te_game_type,0.48125531152288603,False
A_recent_vs_longterm,v2_params,2022,37,te_batter_id,0.4631177205247226,False
A_recent_vs_longterm,v2_params,2022,38,batter_team_id,0.4270176742533154,False
A_recent_vs_longterm,v2_params,2022,39,asof_pitcher_middle_rate,0.42010285754284193,False
A_recent_vs_longterm,v2_params,2022,40,inning,0.3923438862940905,False
A_recent_vs_longterm,v2_params,2023,1,te_pitcher_id__balls_before__strikes_before_delta,12.353962166337253,False
A_recent_vs_longterm,v2_params,2023,2,te_pitcher_id__balls_before__strikes_before,9.778223819623449,False
A_recent_vs_longterm,v2_params,2023,3,te_pitcher_id__game_type_delta,7.120458217053332,False
A_recent_vs_longterm,v2_params,2023,4,te_pitcher_id__game_type,5.923293736254112,False
A_recent_vs_longterm,v2_params,2023,5,te_pitcher_id__base_state_delta,5.247008441680108,False
A_recent_vs_longterm,v2_params,2023,6,te_pitcher_id_delta,4.989601856891448,False
A_recent_vs_longterm,v2_params,2023,7,te_pitcher_id__base_state,4.879883464045284,False
A_recent_vs_longterm,v2_params,2023,8,te_pitcher_id,4.676214921847578,False
A_recent_vs_longterm,v2_params,2023,9,te_batter_id__pitcher_hand_delta,4.595718372085045,False
A_recent_vs_longterm,v2_params,2023,10,te_batter_id__pitcher_hand,3.7139780445912596,False
A_recent_vs_longterm,v2_params,2023,11,game_type_code,3.210189617285632,False
A_recent_vs_longterm,v2_params,2023,12,te_balls_before__strikes_before__game_type,3.068795879502402,False
A_recent_vs_longterm,v2_params,2023,13,te_season,1.9374910111663177,False
A_recent_vs_longterm,v2_params,2023,14,te_season_delta,1.8155837668218817,False
A_recent_vs_longterm,v2_params,2023,15,te_batter_team_id,1.781580320008958,False
A_recent_vs_longterm,v2_params,2023,16,te_pitcher_id__batter_hand_delta,1.7145632001177935,False
A_recent_vs_longterm,v2_params,2023,17,te_pitcher_id__batter_hand,1.5653984408229717,False
A_recent_vs_longterm,v2_params,2023,18,te_game_type,1.5136364757423213,False
A_recent_vs_longterm,v2_params,2023,19,game_month,1.3451948629665318,False
A_recent_vs_longterm,v2_params,2023,20,te_balls_before__strikes_before__game_type_delta,1.3030574816082625,False
A_recent_vs_longterm,v2_params,2023,21,season,1.2543029429202939,False
A_recent_vs_longterm,v2_params,2023,22,base_state_code,0.9259616958825205,False
A_recent_vs_longterm,v2_params,2023,23,asof_pitcher_n,0.8802901542129005,False
A_recent_vs_longterm,v2_params,2023,24,te_batter_team_id_delta,0.8709437511429968,False
A_recent_vs_longterm,v2_params,2023,25,scoring_position,0.6709592691157323,False
A_recent_vs_longterm,v2_params,2023,26,asof_pitcher_success_rate,0.6241460675496594,False
A_recent_vs_longterm,v2_params,2023,27,asof_pitcher_pitchmix_n,0.5468297963441229,False
A_recent_vs_longterm,v2_params,2023,28,rf_recent_mean_minus_career,0.5314263881250822,True
A_recent_vs_longterm,v2_params,2023,29,asof_batter_success_minus_global,0.5311335299743579,False
A_recent_vs_longterm,v2_params,2023,30,asof_pitcher_success_minus_global,0.5210249341395277,False
A_recent_vs_longterm,v2_params,2023,31,runner_on_3b,0.4744707397777296,False
A_recent_vs_longterm,v2_params,2023,32,asof_batter_success_rate,0.4160972366189334,False
A_recent_vs_longterm,v2_params,2023,33,te_batter_id_delta,0.41063489384237983,False
A_recent_vs_longterm,v2_params,2023,34,asof_pitcher_reverse_rate,0.3936409054957028,False
A_recent_vs_longterm,v2_params,2023,35,te_balls_before__strikes_before_delta,0.3750382019763232,False
A_recent_vs_longterm,v2_params,2023,36,li,0.3671956009382727,False
A_recent_vs_longterm,v2_params,2023,37,te_base_state__outs_before,0.3509533034918049,False
A_recent_vs_longterm,v2_params,2023,38,te_batter_id,0.28914616827021755,False
A_recent_vs_longterm,v2_params,2023,39,asof_pitcher_middle_rate,0.2868993429107339,False
A_recent_vs_longterm,v2_params,2023,40,batter_id_code,0.27926346098421273,False
A_recent_vs_longterm,v2_params,2024,1,te_pitcher_id__balls_before__strikes_before_delta,10.252309780595047,False
A_recent_vs_longterm,v2_params,2024,2,te_pitcher_id__balls_before__strikes_before,9.612481658621537,False
A_recent_vs_longterm,v2_params,2024,3,te_pitcher_id__game_type_delta,7.704648652943138,False
A_recent_vs_longterm,v2_params,2024,4,te_pitcher_id__game_type,7.186143270740699,False
A_recent_vs_longterm,v2_params,2024,5,game_type_code,6.744399151530584,False
A_recent_vs_longterm,v2_params,2024,6,te_pitcher_id,6.059171971263252,False
A_recent_vs_longterm,v2_params,2024,7,te_pitcher_id__base_state_delta,5.956743257397779,False
A_recent_vs_longterm,v2_params,2024,8,te_pitcher_id_delta,4.690589988927603,False
A_recent_vs_longterm,v2_params,2024,9,te_pitcher_id__base_state,4.085753652441543,False
A_recent_vs_longterm,v2_params,2024,10,te_batter_id__pitcher_hand_delta,3.7655788400324783,False
A_recent_vs_longterm,v2_params,2024,11,season,3.3811886138422915,False
A_recent_vs_longterm,v2_params,2024,12,te_batter_id__pitcher_hand,2.900119830674388,False
A_recent_vs_longterm,v2_params,2024,13,te_balls_before__strikes_before__game_type_delta,2.270160453809292,False
A_recent_vs_longterm,v2_params,2024,14,te_pitcher_id__batter_hand,1.7226985532437236,False
A_recent_vs_longterm,v2_params,2024,15,te_batter_team_id_delta,1.6971964134672786,False
A_recent_vs_longterm,v2_params,2024,16,te_season_delta,1.4488014189420904,False
A_recent_vs_longterm,v2_params,2024,17,game_month,1.44660809682532,False
A_recent_vs_longterm,v2_params,2024,18,te_pitcher_id__batter_hand_delta,1.3563704309092057,False
A_recent_vs_longterm,v2_params,2024,19,te_batter_team_id,1.3176424043758566,False
A_recent_vs_longterm,v2_params,2024,20,te_balls_before__strikes_before__game_type,0.9382395745279178,False
A_recent_vs_longterm,v2_params,2024,21,runner_on_3b,0.8739230192210952,False
A_recent_vs_longterm,v2_params,2024,22,te_season,0.8046059551107363,False
A_recent_vs_longterm,v2_params,2024,23,base_state_code,0.6826685202604039,False
A_recent_vs_longterm,v2_params,2024,24,te_game_type_delta,0.5696151455104211,False
A_recent_vs_longterm,v2_params,2024,25,asof_pitcher_pitchmix_n,0.5560213689562126,False
A_recent_vs_longterm,v2_params,2024,26,asof_pitcher_n,0.5551765723708696,False
A_recent_vs_longterm,v2_params,2024,27,te_batter_id,0.5047982298107151,False
A_recent_vs_longterm,v2_params,2024,28,asof_pitcher_success_minus_global,0.4692730023934727,False
A_recent_vs_longterm,v2_params,2024,29,te_game_type,0.40140422309598256,False
A_recent_vs_longterm,v2_params,2024,30,asof_pitcher_success_rate,0.4013969146796034,False
A_recent_vs_longterm,v2_params,2024,31,scoring_position,0.39094832940267726,False
A_recent_vs_longterm,v2_params,2024,32,rf_prev1_minus_career,0.38674686325476904,True
A_recent_vs_longterm,v2_params,2024,33,te_pitcher_hand__batter_hand_delta,0.35716270227700575,False
A_recent_vs_longterm,v2_params,2024,34,asof_batter_success_minus_global,0.34719718452956827,False
A_recent_vs_longterm,v2_params,2024,35,asof_pitcher_strike_rate,0.33371206065254294,False
A_recent_vs_longterm,v2_params,2024,36,balls_before,0.3251718365420019,False
A_recent_vs_longterm,v2_params,2024,37,asof_pitcher_fastball_rate,0.31690322618613237,False
A_recent_vs_longterm,v2_params,2024,38,asof_pitcher_reverse_rate,0.31406997675063386,False
A_recent_vs_longterm,v2_params,2024,39,rf_prev1_minus_prev5,0.309087029941438,True
A_recent_vs_longterm,v2_params,2024,40,te_pitcher_hand__batter_hand,0.3003488058250684,False
A_C_skill_combo_tuned_catboost,tuned_params,2022,1,te_pitcher_id__balls_before__strikes_before,14.91298430058229,False
A_C_skill_combo_tuned_catboost,tuned_params,2022,2,te_pitcher_id__balls_before__strikes_before_delta,13.57793240026825,False
A_C_skill_combo_tuned_catboost,tuned_params,2022,3,te_pitcher_id__base_state_delta,8.223052999166988,False
A_C_skill_combo_tuned_catboost,tuned_params,2022,4,te_batter_id__pitcher_hand_delta,6.8579847681176105,False
A_C_skill_combo_tuned_catboost,tuned_params,2022,5,te_pitcher_id__game_type_delta,5.856710592090824,False
A_C_skill_combo_tuned_catboost,tuned_params,2022,6,te_pitcher_id__base_state,5.156040636615062,False
A_C_skill_combo_tuned_catboost,tuned_params,2022,7,te_pitcher_id__game_type,4.915472172326618,False
A_C_skill_combo_tuned_catboost,tuned_params,2022,8,te_pitcher_id_delta,4.771425824523767,False
A_C_skill_combo_tuned_catboost,tuned_params,2022,9,te_batter_id__pitcher_hand,4.468200816329436,False
A_C_skill_combo_tuned_catboost,tuned_params,2022,10,te_pitcher_id,4.015571943969886,False
A_C_skill_combo_tuned_catboost,tuned_params,2022,11,te_balls_before__strikes_before__game_type,2.6615837542863114,False
A_C_skill_combo_tuned_catboost,tuned_params,2022,12,te_batter_team_id_delta,1.5759819065729206,False
A_C_skill_combo_tuned_catboost,tuned_params,2022,13,te_pitcher_id__batter_hand,1.3029653297685837,False
A_C_skill_combo_tuned_catboost,tuned_params,2022,14,te_pitcher_id__batter_hand_delta,1.188122654226935,False
A_C_skill_combo_tuned_catboost,tuned_params,2022,15,te_batter_team_id,1.1196924070216512,False
A_C_skill_combo_tuned_catboost,tuned_params,2022,16,season,1.09995283271885,False
A_C_skill_combo_tuned_catboost,tuned_params,2022,17,te_season_delta,1.0711512771239784,False
A_C_skill_combo_tuned_catboost,tuned_params,2022,18,te_game_type,1.065078419493293,False
A_C_skill_combo_tuned_catboost,tuned_params,2022,19,runner_on_3b,0.7891312733103035,False
A_C_skill_combo_tuned_catboost,tuned_params,2022,20,scoring_position,0.7854981969697857,False
A_C_skill_combo_tuned_catboost,tuned_params,2022,21,te_balls_before__strikes_before__game_type_delta,0.7324909033869956,False
A_C_skill_combo_tuned_catboost,tuned_params,2022,22,te_game_type_delta,0.7148973456085368,False
A_C_skill_combo_tuned_catboost,tuned_params,2022,23,base_state_code,0.6558232981400878,False
A_C_skill_combo_tuned_catboost,tuned_params,2022,24,game_type_code,0.6295127834884566,False
A_C_skill_combo_tuned_catboost,tuned_params,2022,25,pitcher_id_code,0.5943725504672602,False
A_C_skill_combo_tuned_catboost,tuned_params,2022,26,game_month,0.5703507112949159,False
A_C_skill_combo_tuned_catboost,tuned_params,2022,27,asof_pitcher_success_minus_global,0.5426336373411401,False
A_C_skill_combo_tuned_catboost,tuned_params,2022,28,asof_pitcher_n,0.510275815633559,False
A_C_skill_combo_tuned_catboost,tuned_params,2022,29,asof_pitcher_success_rate,0.49711483452030897,False
A_C_skill_combo_tuned_catboost,tuned_params,2022,30,te_season,0.47080700836842476,False
A_C_skill_combo_tuned_catboost,tuned_params,2022,31,te_batter_id,0.45834133687762435,False
A_C_skill_combo_tuned_catboost,tuned_params,2022,32,asof_pitcher_pitchmix_n,0.4222161315177677,False
A_C_skill_combo_tuned_catboost,tuned_params,2022,33,asof_batter_success_rate,0.4006511266885598,False
A_C_skill_combo_tuned_catboost,tuned_params,2022,34,balls_before,0.38727835860665843,False
A_C_skill_combo_tuned_catboost,tuned_params,2022,35,te_batter_id_delta,0.3752454261482813,False
A_C_skill_combo_tuned_catboost,tuned_params,2022,36,rf_success_minus_middle,0.3646669561868614,True
A_C_skill_combo_tuned_catboost,tuned_params,2022,37,te_balls_before__strikes_before,0.31376681746372553,False
A_C_skill_combo_tuned_catboost,tuned_params,2022,38,asof_batter_success_minus_global,0.31134366516837086,False
A_C_skill_combo_tuned_catboost,tuned_params,2022,39,asof_pitcher_reverse_rate,0.28417993634337646,False
A_C_skill_combo_tuned_catboost,tuned_params,2022,40,rf_success_plus_reverse,0.28261589200715465,True
A_C_skill_combo_tuned_catboost,tuned_params,2023,1,te_pitcher_id__balls_before__strikes_before,12.881020139833886,False
A_C_skill_combo_tuned_catboost,tuned_params,2023,2,te_pitcher_id__balls_before__strikes_before_delta,12.185700502154996,False
A_C_skill_combo_tuned_catboost,tuned_params,2023,3,te_pitcher_id__game_type_delta,9.166337661601656,False
A_C_skill_combo_tuned_catboost,tuned_params,2023,4,te_pitcher_id__game_type,8.053994693598712,False
A_C_skill_combo_tuned_catboost,tuned_params,2023,5,te_pitcher_id,5.664129916752372,False
A_C_skill_combo_tuned_catboost,tuned_params,2023,6,te_pitcher_id__base_state,5.310529528280379,False
A_C_skill_combo_tuned_catboost,tuned_params,2023,7,te_pitcher_id__base_state_delta,5.287820514372483,False
A_C_skill_combo_tuned_catboost,tuned_params,2023,8,te_batter_id__pitcher_hand_delta,4.815372029280114,False
A_C_skill_combo_tuned_catboost,tuned_params,2023,9,te_batter_id__pitcher_hand,4.653927709237611,False
A_C_skill_combo_tuned_catboost,tuned_params,2023,10,te_pitcher_id_delta,4.563542940078889,False
A_C_skill_combo_tuned_catboost,tuned_params,2023,11,te_game_type_delta,3.2336843153064563,False
A_C_skill_combo_tuned_catboost,tuned_params,2023,12,te_balls_before__strikes_before__game_type,2.9390288324293015,False
A_C_skill_combo_tuned_catboost,tuned_params,2023,13,te_season,1.5926567510272323,False
A_C_skill_combo_tuned_catboost,tuned_params,2023,14,te_season_delta,1.3420455078078501,False
A_C_skill_combo_tuned_catboost,tuned_params,2023,15,te_balls_before__strikes_before__game_type_delta,1.3016222938714879,False
A_C_skill_combo_tuned_catboost,tuned_params,2023,16,te_pitcher_id__batter_hand,1.2903898781706116,False
A_C_skill_combo_tuned_catboost,tuned_params,2023,17,game_type_code,1.2786616009025653,False
A_C_skill_combo_tuned_catboost,tuned_params,2023,18,te_batter_team_id,1.223192275267728,False
A_C_skill_combo_tuned_catboost,tuned_params,2023,19,season,1.147886150609343,False
A_C_skill_combo_tuned_catboost,tuned_params,2023,20,te_pitcher_id__batter_hand_delta,1.084204400627766,False
A_C_skill_combo_tuned_catboost,tuned_params,2023,21,base_state_code,0.7635517997598659,False
A_C_skill_combo_tuned_catboost,tuned_params,2023,22,game_month,0.7395302775177724,False
A_C_skill_combo_tuned_catboost,tuned_params,2023,23,scoring_position,0.6932894467187302,False
A_C_skill_combo_tuned_catboost,tuned_params,2023,24,runner_on_3b,0.594592983662813,False
A_C_skill_combo_tuned_catboost,tuned_params,2023,25,te_batter_team_id_delta,0.5569313885541195,False
A_C_skill_combo_tuned_catboost,tuned_params,2023,26,asof_pitcher_n,0.49278539334426597,False
A_C_skill_combo_tuned_catboost,tuned_params,2023,27,asof_pitcher_pitchmix_n,0.4735447078247844,False
A_C_skill_combo_tuned_catboost,tuned_params,2023,28,te_batter_id_delta,0.38129462620450594,False
A_C_skill_combo_tuned_catboost,tuned_params,2023,29,rf_recent_mean_minus_career,0.3159833952926523,True
A_C_skill_combo_tuned_catboost,tuned_params,2023,30,te_game_type,0.28577994876853885,False
A_C_skill_combo_tuned_catboost,tuned_params,2023,31,asof_batter_success_minus_global,0.2814305936735098,False
A_C_skill_combo_tuned_catboost,tuned_params,2023,32,te_batter_id,0.2698125277350328,False
A_C_skill_combo_tuned_catboost,tuned_params,2023,33,rf_success_minus_middle,0.2383654315738224,True
A_C_skill_combo_tuned_catboost,tuned_params,2023,34,asof_pitcher_reverse_rate,0.22909866161256007,False
A_C_skill_combo_tuned_catboost,tuned_params,2023,35,li,0.21396610830532586,False
A_C_skill_combo_tuned_catboost,tuned_params,2023,36,rf_non_success_command_gap,0.21106792893520407,True
A_C_skill_combo_tuned_catboost,tuned_params,2023,37,rf_prev1_minus_career,0.20042092140008247,True
A_C_skill_combo_tuned_catboost,tuned_params,2023,38,balls_before,0.19208672042237,False
A_C_skill_combo_tuned_catboost,tuned_params,2023,39,count_index,0.18831964593530837,False
A_C_skill_combo_tuned_catboost,tuned_params,2023,40,rf_prev3_minus_career,0.1779222316019912,True
A_C_skill_combo_tuned_catboost,tuned_params,2024,1,te_pitcher_id__balls_before__strikes_before,13.172607939463497,False
A_C_skill_combo_tuned_catboost,tuned_params,2024,2,te_pitcher_id__game_type,10.825790273616182,False
