candidate_name,model_label,families,fold,valid_year,high_half_actual_rate,low_half_actual_rate,high_minus_low_actual_rate,iterations,learning_rate,depth,l2_leaf_reg,random_strength,bagging_temperature,rsm,raw_actual_rate,raw_constant_brier,raw_brier,raw_skill_margin,raw_pseudo_score,raw_auc,raw_logloss,raw_pred_mean,raw_pred_std,final_actual_rate,final_constant_brier,final_brier,final_skill_margin,final_pseudo_score,final_auc,final_logloss,final_pred_mean,final_pred_std
A_B_recent_combo,v2_params,AB,2019-2022_cal2023_valid2024,2024,0.4952822001672531,0.47692756778932255,0.018354632377930558,220,0.045,6,5.0,,,,0.4861049201797189,0.24980692675678798,0.255465655182355,-0.005658728425567,0.0,0.5113056603912324,0.7047870804306371,0.5351139003193768,0.06489227401210733,0.4861049201797189,0.24980692675678798,0.2497616303244705,4.529643231748759e-05,18.132576588473945,0.5113059878788571,0.6926702273778231,0.48773322412252373,0.0058195661836839985
A_C_skill_combo,v2_params,AC,2019-2020_cal2021_valid2022,2022,0.5496541022822784,0.5081867847675696,0.04146731751470878,220,0.045,6,5.0,,,,0.5289204435249241,0.24916360794632167,0.249017959243855,0.0001456487024666664,58.45504633166337,0.5338326007723034,0.6912142290192271,0.5451547345185473,0.057773909045346745,0.5289204435249241,0.24916360794632167,0.24890951479808293,0.00025409314823873763,101.97843510657381,0.5335651236320256,0.6909645845049268,0.5116212884731645,0.011177708655530859
A_C_skill_combo,v2_params,AC,2019-2021_cal2022_valid2023,2023,0.5108623933921459,0.4890519867711507,0.021810406620995204,220,0.045,6,5.0,,,,0.49995723449750534,0.24999999817111176,0.2537601498342119,-0.0037601516631001475,0.0,0.5156562777209356,0.7011237682787439,0.5397004474012888,0.06106709205420514,0.49995723449750534,0.24999999817111176,0.25056028374366457,-0.0005602855725528044,0.0,0.5154461276656528,0.6942715442638392,0.527071898329621,0.014210282412197819
A_C_skill_combo,v2_params,AC,2019-2022_cal2023_valid2024,2024,0.4949666282720861,0.4772431421741497,0.017723486097936392,220,0.045,6,5.0,,,,0.4861049201797189,0.24980692675678798,0.2554857192057455,-0.005678792448957498,0.0,0.5113913132144217,0.7048178241224095,0.5358558176121372,0.0643083117066601,0.4861049201797189,0.24980692675678798,0.24976313656492075,4.379019186723232e-05,17.529614745177362,0.5113917717905305,0.6926732375278691,0.4877336207161066,0.0057719027544622225
A_D_env_combo,v2_params,AD,2019-2020_cal2021_valid2022,2022,0.5500258615116054,0.5078150255382428,0.042210835973362615,220,0.045,6,5.0,,,,0.5289204435249241,0.24916360794632167,0.24897742561003447,0.0001861823362871995,74.72292515819947,0.5334898733353087,0.6911292629393279,0.5441671154199351,0.05730447239687803,0.5289204435249241,0.24916360794632167,0.24891945206516028,0.00024415588116138975,97.99018531389595,0.5332539138029615,0.6909844876511765,0.5115743959718706,0.01108994961773022
A_D_env_combo,v2_params,AD,2019-2021_cal2022_valid2023,2023,0.5102840432377834,0.4896303416366628,0.020653701601120622,220,0.045,6,5.0,,,,0.49995723449750534,0.24999999817111176,0.25409259990699595,-0.004092601735884188,0.0,0.5150245232301648,0.7018393069967809,0.5420802098349938,0.06197649868221894,0.49995723449750534,0.24999999817111176,0.2505773454646915,-0.0005773472935797497,0.0,0.5147212709369968,0.6943057828120728,0.5270910364149501,0.014282599886447056
A_D_env_combo,v2_params,AD,2019-2022_cal2023_valid2024,2024,0.49526642157249473,0.4769433465085639,0.018323075063930827,220,0.045,6,5.0,,,,0.4861049201797189,0.24980692675678798,0.25532515910237663,-0.005518232345588653,0.0,0.5112910514844184,0.7044719153793929,0.5347064388743497,0.0637001323998704,0.4861049201797189,0.24980692675678798,0.24976444812773188,4.247862905609745e-05,17.00458414327904,0.5112916512399284,0.6926758588135898,0.48772957590534416,0.005906697140478827
A_E_context_combo,v2_params,AE,2019-2020_cal2021_valid2022,2022,0.550429947630439,0.5074109394194091,0.043019008211029885,220,0.045,6,5.0,,,,0.5289204435249241,0.24916360794632167,0.24890169501078208,0.00026191293553959327,105.11684980738369,0.5346627754000967,0.6909771956265475,0.5446617303032573,0.057351416899521376,0.5289204435249241,0.24916360794632167,0.24889426039566162,0.00026934755066004845,108.10067845785694,0.5344262296379745,0.6909340537326076,0.5116136609013273,0.011201951385773406
A_E_context_combo,v2_params,AE,2019-2021_cal2022_valid2023,2023,0.509803442405285,0.4901109463840602,0.019692496021224748,220,0.045,6,5.0,,,,0.49995723449750534,0.24999999817111176,0.25413243094583404,-0.004132432774722278,0.0,0.514733817723942,0.7019153499104763,0.5423472319516646,0.06187411887668213,0.49995723449750534,0.24999999817111176,0.2505891615788537,-0.0005891634077419272,0.0,0.5144294249344231,0.6943295777060489,0.5271719728844609,0.014354259281815796
A_E_context_combo,v2_params,AE,2019-2022_cal2023_valid2024,2024,0.494871956703536,0.4773378144895979,0.01753414221393812,220,0.045,6,5.0,,,,0.4861049201797189,0.24980692675678798,0.255453699874762,-0.005646773117974041,0.0,0.5109775066415368,0.7047730484203707,0.5342027461327463,0.0648694399792823,0.4861049201797189,0.24980692675678798,0.24976906929855366,3.7857458234313857e-05,15.154687152118836,0.5109780768406268,0.6926851161646118,0.48773378584002186,0.005693933998306412
A_B_C_core,v2_params,ABC,2019-2020_cal2021_valid2022,2022,0.5484822525376608,0.5093586345121872,0.039123618025473594,220,0.045,6,5.0,,,,0.5289204435249241,0.24916360794632167,0.2491350578243502,2.8550121971476772e-05,11.45838359252987,0.5325715951321162,0.6914554946142834,0.5465282039589261,0.057004510798949394,0.5289204435249241,0.24916360794632167,0.2489368202699942,0.00022678767632747232,91.01958275396707,0.5323815337769777,0.6910192967102345,0.5116143458477038,0.010914773498334368
A_B_C_core,v2_params,ABC,2019-2021_cal2022_valid2023,2023,0.5109275596067219,0.48898682002574084,0.021940739580981028,220,0.045,6,5.0,,,,0.49995723449750534,0.24999999817111176,0.25404206091749154,-0.0040420627463797765,0.0,0.5153841642361416,0.7017304663150759,0.5417595884161128,0.06207594242185637,0.49995723449750534,0.24999999817111176,0.2505703359204684,-0.0005703377493566364,0.0,0.5149923104455464,0.6942918254144638,0.5270507381759921,0.014323580612500175
A_B_C_core,v2_params,ABC,2019-2022_cal2023_valid2024,2024,0.49583445098379536,0.47637531261587496,0.019459138367920403,220,0.045,6,5.0,,,,0.4861049201797189,0.24980692675678798,0.2555430697775175,-0.005736143020729528,0.0,0.5115770761235586,0.7049901821343032,0.5347400094767629,0.06536433292921538,0.4861049201797189,0.24980692675678798,0.24976727588533731,3.9650871450663816e-05,15.872606883022064,0.5115772425302517,0.692681527536266,0.48773391706098257,0.005735828556430262
A_B_D_core_env,v2_params,ABD,2019-2020_cal2021_valid2022,2022,0.5477306523566302,0.5101102346932178,0.0376204176634124,220,0.045,6,5.0,,,,0.5289204435249241,0.24916360794632167,0.24927474592869728,-0.00011113798237560868,0.0,0.5307599576033935,0.6917402147268636,0.54477128150017,0.05740754922980276,0.5289204435249241,0.24916360794632167,0.24897274562856112,0.00019086231776055396,76.60120164966956,0.5306238216873679,0.6910911852271479,0.5115689171808654,0.010836047141712017
A_B_D_core_env,v2_params,ABD,2019-2021_cal2022_valid2023,2023,0.509705693083421,0.49020869650217497,0.019496996581245984,220,0.045,6,5.0,,,,0.49995723449750534,0.24999999817111176,0.2541452010624368,-0.004145202891325056,0.0,0.5146390675789777,0.7019131500387246,0.5426733287045565,0.06155055162336767,0.49995723449750534,0.24999999817111176,0.2505985601727895,-0.0005985620016777105,0.0,0.5144123257170818,0.694348461879578,0.5273242489098658,0.01441526930377457
A_B_D_core_env,v2_params,ABD,2019-2022_cal2023_valid2024,2024,0.49482462091926094,0.47738515064732195,0.017439470271938984,220,0.045,6,5.0,,,,0.4861049201797189,0.24980692675678798,0.2553426009065926,-0.005535674149804631,0.0,0.5108805619578457,0.7045291077365377,0.5331793649020854,0.06461139932973872,0.4861049201797189,0.24980692675678798,0.24977026209405429,3.6664662733693065e-05,14.677200192046628,0.5108809722595068,0.6926875022742175,0.48773379852275234,0.0057476985193110385
A_B_C_D_all_signal,v2_params,ABCD,2019-2020_cal2021_valid2022,2022,0.5490722182711579,0.5087686687786901,0.04030354949246784,220,0.045,6,5.0,,,,0.5289204435249241,0.24916360794632167,0.2490579427737293,0.00010566517259236186,42.407947718884266,0.5331872033382888,0.6912942976810447,0.5449052300638726,0.05736555932441613,0.5289204435249241,0.24916360794632167,0.24892782807528321,0.0002357798710384551,94.62853463305528,0.5329882950284367,0.691001263522863,0.5115955222288736,0.011018124646381171
A_B_C_D_all_signal,v2_params,ABCD,2019-2021_cal2022_valid2023,2023,0.5106261658643076,0.4892882162232613,0.02133794964104635,220,0.045,6,5.0,,,,0.49995723449750534,0.24999999817111176,0.25383754475092374,-0.0038375465798119734,0.0,0.5156018298690916,0.7012695964738472,0.5407814227036307,0.06104166704566386,0.49995723449750534,0.24999999817111176,0.25056886636457404,-0.0005688681934622741,0.0,0.5153939329709152,0.6942887593657869,0.52729215028679,0.014245002102682295
A_B_C_D_all_signal,v2_params,ABCD,2019-2022_cal2023_valid2024,2024,0.4949035138930527,0.4773062570511152,0.017597256841937525,220,0.045,6,5.0,,,,0.4861049201797189,0.24980692675678798,0.25544520589451486,-0.0056382791377268815,0.0,0.5110189838913236,0.7047556845389413,0.5345634146209983,0.06474459655951795,0.4861049201797189,0.24980692675678798,0.24976659056235573,4.0336194432250005e-05,16.14694794733267,0.5110191339781389,0.692680152730573,0.48773438122567464,0.0057001347086564486
A_C_skill_combo_tuned_catboost,tuned_params,AC,2019-2020_cal2021_valid2022,2022,0.55161796081981,0.5062229262300382,0.04539503458977179,450,0.03,4,10.0,1.0,1.0,0.85,0.5289204435249241,0.24916360794632167,0.24868859554953252,0.00047501239678915397,190.64276709762842,0.5361545473389793,0.690536425231392,0.5429415170456495,0.057686431064334284,0.5289204435249241,0.24916360794632167,0.24885852990207563,0.0003050780442460377,122.44085192078367,0.5358209303340677,0.6908624892466999,0.5115847303750971,0.011457179973486479
A_C_skill_combo_tuned_catboost,tuned_params,AC,2019-2021_cal2022_valid2023,2023,0.5115303470915504,0.48838402763070005,0.023146319460850384,450,0.03,4,10.0,1.0,1.0,0.85,0.49995723449750534,0.24999999817111176,0.2539363150895481,-0.00393631691843635,0.0,0.5156722671639302,0.7014736318162945,0.5418616105214757,0.06127483651209403,0.49995723449750534,0.24999999817111176,0.250573402087554,-0.0005734039164422555,0.0,0.5154105549686989,0.6942979689597459,0.5272988696309633,0.014420885042770134
A_C_skill_combo_tuned_catboost,tuned_params,AC,2019-2022_cal2023_valid2024,2024,0.49629991952916674,0.47590984039825485,0.020390079130911898,450,0.03,4,10.0,1.0,1.0,0.85,0.4861049201797189,0.24980692675678798,0.2553048313493731,-0.005497904592585118,0.0,0.5119082567745628,0.7044506830192904,0.5336517019753111,0.0647513034798031,0.4861049201797189,0.24980692675678798,0.24976168343880747,4.5243317980503406e-05,18.11131443306706,0.5119081229141909,0.6926703314063566,0.4877336938046102,0.005799513105163276
