method,brier,logloss,pred_mean,target_mean,bias
isotonic,0.2491990106516396,0.6915395457913384,0.4861049201797189,0.4861049201797189,0.0
platt,0.24926548633812123,0.6916754259265748,0.4861021950559644,0.4861049201797189,-2.725123754487857e-06
game_type_logit_offset,0.24993982447441276,0.6930746102051717,0.4864898039650639,0.4861049201797189,0.0003848837853450138
global_logit_offset,0.25030053033829713,0.6938006578434558,0.48648871242668684,0.4861049201797189,0.00038379224696794
raw,0.2512759975643958,0.6957700019206076,0.5172865589826632,0.4861049201797189,0.031181638802944278
