candidate_name,valid_year,feature_count,tm_match_row_rate,train_seconds,raw_actual_rate,raw_constant_brier,raw_brier,raw_skill_margin,raw_pseudo_score,raw_auc,raw_logloss,raw_pred_std,raw_pred_mean,final_actual_rate,final_constant_brier,final_brier,final_skill_margin,final_pseudo_score,final_auc,final_logloss,final_pred_std,final_pred_mean
BASE,2022,0,0.0,9.310048341751099,0.5289204435249241,0.24916360794632167,0.24906209080176053,0.00010151714456113625,40.7431668684965,0.5324856858143385,0.6913031110776264,0.05695720532425376,0.5443147913690605,0.5289204435249241,0.24916360794632167,0.24894055749927693,0.00022305044704473698,89.51967299044315,0.5322787370048183,0.6910267618039342,0.01099229483839128,0.5115676534729856
BASE,2023,0,0.0,15.11271047592163,0.49995723449750534,0.24999999817111176,0.2540765927559245,-0.004076594584812715,0.0,0.5154708686332126,0.7018125133287548,0.062106804902845376,0.5419201905674266,0.49995723449750534,0.24999999817111176,0.25056802835099595,-0.000568030179884188,0.0,0.5153704840527471,0.694287061114121,0.014285022476808469,0.527189297933662
BASE,2024,0,0.0,22.439066171646118,0.4861049201797189,0.24980692675678798,0.2555164325408653,-0.0057095057840773344,0.0,0.5106875170195614,0.7049407319137688,0.06568103219750941,0.5332785480993348,0.4861049201797189,0.24980692675678798,0.24977399777610962,3.2928980678359476e-05,13.181772461585556,0.5106876936728955,0.6926949806395462,0.00562363776754328,0.48773544324372964
A_LEVEL,2022,7,0.28342196345329285,12.290325403213501,0.5289204435249241,0.24916360794632167,0.24914953387908007,1.4074067241603982e-05,5.648524420402524,0.5323344860441714,0.6914818985383657,0.05717011633297834,0.5455460858996588,0.5289204435249241,0.24916360794632167,0.24894440796763867,0.000219199978682999,87.97431554700482,0.5321361138309795,0.6910344522457239,0.010935125415245505,0.5115810643225083
A_LEVEL,2023,7,0.35620811581611633,18.84768795967102,0.49995723449750534,0.24999999817111176,0.2542421893476218,-0.004242191176510063,0.0,0.5146348674563181,0.702183568111802,0.06258010545470581,0.5424037180836738,0.49995723449750534,0.24999999817111176,0.2505871697664498,-0.0005871715953380263,0.0,0.5143665463806726,0.6943255459981958,0.014214310468701094,0.5270922724220533
A_LEVEL,2024,7,0.3925651013851166,23.53484082221985,0.4861049201797189,0.24980692675678798,0.25556335414092207,-0.005756427384134094,0.0,0.5112623730676684,0.7050270321888673,0.06470960171122449,0.5356432489430136,0.4861049201797189,0.24980692675678798,0.24976852165814298,3.840509864500019e-05,15.373912622683756,0.5112623606720361,0.6926840265058045,0.005558489243354161,0.48773556532582124
B_RECENT_DELTA,2022,10,0.28342196345329285,11.830484867095947,0.5289204435249241,0.24916360794632167,0.24910972448304847,5.388346327320215e-05,21.62573568320237,0.5328428183956675,0.6914017102651093,0.05774568838790079,0.5454816390248481,0.5289204435249241,0.24916360794632167,0.24892993834684005,0.00023366959948162291,93.78159250766801,0.532654211294057,0.6910054935364935,0.01099086996693467,0.5116059808790874
B_RECENT_DELTA,2023,10,0.35620811581611633,17.784679174423218,0.49995723449750534,0.24999999817111176,0.254169023418384,-0.004169025247272223,0.0,0.5152105332548904,0.7020179287871636,0.06238535192330248,0.5423722037024916,0.49995723449750534,0.24999999817111176,0.25057380363386866,-0.0005738054627568989,0.0,0.5149605715295976,0.6942986805643139,0.014290389108597392,0.5271257479384341
B_RECENT_DELTA,2024,10,0.3925651013851166,20.253654718399048,0.4861049201797189,0.24980692675678798,0.2553131445807651,-0.0055062178239771165,0.0,0.5118897201963899,0.7045040452145674,0.0651060254434643,0.5333494553167215,0.4861049201797189,0.24980692675678798,0.24976144978356854,4.547697321943822e-05,18.20484876454791,0.5118899494844443,0.6926698634695493,0.005772924890552036,0.4877316183213238
C_SLOPE,2022,7,0.28342196345329285,10.840958833694458,0.5289204435249241,0.24916360794632167,0.24910972448304847,5.388346327320215e-05,21.62573568320237,0.5328428183956675,0.6914017102651093,0.05774568838790079,0.5454816390248481,0.5289204435249241,0.24916360794632167,0.24892993834684005,0.00023366959948162291,93.78159250766801,0.532654211294057,0.6910054935364935,0.01099086996693467,0.5116059808790874
C_SLOPE,2023,7,0.35620811581611633,17.07710886001587,0.49995723449750534,0.24999999817111176,0.2542920439167569,-0.004292045745645151,0.0,0.5148249416107273,0.7022542890421631,0.06264114222081522,0.5434560543567188,0.49995723449750534,0.24999999817111176,0.25058726666512904,-0.0005872684940172734,0.0,0.5146123191308151,0.6943257762063223,0.014347016906960901,0.5271825494265207
C_SLOPE,2024,7,0.3925651013851166,21.67429232597351,0.4861049201797189,0.24980692675678798,0.25541070890691897,-0.005603782150130993,0.0,0.5116934161099861,0.704709094805984,0.06509076426881327,0.5339607208457737,0.4861049201797189,0.24980692675678798,0.24976508945523437,4.1837301553604433e-05,16.74785487206975,0.511693769105206,0.6926771538416736,0.00573063059198151,0.487732833059154
D_LEAGUE_RELATIVE,2022,7,0.28342196345329285,10.904425144195557,0.5289204435249241,0.24916360794632167,0.24910972448304847,5.388346327320215e-05,21.62573568320237,0.5328428183956675,0.6914017102651093,0.05774568838790079,0.5454816390248481,0.5289204435249241,0.24916360794632167,0.24892993834684005,0.00023366959948162291,93.78159250766801,0.532654211294057,0.6910054935364935,0.01099086996693467,0.5116059808790874
D_LEAGUE_RELATIVE,2023,7,0.35620811581611633,16.24753737449646,0.49995723449750534,0.24999999817111176,0.25438365636818844,-0.004383658197076673,0.0,0.5140392756510577,0.702458152521279,0.06250038675092483,0.5436767533685852,0.49995723449750534,0.24999999817111176,0.25060325523694466,-0.0006032570658328906,0.0,0.5136212091894575,0.6943578640901618,0.014299769657159274,0.5271285711378547
D_LEAGUE_RELATIVE,2024,7,0.3925651013851166,20.947798490524292,0.4861049201797189,0.24980692675678798,0.25542918409514526,-0.005622257338357278,0.0,0.5107978358431273,0.7047185278215288,0.06456894035240762,0.5344296692651699,0.4861049201797189,0.24980692675678798,0.24976832042113786,3.86063356501154e-05,15.454469638346948,0.5107980768727732,0.692683621363676,0.005584465191116767,0.48773639439894345
E_PITCHTYPE_ADJUSTED,2022,7,0.28342196345329285,10.934972524642944,0.5289204435249241,0.24916360794632167,0.24910972448304847,5.388346327320215e-05,21.62573568320237,0.5328428183956675,0.6914017102651093,0.05774568838790079,0.5454816390248481,0.5289204435249241,0.24916360794632167,0.24892993834684005,0.00023366959948162291,93.78159250766801,0.532654211294057,0.6910054935364935,0.01099086996693467,0.5116059808790874
E_PITCHTYPE_ADJUSTED,2023,7,0.35620811581611633,17.164573431015015,0.49995723449750534,0.24999999817111176,0.25417150100683134,-0.0041715028357195705,0.0,0.5148681846897464,0.7020156129102605,0.06174894187080512,0.5426756437256124,0.49995723449750534,0.24999999817111176,0.2505879795227284,-0.0005879813516166121,0.0,0.5145399462833491,0.69432726356937,0.014174906210239209,0.5271916592936959
E_PITCHTYPE_ADJUSTED,2024,7,0.3925651013851166,21.01692771911621,0.4861049201797189,0.24980692675678798,0.2555213216875978,-0.005714394930809802,0.0,0.5116925586312148,0.7049545092087407,0.06525914594814164,0.5348754688532477,0.4861049201797189,0.24980692675678798,0.2497660011633997,4.092559338828017e-05,16.3828897459378,0.511692618958702,0.6926789799525028,0.005582063610746474,0.487735862582922
F_RELIABILITY,2022,10,0.28342196345329285,11.890458822250366,0.5289204435249241,0.24916360794632167,0.2490936221821788,6.998576414288249e-05,28.08827690356764,0.5326602209110772,0.6913685662131703,0.05723871123480414,0.5447404627310449,0.5289204435249241,0.24916360794632167,0.24893691504752294,0.00022669289879873045,90.9815444828395,0.5324877474649568,0.6910194594275053,0.010910721167815432,0.5115984231936673
F_RELIABILITY,2023,10,0.35620811581611633,16.89095902442932,0.49995723449750534,0.24999999817111176,0.25421606664449464,-0.004216068473382878,0.0,0.5141297341708917,0.7021199114095903,0.06278211857548135,0.5412934177488894,0.49995723449750534,0.24999999817111176,0.25059810653147724,-0.0005981083603654735,0.0,0.5138701249399872,0.6943475249729187,0.014321652953440275,0.527036318235002
F_RELIABILITY,2024,10,0.3925651013851166,21.44374370574951,0.4861049201797189,0.24980692675678798,0.25573297510146953,-0.00592604834468155,0.0,0.5111188559063817,0.7054133775730054,0.06637395883399441,0.5351906438228816,0.4861049201797189,0.24980692675678798,0.24977016533210306,3.6761424684922384e-05,14.715934887071128,0.5111190092945465,0.6926873128648617,0.005529688269318467,0.48773718204087196
G_RELEASE_CORE,2022,12,0.28342196345329285,11.608381271362305,0.5289204435249241,0.24916360794632167,0.24934305669829848,-0.00017944875197681287,0.0,0.5304192402749324,0.6918777467942909,0.057833694089377115,0.5449053857904302,0.5289204435249241,0.24916360794632167,0.2489829133780827,0.0001806945682389649,72.52044940603552,0.5302909474717232,0.6911115749859515,0.010671021342178346,0.5115872112779634
G_RELEASE_CORE,2023,12,0.35620811581611633,17.231520414352417,0.49995723449750534,0.24999999817111176,0.25427096616455236,-0.004270967993440594,0.0,0.5150661933491973,0.7022208770867325,0.06223894768525004,0.5437450490509164,0.49995723449750534,0.24999999817111176,0.2505780331418508,-0.000578034970739022,0.0,0.5147802294824319,0.6943072712317196,0.01435694730095798,0.5271500113394139
G_RELEASE_CORE,2024,12,0.3925651013851166,21.673654556274414,0.4861049201797189,0.24980692675678798,0.2556260144932029,-0.005819087736414902,0.0,0.5109024962162307,0.705172646556622,0.06576445150591798,0.5347159824202626,0.4861049201797189,0.24980692675678798,0.24977122892941478,3.569782737319893e-05,14.29016714494644,0.5109025308803987,0.6926894462450797,0.005474705286419431,0.48773784065139175
H_MOVEMENT_CORE,2022,16,0.28342196345329285,11.823990821838379,0.5289204435249241,0.24916360794632167,0.24921536792584892,-5.175997952724942e-05,0.0,0.5310275503447359,0.6916100340391447,0.0569281120086508,0.5449150879056024,0.5289204435249241,0.24916360794632167,0.24897031805966038,0.00019328988666128533,77.57548875393012,0.5308725467162967,0.691086328951933,0.010724470219105867,0.5115834192570663
H_MOVEMENT_CORE,2023,16,0.35620811581611633,17.952547550201416,0.49995723449750534,0.24999999817111176,0.25421019772591713,-0.004210199554805366,0.0,0.5143681710637744,0.7021029705858846,0.06275324943097729,0.5415184368661624,0.49995723449750534,0.24999999817111176,0.25059431866805976,-0.000594320496947992,0.0,0.51416276596566,0.6943398915695901,0.014314103782821,0.5270801367115177
H_MOVEMENT_CORE,2024,16,0.3925651013851166,22.266454219818115,0.4861049201797189,0.24980692675678798,0.2553203192114868,-0.005513392454698812,0.0,0.5117999326200332,0.7045255672355178,0.06489835394211187,0.5333303160709187,0.4861049201797189,0.24980692675678798,0.24976495280179178,4.197395499619394e-05,16.80255849633016,0.5118000856344602,0.6926768837240315,0.00555668832666707,0.4877360391213309
I_RELEASE_PLUS_RELIABILITY,2022,22,0.28342196345329285,12.189035177230835,0.5289204435249241,0.24916360794632167,0.24944727050654075,-0.0002836625602190834,0.0,0.5295022792947544,0.6920892366958017,0.05731317366498674,0.5465255472984463,0.5289204435249241,0.24916360794632167,0.24899941844953435,0.00016418949678731476,65.8962591449899,0.5293572812857806,0.6911446251437323,0.010652652965315002,0.5116243754523543
I_RELEASE_PLUS_RELIABILITY,2023,22,0.35620811581611633,18.105881214141846,0.49995723449750534,0.24999999817111176,0.2542660986039621,-0.004266100432850334,0.0,0.515184421674541,0.7022061363888427,0.06288744116792248,0.5431873856338748,0.49995723449750534,0.24999999817111176,0.2505774958745565,-0.000577497703444757,0.0,0.5150263929262278,0.6943061468706654,0.01435215239689456,0.5271913252779864
I_RELEASE_PLUS_RELIABILITY,2024,22,0.3925651013851166,22.641439199447632,0.4861049201797189,0.24980692675678798,0.2556884460528326,-0.005881519296044607,0.0,0.5113102217659387,0.7052934192910121,0.06592737285494812,0.5355846623333229,0.4861049201797189,0.24980692675678798,0.24976742037882305,3.950637796493184e-05,15.814764817708697,0.5113104577189814,0.6926818173556087,0.0055736200607690335,0.4877365431484256
K_STABLE_TOP10,2022,20,0.28342196345329285,12.267745018005371,0.5289204435249241,0.24916360794632167,0.24920436584819605,-4.075790187438311e-05,0.0,0.532591757032525,0.6916017229078731,0.05750451552588714,0.5464096558505667,0.5289204435249241,0.24916360794632167,0.248942387978164,0.00022121996815765987,88.78502361601628,0.5324270519255165,0.6910304620324941,0.010917382537542417,0.5116130800130007
K_STABLE_TOP10,2023,20,0.35620811581611633,17.722254514694214,0.49995723449750534,0.24999999817111176,0.2544963742847308,-0.004496376113619055,0.0,0.5133785285791919,0.7026864572812542,0.06291635176770487,0.543587530028604,0.49995723449750534,0.24999999817111176,0.2506181097638218,-0.0006181115927100522,0.0,0.5132558499094211,0.6943877200770113,0.014339295664269678,0.5272044239751392
K_STABLE_TOP10,2024,20,0.3925651013851166,22.483028173446655,0.4861049201797189,0.24980692675678798,0.25536495102545126,-0.005558024268663281,0.0,0.5120119574205,0.7046396036052839,0.06531753155385392,0.5335758456034371,0.4861049201797189,0.24980692675678798,0.24976216468448192,4.476207230605378e-05,17.918667383324454,0.5120120448128227,0.6926713051886452,0.005645077610500814,0.48773265483306294
J_BEST_COMBINATION,2022,24,0.28342196345329285,11.604074716567993,0.5289204435249241,0.24916360794632167,0.24910972448304847,5.388346327320215e-05,21.62573568320237,0.5328428183956675,0.6914017102651093,0.05774568838790079,0.5454816390248481,0.5289204435249241,0.24916360794632167,0.24892993834684005,0.00023366959948162291,93.78159250766801,0.532654211294057,0.6910054935364935,0.01099086996693467,0.5116059808790874
J_BEST_COMBINATION,2023,24,0.35620811581611633,17.94182324409485,0.49995723449750534,0.24999999817111176,0.25426592637670015,-0.004265928205588382,0.0,0.5145518351018387,0.7022142821861027,0.06250690204388823,0.5425709724241202,0.49995723449750534,0.24999999817111176,0.25058969854740704,-0.0005897003762952713,0.0,0.5143159481353156,0.6943307126125821,0.014343951304293527,0.5271249736105627
J_BEST_COMBINATION,2024,24,0.3925651013851166,23.307801008224487,0.4861049201797189,0.24980692675678798,0.25566622887608637,-0.005859302119298387,0.0,0.5112399908535531,0.7052481478807324,0.06597600177589008,0.535115721620268,0.4861049201797189,0.24980692675678798,0.24976917768862159,3.7749068166392785e-05,15.111297615516193,0.5112399623249118,0.6926853388780865,0.005493536728225559,0.4877376169362893
