strategy,lambda,valid_year,target_rate_estimator,target_rate,platt_pred_mean,mean_matched_pred_mean,mean_matched_pred_std,actual_rate,constant_brier,model_brier,skill_margin,pseudo_score,auc,logloss,pred_mean,pred_std
shrink_to_mean,1.0,2022,linear_trend_recent3,0.5114727049981269,0.5348896027577381,0.5114727049981269,0.028738786938679744,0.5289204435249241,0.24916360794632167,0.2484791195662499,0.0006844883800717627,274.71442788676626,0.5324856858143385,0.6900937141401939,0.5114727049981269,0.028738786938679744
shrink_to_mean,0.0,2023,linear_trend_recent3,0.5276733290608981,0.5311629375524517,0.5276733290608981,0.05544871193038937,0.49995723449750534,0.24999999817111176,0.2507681800689588,-0.0007681818978470256,0.0,0.5,0.6946858962212142,0.5276733290608979,2.220446049250313e-16
shrink_to_mean,0.02,2023,linear_trend_recent3,0.5276733290608981,0.5311629375524517,0.5276733290608981,0.05544871193038937,0.49995723449750534,0.24999999817111176,0.25074211412432906,-0.0007421159532172983,0.0,0.5154708686332126,0.6946336264780005,0.5276733290608981,0.0011089742386077872
shrink_to_mean,0.05,2023,linear_trend_recent3,0.5276733290608981,0.5311629375524517,0.5276733290608981,0.05544871193038937,0.49995723449750534,0.24999999817111176,0.25070762704686667,-0.000707628875754901,0.0,0.5154708686332126,0.6945645586441538,0.5276733290608981,0.002772435596519468
shrink_to_mean,0.08,2023,linear_trend_recent3,0.5276733290608981,0.5311629375524517,0.5276733290608981,0.05544871193038937,0.49995723449750534,0.24999999817111176,0.25067867417678286,-0.0006786760056710917,0.0,0.5154708686332126,0.6945066988599566,0.5276733290608981,0.0044358969544311495
shrink_to_mean,0.1,2023,linear_trend_recent3,0.5276733290608981,0.5311629375524517,0.5276733290608981,0.05544871193038937,0.49995723449750534,0.24999999817111176,0.25066244682304833,-0.0006624486519365702,0.0,0.5154708686332126,0.6944743558958358,0.5276733290608981,0.005544871193038936
shrink_to_mean,0.15,2023,linear_trend_recent3,0.5276733290608981,0.5311629375524517,0.5276733290608981,0.05544871193038937,0.49995723449750534,0.24999999817111176,0.25063263939750374,-0.0006326412263919778,0.0,0.5154708686332126,0.6944153275012838,0.5276733290608981,0.008317306789558405
shrink_to_mean,0.2,2023,linear_trend_recent3,0.5276733290608981,0.5311629375524517,0.5276733290608981,0.05544871193038937,0.49995723449750534,0.24999999817111176,0.2506182047702328,-0.0006182065991210128,0.0,0.5154708686332126,0.6943875387927194,0.5276733290608981,0.011089742386077872
shrink_to_mean,0.25,2023,linear_trend_recent3,0.5276733290608981,0.5311629375524517,0.5276733290608981,0.05544871193038937,0.49995723449750534,0.24999999817111176,0.25061914294123555,-0.0006191447701237862,0.0,0.5154708686332126,0.6943910813783987,0.5276733290608981,0.013862177982597342
shrink_to_mean,0.3,2023,linear_trend_recent3,0.5276733290608981,0.5311629375524517,0.5276733290608981,0.05544871193038937,0.49995723449750534,0.24999999817111176,0.250635453910512,-0.0006354557394002425,0.0,0.5154708686332126,0.6944260737483184,0.5276733290608981,0.01663461357911681
shrink_to_mean,0.4,2023,linear_trend_recent3,0.5276733290608981,0.5311629375524517,0.5276733290608981,0.05544871193038937,0.49995723449750534,0.24999999817111176,0.250714194243886,-0.0007141960727742591,0.0,0.5154708686332126,0.6945910208783044,0.5276733290608981,0.022179484772155745
shrink_to_mean,0.5,2023,linear_trend_recent3,0.5276733290608981,0.5311629375524517,0.5276733290608981,0.05544871193038937,0.49995723449750534,0.24999999817111176,0.2508544257703548,-0.0008544275992430628,0.0,0.5154708686332126,0.6948838983683261,0.5276733290608981,0.027724355965194684
shrink_to_mean,0.6,2023,linear_trend_recent3,0.5276733290608981,0.5311629375524517,0.5276733290608981,0.05544871193038937,0.49995723449750534,0.24999999817111176,0.25105614848991836,-0.001056150318806598,0.0,0.5154708686332126,0.6953067204304666,0.5276733290608981,0.03326922715823362
shrink_to_mean,0.75,2023,linear_trend_recent3,0.5276733290608981,0.5311629375524517,0.5276733290608981,0.05544871193038937,0.49995723449750534,0.24999999817111176,0.25147402855631645,-0.0014740303852046888,0.0,0.5154708686332126,0.6961903700932491,0.5276733290608981,0.04158653394779202
shrink_to_mean,1.0,2023,linear_trend_recent3,0.5276733290608981,0.5311629375524517,0.5276733290608981,0.05544871193038937,0.49995723449750534,0.24999999817111176,0.25247795129912054,-0.002477953128008775,0.0,0.5154708686332126,0.6983585288989409,0.5276733290608981,0.05544871193038937
shrink_to_mean,0.0,2024,linear_trend_recent3,0.48774205570452267,0.49999525244929005,0.4877420557045226,0.012986395471073893,0.4861049201797189,0.24980692675678798,0.24980960696951465,-2.6802127266745135e-06,0.0,0.5,0.692766348301105,0.4877420557045226,5.551115123125783e-17
shrink_to_mean,0.02,2024,linear_trend_recent3,0.48774205570452267,0.49999525244929005,0.4877420557045226,0.012986395471073893,0.4861049201797189,0.24980692675678798,0.24980658774546674,3.3901132123759226e-07,0.1357093358614726,0.5106875170195614,0.6927603059954828,0.4877420557045226,0.0002597279094214778
shrink_to_mean,0.05,2024,linear_trend_recent3,0.48774205570452267,0.49999525244929005,0.4877420557045226,0.012986395471073893,0.4861049201797189,0.24980692675678798,0.24980231187909596,4.614877692016295e-06,1.847377793694784,0.5106875170195614,0.692751747916121,0.4877420557045226,0.0006493197735536945
shrink_to_mean,0.08,2024,linear_trend_recent3,0.48774205570452267,0.49999525244929005,0.4877420557045226,0.012986395471073893,0.4861049201797189,0.24980692675678798,0.24979833957636635,8.587180421626428e-06,3.437526946555372,0.5106875170195614,0.6927437962660989,0.4877420557045226,0.0010389116376859115
shrink_to_mean,0.1,2024,linear_trend_recent3,0.48774205570452267,0.49999525244929005,0.4877420557045226,0.012986395471073893,0.4861049201797189,0.24980692675678798,0.24979586002101392,1.1066735774056813e-05,4.430115656813387,0.5106875170195614,0.6927388320618194,0.4877420557045226,0.0012986395471073892
shrink_to_mean,0.15,2024,linear_trend_recent3,0.48774205570452267,0.49999525244929005,0.4877420557045226,0.012986395471073893,0.4861049201797189,0.24980692675678798,0.2497902513952686,1.667536151939153e-05,6.675299894957141,0.5106875170195614,0.6927276006717813,0.4877420557045226,0.0019479593206610838
shrink_to_mean,0.2,2024,linear_trend_recent3,0.48774205570452267,0.49999525244929005,0.4877420557045226,0.012986395471073893,0.4861049201797189,0.24980692675678798,0.2497854860018599,2.1440754928075956e-05,8.58293050814827,0.5106875170195614,0.6927180537684092,0.4877420557045226,0.0025972790942147784
shrink_to_mean,0.25,2024,linear_trend_recent3,0.48774205570452267,0.49999525244929005,0.4877420557045226,0.012986395471073893,0.4861049201797189,0.24980692675678798,0.24978156384078784,2.5362916000137847e-05,10.153007496397882,0.5106875170195614,0.6927101914629091,0.4877420557045226,0.0032465988677684732
shrink_to_mean,0.3,2024,linear_trend_recent3,0.48774205570452267,0.49999525244929005,0.4877420557045226,0.012986395471073893,0.4861049201797189,0.24980692675678798,0.24977848491205248,2.8441844735493937e-05,11.385530859672645,0.5106875170195614,0.692704013955298,0.48774205570452267,0.0038959186413221676
shrink_to_mean,0.4,2024,linear_trend_recent3,0.48774205570452267,0.49999525244929005,0.4877420557045226,0.012986395471073893,0.4861049201797189,0.24980692675678798,0.24977485675159172,3.207000519625525e-05,12.837916711364294,0.5106875170195614,0.6926967145781054,0.4877420557045226,0.005194558188429557
shrink_to_mean,0.5,2024,linear_trend_recent3,0.48774205570452267,0.49999525244929005,0.4877420557045226,0.012986395471073893,0.4861049201797189,0.24980692675678798,0.24977460152047753,3.232523631044315e-05,12.940088063256548,0.5106875170195614,0.6926961590151842,0.4877420557045226,0.006493197735536946
shrink_to_mean,0.6,2024,linear_trend_recent3,0.48774205570452267,0.49999525244929005,0.4877420557045226,0.012986395471073893,0.4861049201797189,0.24980692675678798,0.24977771921871,2.9207538077974382e-05,11.692044915316076,0.5106875170195614,0.6927023520708486,0.4877420557045226,0.007791837282644335
shrink_to_mean,0.75,2024,linear_trend_recent3,0.48774205570452267,0.49999525244929005,0.4877420557045226,0.012986395471073893,0.4861049201797189,0.24980692675678798,0.24978872000858363,1.820674820435242e-05,7.288328006244002,0.5106875170195614,0.6927243093465714,0.4877420557045226,0.009739796603305418
shrink_to_mean,1.0,2024,linear_trend_recent3,0.48774205570452267,0.49999525244929005,0.4877420557045226,0.012986395471073893,0.4861049201797189,0.24980692675678798,0.24982391930510608,-1.6992548318106593e-05,0.0,0.5106875170195614,0.6927947567986582,0.4877420557045226,0.012986395471073893
