valid_year,prior_name,weight,prior_rate,actual_valid_rate,prior_error,brier,logloss,pred_mean,target_mean,bias
2022,prev_year_rate,0.0,0.5327616072006734,0.5289204435249241,0.0038411636757493817,0.24888462547543985,0.6909138376430902,0.5367647443097421,0.5289204435249241,0.007844300784818015
2022,prev_year_rate,0.1,0.5327616072006734,0.5289204435249241,0.0038411636757493817,0.2488738249069396,0.6908918675834874,0.5363644305988351,0.5289204435249241,0.007443987073911029
2022,prev_year_rate,0.2,0.5327616072006734,0.5289204435249241,0.0038411636757493817,0.2488719519538675,0.69088793411315,0.5359641168879283,0.5289204435249241,0.007043673363004266
2022,prev_year_rate,0.3,0.5327616072006734,0.5289204435249241,0.0038411636757493817,0.24887900661622359,0.6909020036075675,0.5355638031770216,0.5289204435249241,0.0066433596520975025
2022,prev_year_rate,0.4,0.5327616072006734,0.5289204435249241,0.0038411636757493817,0.24889498889400788,0.6909340488865624,0.5351634894661145,0.5289204435249241,0.006243045941190406
2022,prev_year_rate,0.5,0.5327616072006734,0.5289204435249241,0.0038411636757493817,0.24891989878722037,0.690984049152197,0.5347631757552077,0.5289204435249241,0.005842732230283643
2022,prev_year_rate,0.6,0.5327616072006734,0.5289204435249241,0.0038411636757493817,0.24895373629586104,0.6910519899401916,0.534362862044301,0.5289204435249241,0.005442418519376879
2022,prev_year_rate,0.65,0.5327616072006734,0.5289204435249241,0.0038411636757493817,0.24897400290596697,0.6910926852328729,0.5341627051888475,0.5289204435249241,0.0052422616639233865
2022,prev_year_rate,0.7,0.5327616072006734,0.5289204435249241,0.0038411636757493817,0.2489965014199299,0.6911378630845486,0.5339625483333942,0.5289204435249241,0.005042104808470116
2022,prev_year_rate,0.75,0.5327616072006734,0.5289204435249241,0.0038411636757493817,0.24902123183774988,0.691187523454903,0.5337623914779405,0.5289204435249241,0.004841947953016401
2022,prev_year_rate,0.75,0.5327616072006734,0.5289204435249241,0.0038411636757493817,0.24902123183774988,0.691187523454903,0.5337623914779405,0.5289204435249241,0.004841947953016401
2022,prev_year_rate,0.8,0.5327616072006734,0.5289204435249241,0.0038411636757493817,0.24904819415942692,0.6912416666951694,0.5335622346224871,0.5289204435249241,0.0046417910975630194
2022,prev_year_rate,0.8,0.5327616072006734,0.5289204435249241,0.0038411636757493817,0.24904819415942692,0.6912416666951694,0.5335622346224871,0.5289204435249241,0.0046417910975630194
2022,prev_year_rate,0.85,0.5327616072006734,0.5289204435249241,0.0038411636757493817,0.24907738838496102,0.6913002935481309,0.5333620777670336,0.5289204435249241,0.004441634242109527
2022,prev_year_rate,0.9,0.5327616072006734,0.5289204435249241,0.0038411636757493817,0.24910881451435216,0.6913634051483222,0.5331619209115803,0.5289204435249241,0.004241477386656256
2022,prev_year_rate,1.0,0.5327616072006734,0.5289204435249241,0.0038411636757493817,0.2491783624847056,0.6915030890899017,0.5327616072006734,0.5289204435249241,0.0038411636757493817
2022,prev_year_rate,0.12,0.5327616072006734,0.5289204435249241,0.0038411636757493817,0.24887273610709093,0.6908896391316325,0.5362843678566538,0.5289204435249241,0.007363924331729721
2022,prev_year_rate,0.14,0.5327616072006734,0.5289204435249241,0.0038411636757493817,0.2488720044118594,0.6908881318327855,0.5362043051144724,0.5289204435249241,0.007283861589548302
2022,prev_year_rate,0.16,0.5327616072006734,0.5289204435249241,0.0038411636757493817,0.24887162982124494,0.6908873454076461,0.5361242423722912,0.5289204435249241,0.007203798847367104
2022,prev_year_rate,0.18,0.5327616072006734,0.5289204435249241,0.0038411636757493817,0.24887161233524766,0.6908872795872909,0.5360441796301098,0.5289204435249241,0.007123736105185685
2022,prev_year_rate,0.22,0.5327616072006734,0.5289204435249241,0.0038411636757493817,0.24887264867710446,0.6908893087369833,0.5358840541457469,0.5289204435249241,0.0069636106208228465
2022,prev_year_rate,0.24,0.5327616072006734,0.5289204435249241,0.0038411636757493817,0.24887370250495855,0.6908914032208581,0.5358039914035656,0.5289204435249241,0.006883547878641538
2022,prev_year_rate,0.26,0.5327616072006734,0.5289204435249241,0.0038411636757493817,0.24887511343742977,0.6908942173371272,0.5357239286613842,0.5289204435249241,0.006803485136460119
2022,prev_year_rate,0.28,0.5327616072006734,0.5289204435249241,0.0038411636757493817,0.2488768814745181,0.6908977508684094,0.5356438659192029,0.5289204435249241,0.006723422394278811
2022,linear_all_history,0.0,0.5114727049981269,0.5289204435249241,-0.017447738526797152,0.24888462547543985,0.6909138376430902,0.5367647443097421,0.5289204435249241,0.007844300784818015
2022,linear_all_history,0.1,0.5114727049981269,0.5289204435249241,-0.017447738526797152,0.24884666221794677,0.6908371516019289,0.5342355403785806,0.5289204435249241,0.005315096853656498
2022,linear_all_history,0.2,0.5114727049981269,0.5289204435249241,-0.017447738526797152,0.24883009981879842,0.6908038264062053,0.531706336447419,0.5289204435249241,0.0027858929224949813
2022,linear_all_history,0.3,0.5114727049981269,0.5289204435249241,-0.017447738526797152,0.24883493827799477,0.6908136937498033,0.5291771325162575,0.5289204435249241,0.0002566889913334647
2022,linear_all_history,0.4,0.5114727049981269,0.5289204435249241,-0.017447738526797152,0.24886117759553586,0.6908666099067657,0.526647928585096,0.5289204435249241,-0.002272514939828052
2022,linear_all_history,0.5,0.5114727049981269,0.5289204435249241,-0.017447738526797152,0.2489088177714216,0.6909624552749267,0.5241187246539345,0.5289204435249241,-0.004801718870989569
2022,linear_all_history,0.6,0.5114727049981269,0.5289204435249241,-0.017447738526797152,0.2489778588056521,0.6911011339906193,0.521589520722773,0.5289204435249241,-0.007330922802151085
2022,linear_all_history,0.65,0.5114727049981269,0.5289204435249241,-0.017447738526797152,0.2490204046446466,0.6911865123079385,0.5203249187571922,0.5289204435249241,-0.008595524767731844
2022,linear_all_history,0.7,0.5114727049981269,0.5289204435249241,-0.017447738526797152,0.24906830069822727,0.6912825736113104,0.5190603167916115,0.5289204435249241,-0.009860126733312602
2022,linear_all_history,0.75,0.5114727049981269,0.5289204435249241,-0.017447738526797152,0.24912154696639416,0.6913893124636288,0.5177957148260307,0.5289204435249241,-0.01112472869889336
2022,linear_all_history,0.75,0.5114727049981269,0.5289204435249241,-0.017447738526797152,0.24912154696639416,0.6913893124636288,0.5177957148260307,0.5289204435249241,-0.01112472869889336
2022,linear_all_history,0.8,0.5114727049981269,0.5289204435249241,-0.017447738526797152,0.24918014344914718,0.6915067248635801,0.51653111286045,0.5289204435249241,-0.012389330664474119
2022,linear_all_history,0.8,0.5114727049981269,0.5289204435249241,-0.017447738526797152,0.24918014344914718,0.6915067248635801,0.51653111286045,0.5289204435249241,-0.012389330664474119
2022,linear_all_history,0.85,0.5114727049981269,0.5289204435249241,-0.017447738526797152,0.2492440901464864,0.6916348082412026,0.5152665108948692,0.5289204435249241,-0.013653932630054877
2022,linear_all_history,0.9,0.5114727049981269,0.5289204435249241,-0.017447738526797152,0.24931338705841183,0.691773561454399,0.5140019089292884,0.5289204435249241,-0.014918534595635635
2022,linear_all_history,1.0,0.5114727049981269,0.5289204435249241,-0.017447738526797152,0.2494680315260211,0.6920830799441466,0.5114727049981269,0.5289204435249241,-0.017447738526797152
2022,linear_all_history,0.12,0.5114727049981269,0.5289204435249241,-0.017447738526797152,0.24884163766944953,0.690827023438955,0.5337296995923482,0.5289204435249241,0.004809256067424106
2022,linear_all_history,0.14,0.5114727049981269,0.5289204435249241,-0.017447738526797152,0.2488374691552861,0.6908186282037541,0.5332238588061158,0.5289204435249241,0.004303415281191714
2022,linear_all_history,0.16,0.5114727049981269,0.5289204435249241,-0.017447738526797152,0.24883415667545639,0.690811964510583,0.5327180180198837,0.5289204435249241,0.0037975744949596546
2022,linear_all_history,0.18,0.5114727049981269,0.5289204435249241,-0.017447738526797152,0.24883170022996048,0.690807031013502,0.5322121772336513,0.5289204435249241,0.0032917337087272625
2022,linear_all_history,0.22,0.5114727049981269,0.5289204435249241,-0.017447738526797152,0.2488293554419701,0.6908023494218568,0.5312004956611868,0.5289204435249241,0.0022800521362627
2022,linear_all_history,0.24,0.5114727049981269,0.5289204435249241,-0.017447738526797152,0.24882946709947557,0.6908025988329287,0.5306946548749544,0.5289204435249241,0.001774211350030308
2022,linear_all_history,0.26,0.5114727049981269,0.5289204435249241,-0.017447738526797152,0.24883043479131484,0.6908045734510475,0.5301888140887221,0.5289204435249241,0.001268370563798027
2022,linear_all_history,0.28,0.5114727049981269,0.5289204435249241,-0.017447738526797152,0.24883225851748791,0.6908082721268431,0.5296829733024897,0.5289204435249241,0.0007625297775656348
2022,linear_recent_2y,0.0,0.5328115173425114,0.5289204435249241,0.003891073817587354,0.24888462547543985,0.6909138376430902,0.5367647443097421,0.5289204435249241,0.007844300784818015
2022,linear_recent_2y,0.1,0.5328115173425114,0.5289204435249241,0.003891073817587354,0.24887389923793996,0.6908920173427529,0.5363694216130191,0.5289204435249241,0.007448978088095082
2022,linear_recent_2y,0.2,0.5328115173425114,0.5289204435249241,0.003891073817587354,0.24887209267380303,0.6908882171166847,0.535974098916296,0.5289204435249241,0.007053655391371927
2022,linear_recent_2y,0.3,0.5328115173425114,0.5289204435249241,0.003891073817587354,0.2488792057830291,0.69090240352196,0.5355787762195728,0.5289204435249241,0.006658332694648772
2022,linear_recent_2y,0.4,0.5328115173425114,0.5289204435249241,0.003891073817587354,0.2488952385656182,0.6909345495545833,0.5351834535228498,0.5289204435249241,0.006263009997925728
2022,linear_recent_2y,0.5,0.5328115173425114,0.5289204435249241,0.003891073817587354,0.24892019102157026,0.690984634587775,0.5347881308261268,0.5289204435249241,0.005867687301202684
2022,linear_recent_2y,0.6,0.5328115173425114,0.5289204435249241,0.003891073817587354,0.24895406315088536,0.6910526443237572,0.5343928081294037,0.5289204435249241,0.00547236460447964
2022,linear_recent_2y,0.65,0.5328115173425114,0.5289204435249241,0.003891073817587354,0.24897434409305402,0.6910933682089431,0.5341951467810422,0.5289204435249241,0.005274703256118118
2022,linear_recent_2y,0.7,0.5328115173425114,0.5289204435249241,0.003891073817587354,0.2489968549535634,0.6911385707587442,0.5339974854326806,0.5289204435249241,0.0050770419077564855
2022,linear_recent_2y,0.75,0.5328115173425114,0.5289204435249241,0.003891073817587354,0.24902159573241356,0.6911882519525109,0.533799824084319,0.5289204435249241,0.0048793805593949635
2022,linear_recent_2y,0.75,0.5328115173425114,0.5289204435249241,0.003891073817587354,0.24902159573241356,0.6911882519525109,0.533799824084319,0.5289204435249241,0.0048793805593949635
2022,linear_recent_2y,0.8,0.5328115173425114,0.5289204435249241,0.003891073817587354,0.24904856642960452,0.6912424121609175,0.5336021627359575,0.5289204435249241,0.004681719211033442
2022,linear_recent_2y,0.8,0.5328115173425114,0.5289204435249241,0.003891073817587354,0.24904856642960452,0.6912424121609175,0.5336021627359575,0.5289204435249241,0.004681719211033442
2022,linear_recent_2y,0.85,0.5328115173425114,0.5289204435249241,0.003891073817587354,0.24907776704513615,0.6913010521459774,0.5334045013875959,0.5289204435249241,0.004484057862671809
2022,linear_recent_2y,0.9,0.5328115173425114,0.5289204435249241,0.003891073817587354,0.2491091975790085,0.6913641730612539,0.5332068400392345,0.5289204435249241,0.004286396514310398
2022,linear_recent_2y,1.0,0.5328115173425114,0.5289204435249241,0.003891073817587354,0.24917874840177565,0.6915038642571443,0.5328115173425115,0.5289204435249241,0.003891073817587465
2022,linear_recent_2y,0.12,0.5328115173425114,0.5289204435249241,0.003891073817587354,0.2488728243512435,0.6908898168550599,0.5362903570736743,0.5289204435249241,0.007369913548750273
2022,linear_recent_2y,0.14,0.5328115173425114,0.5289204435249241,0.003891073817587354,0.24887210625148162,0.690888336861264,0.5362112925343299,0.5289204435249241,0.007290849009405798
2022,linear_recent_2y,0.16,0.5328115173425114,0.5289204435249241,0.003891073817587354,0.24887174493865422,0.6908875770835261,0.5361322279949851,0.5289204435249241,0.007211784470060989
2022,linear_recent_2y,0.18,0.5328115173425114,0.5289204435249241,0.003891073817587354,0.2488717404127614,0.6908875372543754,0.5360531634556406,0.5289204435249241,0.0071327199307165134
2022,linear_recent_2y,0.22,0.5328115173425114,0.5289204435249241,0.003891073817587354,0.24887280172177922,0.6908896164236492,0.5358950343769513,0.5289204435249241,0.006974590852027229
2022,linear_recent_2y,0.24,0.5328115173425114,0.5289204435249241,0.003891073817587354,0.24887386755668992,0.6908917349387621,0.5358159698376066,0.5289204435249241,0.006895526312682532
2022,linear_recent_2y,0.26,0.5328115173425114,0.5289204435249241,0.003891073817587354,0.2488752901785351,0.690894572435794,0.535736905298262,0.5289204435249241,0.006816461773337945
2022,linear_recent_2y,0.28,0.5328115173425114,0.5289204435249241,0.003891073817587354,0.24887706958731487,0.6908981286987719,0.5356578407589174,0.5289204435249241,0.0067373972339933585
2022,linear_recent_3y,0.0,0.5114727049981269,0.5289204435249241,-0.017447738526797152,0.24888462547543985,0.6909138376430902,0.5367647443097421,0.5289204435249241,0.007844300784818015
2022,linear_recent_3y,0.1,0.5114727049981269,0.5289204435249241,-0.017447738526797152,0.24884666221794677,0.6908371516019289,0.5342355403785806,0.5289204435249241,0.005315096853656498
2022,linear_recent_3y,0.2,0.5114727049981269,0.5289204435249241,-0.017447738526797152,0.24883009981879842,0.6908038264062053,0.531706336447419,0.5289204435249241,0.0027858929224949813
2022,linear_recent_3y,0.3,0.5114727049981269,0.5289204435249241,-0.017447738526797152,0.24883493827799477,0.6908136937498033,0.5291771325162575,0.5289204435249241,0.0002566889913334647
2022,linear_recent_3y,0.4,0.5114727049981269,0.5289204435249241,-0.017447738526797152,0.24886117759553586,0.6908666099067657,0.526647928585096,0.5289204435249241,-0.002272514939828052
2022,linear_recent_3y,0.5,0.5114727049981269,0.5289204435249241,-0.017447738526797152,0.2489088177714216,0.6909624552749267,0.5241187246539345,0.5289204435249241,-0.004801718870989569
2022,linear_recent_3y,0.6,0.5114727049981269,0.5289204435249241,-0.017447738526797152,0.2489778588056521,0.6911011339906193,0.521589520722773,0.5289204435249241,-0.007330922802151085
2022,linear_recent_3y,0.65,0.5114727049981269,0.5289204435249241,-0.017447738526797152,0.2490204046446466,0.6911865123079385,0.5203249187571922,0.5289204435249241,-0.008595524767731844
2022,linear_recent_3y,0.7,0.5114727049981269,0.5289204435249241,-0.017447738526797152,0.24906830069822727,0.6912825736113104,0.5190603167916115,0.5289204435249241,-0.009860126733312602
2022,linear_recent_3y,0.75,0.5114727049981269,0.5289204435249241,-0.017447738526797152,0.24912154696639416,0.6913893124636288,0.5177957148260307,0.5289204435249241,-0.01112472869889336
2022,linear_recent_3y,0.75,0.5114727049981269,0.5289204435249241,-0.017447738526797152,0.24912154696639416,0.6913893124636288,0.5177957148260307,0.5289204435249241,-0.01112472869889336
2022,linear_recent_3y,0.8,0.5114727049981269,0.5289204435249241,-0.017447738526797152,0.24918014344914718,0.6915067248635801,0.51653111286045,0.5289204435249241,-0.012389330664474119
