method,prior_name,weight,mean_brier,std_brier,mean_logloss,mean_bias,folds
prior,exp_smoothing_0.65,1.0,0.2502184635921966,0.0009082550931214118,0.69358537675569,0.021449239063504228,3
blend,linear_all_history,0.1,0.2502369192742188,0.0015304608165275914,0.6936637667484131,0.01584435490896467,3
blend,linear_recent_3y,0.83,0.2502505431319545,0.0006316387575292369,0.6936498749018727,0.015991823437355723,2
blend,linear_recent_3y,0.81,0.2502511461460725,0.0006318283961654267,0.6936512725884765,0.016146553836562466,2
blend,recency_weighted_linear,0.1,0.25025247561384806,0.0015544934899758861,0.6936960824174038,0.01623932631808604,3
blend,linear_recent_3y,0.87,0.2502525675191204,0.0006348101955329621,0.6936536392090734,0.015682362638942265,2
blend,linear_recent_2y,0.1,0.2502526818585398,0.0015614736399147166,0.6936970263206398,0.01626457872009422,3
blend,linear_recent_3y,0.79,0.25025282596532455,0.0006332016065603672,0.6936548600144938,0.016301284235769237,2
blend,linear_recent_3y,0.89,0.2502551949204044,0.0006381712721729654,0.6936587970261989,0.015527632239735467,2
blend,linear_recent_3y,0.77,0.2502555825897106,0.0006357583887139895,0.6936606398638852,0.016456014634975952,2
blend,linear_recent_3y,0.91,0.2502588991268224,0.0006427159205716603,0.6936661362253147,0.015372901840528697,2
blend,linear_recent_3y,0.1,0.2502623462549541,0.00157817912220918,0.6937166190519998,0.016198020956820363,3
blend,linear_recent_3y,0.93,0.2502636801383744,0.0006484441407290962,0.6936756553014982,0.015218171441321954,2
blend,linear_recent_3y,0.95,0.25026953795506035,0.0006553559326452042,0.6936873529801802,0.015063441042115155,2
blend,prev_year_rate,0.1,0.25028496783111803,0.0015671007479216043,0.6937621934371417,0.01735639413880552,3
blend,exp_smoothing_0.65,0.1,0.25030335649831054,0.0015705232425343375,0.6937994075148004,0.01794609514445748,3
blend,exp_smoothing_0.65,0.0,0.2504152007133762,0.0017584718459594758,0.6940426711027131,0.017556856931230064,3
blend,linear_all_history,0.0,0.2504152007133762,0.0017584718459594758,0.6940426711027131,0.017556856931230064,3
