candidate_name,valid_year,bootstrap_type,mean_delta_brier_v2_minus_candidate,median_delta_brier,p05_delta_brier,p95_delta_brier,p_candidate_beats_v2
C_PITCHER_GAME_probblend100,2022,row,0.0003845029774679153,0.000386175580336101,0.0003489369339598156,0.0004211602012101129,1.0
C_PITCHER_GAME_probblend100,2023,row,0.0001699684234024787,0.0001709878666113377,0.00013218491366532654,0.00020859892043685534,1.0
C_PITCHER_GAME_probblend100,2024,row,9.956511986992074e-05,9.91035740926537e-05,8.684116387412878e-05,0.00011378647867203322,1.0
C_PITCHER_GAME_logitblend100,2022,row,0.00038809939475531094,0.00038814770679401723,0.00035123464757833586,0.0004227967027505842,1.0
C_PITCHER_GAME_logitblend100,2023,row,0.00017029911371746503,0.0001700058727027693,0.0001295833968700675,0.00021532418708002972,1.0
C_PITCHER_GAME_logitblend100,2024,row,9.870859445647714e-05,9.840141397910281e-05,8.340337307961027e-05,0.0001129558899602274,1.0
C_PITCHER_GAME_logitblend300,2022,row,0.00034958625195049024,0.0003491924731658533,0.0003175170872983792,0.00037752480991560676,1.0
C_PITCHER_GAME_logitblend300,2023,row,0.0001649554248053178,0.00016457172387690256,0.00013192363699468052,0.00019811414821906508,1.0
C_PITCHER_GAME_logitblend300,2024,row,9.736162016861943e-05,9.658510865115525e-05,8.48227748454686e-05,0.00011168180071210886,1.0
