candidate_name,valid_year,segment_type,segment,n,skill_margin,delta_brier_vs_v2,auc
C_PITCHER_GAME_logitblend100,2024,sample_bucket,lt25,50641,-2.542672782468447e-05,-1.3054817086799453e-05,0.49611889031489365
C_PITCHER_GAME_logitblend100,2024,sample_bucket,25_49,2431,-0.0034795565297730258,-0.00024429489364760637,0.5252779612125298
C_PITCHER_GAME_logitblend100,2024,sample_bucket,50_99,1477,-0.0007941379461795239,-0.0002554706804923368,0.4749331415186558
C_PITCHER_GAME_logitblend100,2024,sample_bucket,100_299,7873,-0.0014790236046522687,-0.00010767794493035665,0.4963462619449129
C_PITCHER_GAME_logitblend100,2024,sample_bucket,300_plus,191085,0.0001930162876548902,-0.00011821196814010282,0.5253367665878785
C_PITCHER_GAME_logitblend100,2024,game_type,F,30010,-0.0011088891614101926,-0.00029957720351672656,0.5069017392147371
C_PITCHER_GAME_logitblend100,2024,game_type,R,223497,0.00018881887255245422,-7.193962598422976e-05,0.5260516738321073
C_PITCHER_GAME_logitblend100,2024,batter_hand,1,119761,0.00018750118646579383,-0.00011155029252693516,0.5232296619217446
C_PITCHER_GAME_logitblend100,2024,batter_hand,2,133746,8.096120232897741e-05,-8.754824729564903e-05,0.5159120245404099
C_PITCHER_GAME_logitblend100,2024,coverage,fallback_parent,51953,-1.727502745382803e-05,-1.3924905884588057e-05,0.4948025818583935
C_PITCHER_GAME_logitblend100,2024,coverage,full_hierarchy,201554,0.00016817266611329762,-0.00012078729189551884,0.5234998299597639
C_PITCHER_GAME_logitblend300,2024,sample_bucket,lt25,50641,-2.4315029461152715e-05,-1.4166515450331207e-05,0.49609175554728197
C_PITCHER_GAME_logitblend300,2024,sample_bucket,25_49,2431,-0.003391135080751423,-0.00033271634266920924,0.5236063256898605
C_PITCHER_GAME_logitblend300,2024,sample_bucket,50_99,1477,-0.0007341748863710362,-0.0003154337403008245,0.47591803611280176
C_PITCHER_GAME_logitblend300,2024,sample_bucket,100_299,7873,-0.0013790007030148876,-0.00020770084656773768,0.49696289334107135
C_PITCHER_GAME_logitblend300,2024,sample_bucket,300_plus,191085,0.00018479360272086187,-0.00010998928320607448,0.5256645308400448
C_PITCHER_GAME_logitblend300,2024,game_type,F,30010,-0.0010626600336873793,-0.00034580633123953985,0.5074258213393175
C_PITCHER_GAME_logitblend300,2024,game_type,R,223497,0.00018071463817678768,-6.383539160856322e-05,0.5266183555754691
C_PITCHER_GAME_logitblend300,2024,batter_hand,1,119761,0.00018148391772995764,-0.00010553302379109897,0.5237876881691124
C_PITCHER_GAME_logitblend300,2024,batter_hand,2,133746,8.317957277589882e-05,-8.976661774257044e-05,0.5165033368327482
C_PITCHER_GAME_logitblend300,2024,coverage,fallback_parent,51953,-1.4258018028956432e-05,-1.6941915309459654e-05,0.49579725163474453
C_PITCHER_GAME_logitblend300,2024,coverage,full_hierarchy,201554,0.0001652916583538555,-0.00011790628413607673,0.5242408661103973
C_PITCHER_GAME_probblend100,2024,sample_bucket,lt25,50641,-2.5382455219019606e-05,-1.3099089692464316e-05,0.496118921522217
C_PITCHER_GAME_probblend100,2024,sample_bucket,25_49,2431,-0.0034784047128138262,-0.0002454467106068059,0.5252738166616472
C_PITCHER_GAME_probblend100,2024,sample_bucket,50_99,1477,-0.0007929346796066161,-0.0002566739470652446,0.47491469779966433
C_PITCHER_GAME_probblend100,2024,sample_bucket,100_299,7873,-0.0014742463329610878,-0.00011245521662153757,0.4963510167871986
C_PITCHER_GAME_probblend100,2024,sample_bucket,300_plus,191085,0.0001929699238530369,-0.00011816560433824952,0.5253357659903646
C_PITCHER_GAME_probblend100,2024,game_type,F,30010,-0.001107080188554349,-0.00030138617637257004,0.5068978180273136
C_PITCHER_GAME_probblend100,2024,game_type,R,223497,0.00018873513119715968,-7.185588462893522e-05,0.5260520303330638
C_PITCHER_GAME_probblend100,2024,batter_hand,1,119761,0.00018752330017474117,-0.00011157240623588249,0.523236482219134
C_PITCHER_GAME_probblend100,2024,batter_hand,2,133746,8.120736276615026e-05,-8.779440773282188e-05,0.5159166075984718
C_PITCHER_GAME_probblend100,2024,coverage,fallback_parent,51953,-1.7240230432258308e-05,-1.3959702906157778e-05,0.4948013615684177
C_PITCHER_GAME_probblend100,2024,coverage,full_hierarchy,201554,0.0001683401821341024,-0.00012095480791632363,0.5235075726273426
V2_BASELINE,2024,sample_bucket,lt25,2084,-0.001601525048975816,0.0,0.480394919802261
V2_BASELINE,2024,sample_bucket,25_49,1976,-0.0007745607235997709,0.0,0.4918940278345916
V2_BASELINE,2024,sample_bucket,50_99,3929,-0.0008275594250077567,0.0,0.5040889629421029
V2_BASELINE,2024,sample_bucket,100_299,12649,-0.00042576434978430777,0.0,0.49070158555664284
V2_BASELINE,2024,sample_bucket,300_plus,232869,4.9520177032802426e-05,0.0,0.5131537839360999
V2_BASELINE,2024,game_type,F,30010,-0.0014084663649269191,0.0,0.5111297025471725
V2_BASELINE,2024,game_type,R,223497,0.00011687924656822446,0.0,0.5202042463645757
V2_BASELINE,2024,batter_hand,1,119761,7.595089393885868e-05,0.0,0.5125132267051358
V2_BASELINE,2024,batter_hand,2,133746,-6.587044966671618e-06,0.0,0.5090849649098925
V2_BASELINE,2024,coverage,fallback_parent,253507,3.2928980678359476e-05,0.0,0.5106876936728955
