candidate_name,valid_year,hierarchy_available_rate,pitcher_unseen_rate,context_unseen_rate,fallback_used_rate,full_hierarchy_used_rate
D_PITCHER_BATTER_HAND_fallback100,2023,0.8620181244272478,0.13798187557275227,0.13798187557275227,0.1552672843905916,0.8620181244272478
D_PITCHER_BATTER_HAND_fallback100,2024,0.8013940443459155,0.1986059556540845,0.19864145763233362,0.21517749016792437,0.8013585423676663
C_PITCHER_GAME_probblend50,2022,0.842608456714295,0.15739154328570504,0.1809376414301416,0.16909791814831576,0.8190623585698584
C_PITCHER_GAME_probblend50,2023,0.8620181244272478,0.13798187557275227,0.15089705732613787,0.14228286325221465,0.8491029426738621
C_PITCHER_GAME_probblend50,2024,0.8013940443459155,0.1986059556540845,0.2049371417751778,0.20931177442831952,0.7950628582248221
C_PITCHER_GAME_logitblend50,2022,0.842608456714295,0.15739154328570504,0.1809376414301416,0.16909791814831576,0.8190623585698584
C_PITCHER_GAME_logitblend50,2023,0.8620181244272478,0.13798187557275227,0.15089705732613787,0.14228286325221465,0.8491029426738621
C_PITCHER_GAME_logitblend50,2024,0.8013940443459155,0.1986059556540845,0.2049371417751778,0.20931177442831952,0.7950628582248221
C_PITCHER_GAME_probblend100,2022,0.842608456714295,0.15739154328570504,0.1809376414301416,0.19290263140880584,0.8190623585698584
C_PITCHER_GAME_probblend100,2023,0.8620181244272478,0.13798187557275227,0.15089705732613787,0.1552672843905916,0.8491029426738621
C_PITCHER_GAME_probblend100,2024,0.8013940443459155,0.1986059556540845,0.2049371417751778,0.21517749016792437,0.7950628582248221
C_PITCHER_GAME_logitblend100,2022,0.842608456714295,0.15739154328570504,0.1809376414301416,0.19290263140880584,0.8190623585698584
C_PITCHER_GAME_logitblend100,2023,0.8620181244272478,0.13798187557275227,0.15089705732613787,0.1552672843905916,0.8491029426738621
C_PITCHER_GAME_logitblend100,2024,0.8013940443459155,0.1986059556540845,0.2049371417751778,0.21517749016792437,0.7950628582248221
C_PITCHER_GAME_probblend300,2022,0.842608456714295,0.15739154328570504,0.1809376414301416,0.23268086894678994,0.8190623585698584
C_PITCHER_GAME_probblend300,2023,0.8620181244272478,0.13798187557275227,0.15089705732613787,0.18679156908665107,0.8491029426738621
C_PITCHER_GAME_probblend300,2024,0.8013940443459155,0.1986059556540845,0.2049371417751778,0.2462338318074057,0.7950628582248221
C_PITCHER_GAME_logitblend300,2022,0.842608456714295,0.15739154328570504,0.1809376414301416,0.23268086894678994,0.8190623585698584
C_PITCHER_GAME_logitblend300,2023,0.8620181244272478,0.13798187557275227,0.15089705732613787,0.18679156908665107,0.8491029426738621
C_PITCHER_GAME_logitblend300,2024,0.8013940443459155,0.1986059556540845,0.2049371417751778,0.2462338318074057,0.7950628582248221
D_PITCHER_BATTER_HAND_probblend50,2022,0.842608456714295,0.15739154328570504,0.15739154328570504,0.16909791814831576,0.842608456714295
D_PITCHER_BATTER_HAND_probblend50,2023,0.8620181244272478,0.13798187557275227,0.13798187557275227,0.14228286325221465,0.8620181244272478
D_PITCHER_BATTER_HAND_probblend50,2024,0.8013940443459155,0.1986059556540845,0.19864145763233362,0.20931177442831952,0.8013585423676663
D_PITCHER_BATTER_HAND_logitblend50,2022,0.842608456714295,0.15739154328570504,0.15739154328570504,0.16909791814831576,0.842608456714295
D_PITCHER_BATTER_HAND_logitblend50,2023,0.8620181244272478,0.13798187557275227,0.13798187557275227,0.14228286325221465,0.8620181244272478
D_PITCHER_BATTER_HAND_logitblend50,2024,0.8013940443459155,0.1986059556540845,0.19864145763233362,0.20931177442831952,0.8013585423676663
D_PITCHER_BATTER_HAND_probblend100,2022,0.842608456714295,0.15739154328570504,0.15739154328570504,0.19290263140880584,0.842608456714295
D_PITCHER_BATTER_HAND_probblend100,2023,0.8620181244272478,0.13798187557275227,0.13798187557275227,0.1552672843905916,0.8620181244272478
D_PITCHER_BATTER_HAND_probblend100,2024,0.8013940443459155,0.1986059556540845,0.19864145763233362,0.21517749016792437,0.8013585423676663
D_PITCHER_BATTER_HAND_logitblend100,2022,0.842608456714295,0.15739154328570504,0.15739154328570504,0.19290263140880584,0.842608456714295
D_PITCHER_BATTER_HAND_logitblend100,2023,0.8620181244272478,0.13798187557275227,0.13798187557275227,0.1552672843905916,0.8620181244272478
D_PITCHER_BATTER_HAND_logitblend100,2024,0.8013940443459155,0.1986059556540845,0.19864145763233362,0.21517749016792437,0.8013585423676663
D_PITCHER_BATTER_HAND_probblend300,2022,0.842608456714295,0.15739154328570504,0.15739154328570504,0.23268086894678994,0.842608456714295
D_PITCHER_BATTER_HAND_probblend300,2023,0.8620181244272478,0.13798187557275227,0.13798187557275227,0.18679156908665107,0.8620181244272478
D_PITCHER_BATTER_HAND_probblend300,2024,0.8013940443459155,0.1986059556540845,0.19864145763233362,0.2462338318074057,0.8013585423676663
D_PITCHER_BATTER_HAND_logitblend300,2022,0.842608456714295,0.15739154328570504,0.15739154328570504,0.23268086894678994,0.842608456714295
D_PITCHER_BATTER_HAND_logitblend300,2023,0.8620181244272478,0.13798187557275227,0.13798187557275227,0.18679156908665107,0.8620181244272478
D_PITCHER_BATTER_HAND_logitblend300,2024,0.8013940443459155,0.1986059556540845,0.19864145763233362,0.2462338318074057,0.8013585423676663
CD_COMBO_g1p00_h0p00,2022,0.842608456714295,0.15739154328570504,0.15739154328570504,0.0,0.842608456714295
CD_COMBO_g1p00_h0p00,2023,0.8620181244272478,0.13798187557275227,0.13798187557275227,0.0,0.8620181244272478
CD_COMBO_g1p00_h0p00,2024,0.8013940443459155,0.1986059556540845,0.1986059556540845,0.0,0.8013940443459155
CD_COMBO_g0p00_h1p00,2022,0.842608456714295,0.15739154328570504,0.15739154328570504,0.0,0.842608456714295
CD_COMBO_g0p00_h1p00,2023,0.8620181244272478,0.13798187557275227,0.13798187557275227,0.0,0.8620181244272478
CD_COMBO_g0p00_h1p00,2024,0.8013940443459155,0.1986059556540845,0.1986059556540845,0.0,0.8013940443459155
CD_COMBO_g0p50_h0p50,2022,0.842608456714295,0.15739154328570504,0.15739154328570504,0.0,0.842608456714295
CD_COMBO_g0p50_h0p50,2023,0.8620181244272478,0.13798187557275227,0.13798187557275227,0.0,0.8620181244272478
CD_COMBO_g0p50_h0p50,2024,0.8013940443459155,0.1986059556540845,0.1986059556540845,0.0,0.8013940443459155
CD_COMBO_g0p75_h0p25,2022,0.842608456714295,0.15739154328570504,0.15739154328570504,0.0,0.842608456714295
CD_COMBO_g0p75_h0p25,2023,0.8620181244272478,0.13798187557275227,0.13798187557275227,0.0,0.8620181244272478
CD_COMBO_g0p75_h0p25,2024,0.8013940443459155,0.1986059556540845,0.1986059556540845,0.0,0.8013940443459155
CD_COMBO_g0p25_h0p75,2022,0.842608456714295,0.15739154328570504,0.15739154328570504,0.0,0.842608456714295
CD_COMBO_g0p25_h0p75,2023,0.8620181244272478,0.13798187557275227,0.13798187557275227,0.0,0.8620181244272478
CD_COMBO_g0p25_h0p75,2024,0.8013940443459155,0.1986059556540845,0.1986059556540845,0.0,0.8013940443459155
C_PITCHER_GAME_recent2,2022,0.7880285446434344,0.21197145535656559,0.23489930173918666,0.0,0.7651006982608134
C_PITCHER_GAME_recent2,2023,0.8435189899195601,0.15648101008043988,0.1853049587618369,0.0,0.8146950412381632
C_PITCHER_GAME_recent2,2024,0.7708071177521725,0.22919288224782747,0.25551957145167586,0.0,0.7444804285483241
C_PITCHER_GAME_recent3,2022,0.842608456714295,0.15739154328570504,0.1809376414301416,0.0,0.8190623585698584
C_PITCHER_GAME_recent3,2023,0.8602179004174728,0.13978209958252724,0.1550392017106201,0.0,0.8449607982893799
C_PITCHER_GAME_recent3,2024,0.8007195067591822,0.1992804932408178,0.21045967172504113,0.0,0.7895403282749589
C_PITCHER_GAME_recency_weighted,2022,0.842608456714295,0.15739154328570504,0.1809376414301416,0.0,0.8190623585698584
C_PITCHER_GAME_recency_weighted,2023,0.8620181244272478,0.13798187557275227,0.15089705732613787,0.0,0.8491029426738621
C_PITCHER_GAME_recency_weighted,2024,0.8013940443459155,0.1986059556540845,0.2049371417751778,0.0,0.7950628582248221
D_PITCHER_BATTER_HAND_recent2,2022,0.7880285446434344,0.21197145535656559,0.21197145535656559,0.0,0.7880285446434344
