candidate_name,calibration_mode,mean_auc,mean_brier,worst_skill_margin,positive_fold_count,auc_2022,pseudo_2022,skill_2022,delta_auc_2022_vs_v2,delta_skill_2022_vs_v2,auc_2023,pseudo_2023,skill_2023,delta_auc_2023_vs_v2,delta_skill_2023_vs_v2,auc_2024,pseudo_2024,skill_2024,delta_auc_2024_vs_v2,delta_skill_2024_vs_v2,delta_mean_auc_vs_v2,row_bootstrap_mean_win_prob,v3_ready
C_PITCHER_GAME_probblend100,v2_strength,0.5314131894315158,0.24954328975219778,-0.00039843383918294895,2,0.5533443708535123,243.67159563357407,0.0006071409392209848,0.021065633848693976,0.0003840904921762478,0.5214191873027691,0.0,-0.00039843383918294895,0.006048703250022047,0.00016959634070123908,0.5194760101382659,52.82340217831025,0.00013195651759001503,0.008788316465370483,9.902753691165556e-05,0.011967551188028835,1.0,True
C_PITCHER_GAME_logitblend100,v2_strength,0.5314129150023504,0.24954328958390967,-0.0003982767694089284,2,0.5533472466265938,243.66507464066157,0.0006071246912797701,0.021068509621775533,0.0003840742442350331,0.5214205617309264,0.0,-0.0003982767694089284,0.006050077678179333,0.0001697534104752596,0.5194709366495309,52.767232011078185,0.00013181620062149846,0.008783242976635464,9.888721994313898e-05,0.011967276758863443,1.0,True
C_PITCHER_GAME_logitblend300,v2_strength,0.5314112391967264,0.24955661639283777,-0.00040205925819322696,2,0.5527588188585926,229.80845516519094,0.0005725990382552948,0.020480081853774257,0.0003495485912105578,0.5214356287838946,0.0,-0.00040205925819322696,0.006065144731147498,0.00016597092169096106,0.5200392699476919,52.09780102403278,0.0001301439156460027,0.009351576274796436,9.721493496764322e-05,0.011965600953239397,1.0,True
