candidate_name,top_pitcher_fraction,pitcher_count,total_gain,top_pitcher_gain,top_pitcher_gain_share
C_PITCHER_GAME_probblend100,0.01,6,161.7959576303685,45.38125135725363,0.28048445722562193
C_PITCHER_GAME_probblend100,0.05,30,161.7959576303685,112.07999421357485,0.6927243168190121
C_PITCHER_GAME_probblend100,0.1,60,161.7959576303685,151.6443862688964,0.9372569530775058
C_PITCHER_GAME_logitblend100,0.01,6,161.7949299424109,45.43354018077513,0.2808094184221143
C_PITCHER_GAME_logitblend100,0.05,30,161.7949299424109,112.13760053962932,0.6930847621711227
C_PITCHER_GAME_logitblend100,0.1,60,161.7949299424109,151.70414730729436,0.9376322692020804
C_PITCHER_GAME_logitblend300,0.01,6,151.8981660310882,41.613134801535004,0.27395416211291357
C_PITCHER_GAME_logitblend300,0.05,30,151.8981660310882,102.94947309081896,0.6777532328451472
C_PITCHER_GAME_logitblend300,0.1,60,151.8981660310882,139.62129512798634,0.9191769642525557
