alpha,feature_set,train_start,train_end,cal_year,valid_year,stage,trend_prior,train_seconds,brier,logloss,auc,pred_mean,pred_std,actual_rate,baseline_brier,improvement_vs_catboost_baseline
20,baseline,2019,2020,2021,2022,raw,0.5114727049981269,7.841671705245972,0.24906209080176053,0.6913031110776264,0.5324856858143385,0.5443147913690605,0.05695720532425376,0.5289204435249241,0.2488975149153299,-0.00016457588643062349
20,baseline,2019,2020,2021,2022,platt,0.5114727049981269,7.841671705245972,0.24821174557430123,0.6895538848731501,0.5324856858143385,0.5348896027577381,0.02862439904538513,0.5289204435249241,0.2488975149153299,0.0006857693410286803
20,baseline,2019,2020,2021,2022,platt_plus_trend_w075,0.5114727049981269,7.841671705245972,0.2488975149153299,0.6909404035192446,0.5324856858143385,0.5173269294380297,0.007156099761346282,0.5289204435249241,0.2488975149153299,0.0
20,pitcher_abs,2019,2020,2021,2022,raw,0.5114727049981269,8.928366899490356,0.24909148437621773,0.6913579319869314,0.5313023246383807,0.5433657620862647,0.05644352854145251,0.5289204435249241,0.2488975149153299,-0.0001939694608878162
20,pitcher_abs,2019,2020,2021,2022,platt,0.5114727049981269,8.928366899490356,0.24825466202010762,0.6896400877194159,0.5313023246383807,0.5350336771685364,0.028911423852412917,0.5289204435249241,0.2488975149153299,0.0006428528952222845
20,pitcher_abs,2019,2020,2021,2022,platt_plus_trend_w075,0.5114727049981269,8.928366899490356,0.24890387855476986,0.6909531441241197,0.5313023246383807,0.5173629480407294,0.007227855963103229,0.5289204435249241,0.2488975149153299,-6.36363943995466e-06
20,pitcher_rel,2019,2020,2021,2022,raw,0.5114727049981269,9.37475037574768,0.24919300274162046,0.691568727239231,0.5308091281295577,0.543023481125492,0.05669858098529943,0.5289204435249241,0.2488975149153299,-0.00029548782629054693
20,pitcher_rel,2019,2020,2021,2022,platt,0.5114727049981269,9.37475037574768,0.24830732671925365,0.6897473199214489,0.5308091281295577,0.5350944757896113,0.02840539351780423,0.5289204435249241,0.2488975149153299,0.0005901881960762578
20,pitcher_rel,2019,2020,2021,2022,platt_plus_trend_w075,0.5114727049981269,9.37475037574768,0.2489219451175368,0.6909893628919699,0.5308091281295577,0.517378147695998,0.007101348379451058,0.5289204435249241,0.2488975149153299,-2.443020220688208e-05
20,pitcher_count,2019,2020,2021,2022,raw,0.5114727049981269,9.586414575576782,0.2509839962782178,0.6952831505613993,0.5222553616353225,0.5489433456309679,0.06376750227780463,0.5289204435249241,0.2488975149153299,-0.0020864813628879153
20,pitcher_count,2019,2020,2021,2022,platt,0.5114727049981269,9.586414575576782,0.24932179861763865,0.6918072884909302,0.5222553616353225,0.5394248875855793,0.04273602583593138,0.5289204435249241,0.2488975149153299,-0.00042428370230873647
20,pitcher_count,2019,2020,2021,2022,platt_plus_trend_w075,0.5114727049981269,9.586414575576782,0.24894253097099087,0.6910301987591091,0.5222553616353225,0.51846075064499,0.010684006458982844,0.5289204435249241,0.2488975149153299,-4.50160556609569e-05
20,pitcher_batter_hand,2019,2020,2021,2022,raw,0.5114727049981269,9.479581594467163,0.24897629828737525,0.691120527348517,0.53343410584828,0.5456109485296431,0.05601995544078547,0.5289204435249241,0.2488975149153299,-7.878337204533792e-05
20,pitcher_batter_hand,2019,2020,2021,2022,platt,0.5114727049981269,9.479581594467163,0.24817296956561927,0.6894745367361518,0.53343410584828,0.5355790921753508,0.02958354495012442,0.5289204435249241,0.2488975149153299,0.0007245453497106424
20,pitcher_batter_hand,2019,2020,2021,2022,platt_plus_trend_w075,0.5114727049981269,9.479581594467163,0.24887120902944176,0.690887672027611,0.53343410584828,0.517499301792433,0.007395886237531105,0.5289204435249241,0.2488975149153299,2.6305885888144864e-05
20,batter_env,2019,2020,2021,2022,raw,0.5114727049981269,9.43334698677063,0.24873727953772917,0.6906330708557075,0.5366135268173935,0.5447588855541774,0.05674647496029756,0.5289204435249241,0.2488975149153299,0.00016023537760073703
20,batter_env,2019,2020,2021,2022,platt,0.5114727049981269,9.43334698677063,0.24803345755865838,0.689191009836842,0.5366135268173935,0.5360899117217616,0.032160438488817514,0.5289204435249241,0.2488975149153299,0.0008640573566715271
20,batter_env,2019,2020,2021,2022,platt_plus_trend_w075,0.5114727049981269,9.43334698677063,0.2488018316584304,0.6907485768002338,0.5366135268173935,0.5176270066790356,0.008040109622204378,0.5289204435249241,0.2488975149153299,9.568325689951473e-05
20,combo_core,2019,2020,2021,2022,raw,0.5114727049981269,10.389498472213745,0.2512263356417243,0.6957856404505028,0.5197263926977913,0.5463312058012639,0.06435133794222903,0.5289204435249241,0.2488975149153299,-0.0023288207263943983
20,combo_core,2019,2020,2021,2022,platt,0.5114727049981269,10.389498472213745,0.24942212639710404,0.6920108426790041,0.5197263926977913,0.5379588317731364,0.04136322010721121,0.5289204435249241,0.2488975149153299,-0.0005246114817741288
20,combo_core,2019,2020,2021,2022,platt_plus_trend_w075,0.5114727049981269,10.389498472213745,0.2490042244520707,0.6911539194783302,0.5197263926977913,0.5180942366918793,0.010340805026802803,0.5289204435249241,0.2488975149153299,-0.00010670953674080108
20,combo_with_pitcher_batter,2019,2020,2021,2022,raw,0.5114727049981269,9.864014387130737,0.25108687894399334,0.6954868360499862,0.5208950722764157,0.5457163475517497,0.06400056654451958,0.5289204435249241,0.2488975149153299,-0.002189364028663432
20,combo_with_pitcher_batter,2019,2020,2021,2022,platt,0.5114727049981269,9.864014387130737,0.2493860856433554,0.69193451914691,0.5208950722764157,0.5381949090025187,0.04174628148866253,0.5289204435249241,0.2488975149153299,-0.0004885707280254947
20,combo_with_pitcher_batter,2019,2020,2021,2022,platt_plus_trend_w075,0.5114727049981269,9.864014387130737,0.24898688976692043,0.6911190195259228,0.5208950722764157,0.5181532559992249,0.010436570372165633,0.5289204435249241,0.2488975149153299,-8.93748515905235e-05
20,baseline,2019,2021,2022,2023,raw,0.5129662444084708,12.502112627029419,0.2540765927559245,0.7018125133287548,0.5154708686332126,0.5419201905674266,0.062106804902845376,0.49995723449750534,0.25015880346033137,-0.00391778929559311
20,baseline,2019,2021,2022,2023,platt,0.5129662444084708,12.502112627029419,0.25267638406318943,0.6987763406570034,0.5154708686332126,0.5311629375524517,0.05538384867760476,0.49995723449750534,0.25015880346033137,-0.0025175806028580605
20,baseline,2019,2021,2022,2023,platt_plus_trend_w075,0.5129662444084708,12.502112627029419,0.25015880346033137,0.6934669240938918,0.5154708686332126,0.5175154176944661,0.01384596216940119,0.49995723449750534,0.25015880346033137,0.0
20,pitcher_abs,2019,2021,2022,2023,raw,0.5129662444084708,13.16830563545227,0.25408922129418654,0.7018364803087976,0.5148421105331777,0.5421394232173055,0.061492685519917344,0.49995723449750534,0.25015880346033137,-0.003930417833855171
20,pitcher_abs,2019,2021,2022,2023,platt,0.5129662444084708,13.16830563545227,0.25273381539988277,0.6988994531857499,0.5148421105331777,0.5312094423202093,0.055446490457246395,0.49995723449750534,0.25015880346033137,-0.002575011939551397
20,pitcher_abs,2019,2021,2022,2023,platt_plus_trend_w075,0.5129662444084708,13.16830563545227,0.2501715418123137,0.6934924908155669,0.5148421105331777,0.5175270438864055,0.013861622614311599,0.49995723449750534,0.25015880346033137,-1.2738351982344298e-05
20,pitcher_rel,2019,2021,2022,2023,raw,0.5129662444084708,13.22330379486084,0.2539167843421191,0.701483357923118,0.5159537730555332,0.5404042545567105,0.06228548322331665,0.49995723449750534,0.25015880346033137,-0.003757980881787748
20,pitcher_rel,2019,2021,2022,2023,platt,0.5129662444084708,13.22330379486084,0.25259923578047727,0.6986189222831739,0.5159537730555332,0.5308484441282921,0.0552590485905229,0.49995723449750534,0.25015880346033137,-0.002440432320145902
20,pitcher_rel,2019,2021,2022,2023,platt_plus_trend_w075,0.5129662444084708,13.22330379486084,0.2501442329179854,0.6934377277549187,0.5159537730555332,0.5174367943384262,0.013814762147630725,0.49995723449750534,0.25015880346033137,1.4570542345992976e-05
20,pitcher_count,2019,2021,2022,2023,raw,0.5129662444084708,13.588340759277344,0.25481093075863603,0.7032753416795843,0.5112125647347533,0.5436720298904458,0.06366076300841483,0.49995723449750534,0.25015880346033137,-0.004652127298304665
20,pitcher_count,2019,2021,2022,2023,platt,0.5129662444084708,13.588340759277344,0.2539101170426435,0.7013452590616833,0.5112125647347533,0.5339464825824202,0.0622700524055338,0.49995723449750534,0.25015880346033137,-0.0037513135823121213
20,pitcher_count,2019,2021,2022,2023,platt_plus_trend_w075,0.5129662444084708,13.588340759277344,0.250294879301813,0.6937399870200267,0.5112125647347533,0.5182113039519581,0.01556751310138345,0.49995723449750534,0.25015880346033137,-0.00013607584148161989
20,pitcher_batter_hand,2019,2021,2022,2023,raw,0.5129662444084708,13.641820192337036,0.2540785370613936,0.7017949674233003,0.5148133773307328,0.5421439959594051,0.06143368536814236,0.49995723449750534,0.25015880346033137,-0.003919733601062236
20,pitcher_batter_hand,2019,2021,2022,2023,platt,0.5129662444084708,13.641820192337036,0.25268346741719244,0.6987783451484958,0.5148133773307328,0.5313537045597739,0.05481905852271806,0.49995723449750534,0.25015880346033137,-0.002524663956861073
20,pitcher_batter_hand,2019,2021,2022,2023,platt_plus_trend_w075,0.5129662444084708,13.641820192337036,0.25017093601150475,0.6934911274550173,0.5148133773307328,0.5175631094462966,0.013704764630679515,0.49995723449750534,0.25015880346033137,-1.2132551173382744e-05
