alpha,feature_set,train_start,train_end,cal_year,valid_year,stage,trend_prior,train_seconds,brier,logloss,auc,pred_mean,pred_std,actual_rate,baseline_brier,improvement_vs_catboost_baseline,experiment
20,pitcher_rel,2019,2022,2023,2024,platt_plus_trend_w075,0.4980616077305448,17.02803087234497,0.2499310527641057,0.6930092825137476,0.5113193272299846,0.498547563445562,0.003220836690334,0.4861049201797189,0.2499335526157567,2.4998516510443825e-06,ablation_alpha20
20,pitcher_count,2019,2022,2023,2024,raw,0.4980616077305448,17.81432604789734,0.256035841356138,0.7059190076039431,0.5074215273518565,0.5374872851072496,0.0648499072951813,0.4861049201797189,0.2499335526157567,-0.0061022887403812,ablation_alpha20
20,pitcher_count,2019,2022,2023,2024,platt,0.4980616077305448,17.81432604789734,0.2501043065890753,0.6933568237098344,0.5074215273518565,0.5009811118375356,0.0143028070549555,0.4861049201797189,0.2499335526157567,-0.0001707539733185,ablation_alpha20
20,pitcher_count,2019,2022,2023,2024,platt_plus_trend_w075,0.4980616077305448,17.81432604789734,0.249948538411398,0.6930442547674955,0.5074215273518565,0.4987914837572925,0.0035757017637388,0.4861049201797189,0.2499335526157567,-1.4985795641242472e-05,ablation_alpha20
20,pitcher_batter_hand,2019,2022,2023,2024,raw,0.4980616077305448,18.144760608673096,0.2555360588881352,0.7049940115021055,0.5112309444089128,0.5341437424989922,0.0654897159541687,0.4861049201797189,0.2499335526157567,-0.0056025062723784,ablation_alpha20
20,pitcher_batter_hand,2019,2022,2023,2024,platt,0.4980616077305448,18.144760608673096,0.2500063793332495,0.6931606882663479,0.5112309444089128,0.5000861656565778,0.0127815850854063,0.4861049201797189,0.2499335526157567,-7.28267174927022e-05,ablation_alpha20
20,pitcher_batter_hand,2019,2022,2023,2024,platt_plus_trend_w075,0.4980616077305448,18.144760608673096,0.2499326114802773,0.6930124005874548,0.5112309444089128,0.4985677472120531,0.0031953962713515,0.4861049201797189,0.2499335526157567,9.411354794930382e-07,ablation_alpha20
20,batter_env,2019,2022,2023,2024,raw,0.4980616077305448,17.864351749420166,0.2555412880443211,0.704981869844329,0.5104081539739083,0.5340590318071113,0.0654587936789282,0.4861049201797189,0.2499335526157567,-0.0056077354285642,ablation_alpha20
20,batter_env,2019,2022,2023,2024,platt,0.4980616077305448,17.864351749420166,0.2500084026071248,0.6931647039954364,0.5104081539739083,0.5000021978711888,0.0129127650420382,0.4861049201797189,0.2499335526157567,-7.484999136808668e-05,ablation_alpha20
20,batter_env,2019,2022,2023,2024,platt_plus_trend_w075,0.4980616077305448,17.864351749420166,0.2499325477414274,0.693012272350725,0.5104081539739083,0.4985467552657058,0.0032281912605095,0.4861049201797189,0.2499335526157567,1.004874329385563e-06,ablation_alpha20
20,combo_core,2019,2022,2023,2024,raw,0.4980616077305448,19.442078351974487,0.2558924935590607,0.7056388552893936,0.5074697111682285,0.5367513030758964,0.0644216221251826,0.4861049201797189,0.2499335526157567,-0.0059589409433039,ablation_alpha20
20,combo_core,2019,2022,2023,2024,platt,0.4980616077305448,19.442078351974487,0.2500825160178784,0.6933130968260515,0.5074697111682285,0.5007891098590193,0.0136239350742627,0.4861049201797189,0.2499335526157567,-0.0001489634021216,ablation_alpha20
20,combo_core,2019,2022,2023,2024,platt_plus_trend_w075,0.4980616077305448,19.442078351974487,0.2499468488159326,0.6930408753434383,0.5074697111682285,0.4987434832626635,0.0034059837685656,0.4861049201797189,0.2499335526157567,-1.3296200175816342e-05,ablation_alpha20
20,combo_with_pitcher_batter,2019,2022,2023,2024,raw,0.4980616077305448,18.394935846328732,0.2562902131891216,0.7064709098057343,0.5073235909864292,0.5396437108631551,0.0650038725995166,0.4861049201797189,0.2499335526157567,-0.0063566605733648,ablation_alpha20
20,combo_with_pitcher_batter,2019,2022,2023,2024,platt,0.4980616077305448,18.394935846328732,0.2500915490118247,0.6933311485379481,0.5073235909864292,0.5008761257253663,0.0136581449332199,0.4861049201797189,0.2499335526157567,-0.0001579963960678,ablation_alpha20
20,combo_with_pitcher_batter,2019,2022,2023,2024,platt_plus_trend_w075,0.4980616077305448,18.394935846328732,0.2499488416469582,0.6930448609442383,0.5073235909864292,0.4987652372292502,0.0034145362333049,0.4861049201797189,0.2499335526157567,-1.5289031201459746e-05,ablation_alpha20
20,batter_env,2019,2020,2021,2022,raw,0.5114727049981269,8.21007227897644,0.2487372795377291,0.6906330708557075,0.5366135268173935,0.5447588855541774,0.0567464749602975,0.5289204435249241,0.2488975149153299,0.0001602353776007,top_groups_alpha_grid
20,batter_env,2019,2020,2021,2022,platt,0.5114727049981269,8.21007227897644,0.2480334575586583,0.689191009836842,0.5366135268173935,0.5360899117217616,0.0321604384888175,0.5289204435249241,0.2488975149153299,0.0008640573566715,top_groups_alpha_grid
20,batter_env,2019,2020,2021,2022,platt_plus_trend_w075,0.5114727049981269,8.21007227897644,0.2488018316584304,0.6907485768002338,0.5366135268173935,0.5176270066790356,0.0080401096222043,0.5289204435249241,0.2488975149153299,9.568325689951472e-05,top_groups_alpha_grid
20,pitcher_batter_hand,2019,2020,2021,2022,raw,0.5114727049981269,9.116050481796265,0.2489762982873752,0.691120527348517,0.53343410584828,0.5456109485296431,0.0560199554407854,0.5289204435249241,0.2488975149153299,-7.878337204533792e-05,top_groups_alpha_grid
20,pitcher_batter_hand,2019,2020,2021,2022,platt,0.5114727049981269,9.116050481796265,0.2481729695656192,0.6894745367361518,0.53343410584828,0.5355790921753508,0.0295835449501244,0.5289204435249241,0.2488975149153299,0.0007245453497106,top_groups_alpha_grid
20,pitcher_batter_hand,2019,2020,2021,2022,platt_plus_trend_w075,0.5114727049981269,9.116050481796265,0.2488712090294417,0.690887672027611,0.53343410584828,0.517499301792433,0.0073958862375311,0.5289204435249241,0.2488975149153299,2.6305885888144864e-05,top_groups_alpha_grid
20,batter_env,2019,2021,2022,2023,raw,0.5129662444084708,13.098836183547974,0.2541774114455943,0.7020118665376927,0.5141156265999596,0.5419691176986005,0.0619224454300216,0.4999572344975053,0.2501588034603313,-0.0040186079852629,top_groups_alpha_grid
20,batter_env,2019,2021,2022,2023,platt,0.5129662444084708,13.098836183547974,0.2527750242165164,0.6989743101009058,0.5141156265999596,0.5309632848114878,0.0554866984649148,0.4999572344975053,0.2501588034603313,-0.0026162207561851,top_groups_alpha_grid
20,batter_env,2019,2021,2022,2023,platt_plus_trend_w075,0.5129662444084708,13.098836183547974,0.2501826803422723,0.6935147284369563,0.5141156265999596,0.517465504509225,0.0138716746162287,0.4999572344975053,0.2501588034603313,-2.3876881941053973e-05,top_groups_alpha_grid
20,pitcher_batter_hand,2019,2021,2022,2023,raw,0.5129662444084708,13.030700922012327,0.2540785370613936,0.7017949674233003,0.5148133773307328,0.5421439959594051,0.0614336853681423,0.4999572344975053,0.2501588034603313,-0.0039197336010622,top_groups_alpha_grid
20,pitcher_batter_hand,2019,2021,2022,2023,platt,0.5129662444084708,13.030700922012327,0.2526834674171924,0.6987783451484958,0.5148133773307328,0.5313537045597739,0.054819058522718,0.4999572344975053,0.2501588034603313,-0.0025246639568611,top_groups_alpha_grid
20,pitcher_batter_hand,2019,2021,2022,2023,platt_plus_trend_w075,0.5129662444084708,13.030700922012327,0.2501709360115047,0.6934911274550173,0.5148133773307328,0.5175631094462966,0.0137047646306795,0.4999572344975053,0.2501588034603313,-1.2132551173438255e-05,top_groups_alpha_grid
20,batter_env,2019,2022,2023,2024,raw,0.4980616077305448,17.88027572631836,0.2555412880443211,0.704981869844329,0.5104081539739083,0.5340590318071113,0.0654587936789282,0.4861049201797189,0.2498392201633735,-0.0057020678809475,top_groups_alpha_grid
20,batter_env,2019,2022,2023,2024,platt,0.4980616077305448,17.88027572631836,0.2500084026071248,0.6931647039954364,0.5104081539739083,0.5000021978711888,0.0129127650420382,0.4861049201797189,0.2498392201633735,-0.0001691824437513,top_groups_alpha_grid
20,batter_env,2019,2022,2023,2024,platt_plus_trend_w075,0.4980616077305448,17.88027572631836,0.2499325477414274,0.693012272350725,0.5104081539739083,0.4985467552657058,0.0032281912605095,0.4861049201797189,0.2498392201633735,-9.33275780538867e-05,top_groups_alpha_grid
20,pitcher_batter_hand,2019,2022,2023,2024,raw,0.4980616077305448,17.488237619400024,0.2555360588881352,0.7049940115021055,0.5112309444089128,0.5341437424989922,0.0654897159541687,0.4861049201797189,0.2498392201633735,-0.0056968387247616,top_groups_alpha_grid
20,pitcher_batter_hand,2019,2022,2023,2024,platt,0.4980616077305448,17.488237619400024,0.2500063793332495,0.6931606882663479,0.5112309444089128,0.5000861656565778,0.0127815850854063,0.4861049201797189,0.2498392201633735,-0.0001671591698759,top_groups_alpha_grid
20,pitcher_batter_hand,2019,2022,2023,2024,platt_plus_trend_w075,0.4980616077305448,17.488237619400024,0.2499326114802773,0.6930124005874548,0.5112309444089128,0.4985677472120531,0.0031953962713515,0.4861049201797189,0.2498392201633735,-9.339131690377922e-05,top_groups_alpha_grid
50,batter_env,2019,2020,2021,2022,raw,0.5114727049981269,9.13593053817749,0.2489139652088408,0.6909973779965921,0.5341982472016503,0.5448646079049704,0.0559815096216784,0.5289204435249241,0.2488975149153299,-1.6450293510938963e-05,top_groups_alpha_grid
50,batter_env,2019,2020,2021,2022,platt,0.5114727049981269,9.13593053817749,0.2481456795441072,0.6894198572227396,0.5341982472016503,0.5354323931927175,0.0313664403995683,0.5289204435249241,0.2488975149153299,0.0007518353712226,top_groups_alpha_grid
50,batter_env,2019,2020,2021,2022,platt_plus_trend_w075,0.5114727049981269,9.13593053817749,0.2488453334852198,0.6908358226236309,0.5341982472016503,0.5174626270467746,0.007841610099892,0.5289204435249241,0.2488975149153299,5.2181430110070925e-05,top_groups_alpha_grid
50,pitcher_batter_hand,2019,2020,2021,2022,raw,0.5114727049981269,9.360895872116089,0.2492608237166458,0.6917088264683847,0.5299906099752081,0.5427143705777402,0.0570945295893087,0.5289204435249241,0.2488975149153299,-0.0003633088013158,top_groups_alpha_grid
50,pitcher_batter_hand,2019,2020,2021,2022,platt,0.5114727049981269,9.360895872116089,0.2483385887918948,0.6898100411452224,0.5299906099752081,0.535481262155681,0.0290737336243127,0.5289204435249241,0.2488975149153299,0.0005589261234351,top_groups_alpha_grid
50,pitcher_batter_hand,2019,2020,2021,2022,platt_plus_trend_w075,0.5114727049981269,9.360895872116089,0.2489191034418061,0.6909836307588995,0.5299906099752081,0.5174748442875154,0.0072684334060781,0.5289204435249241,0.2488975149153299,-2.1588526476240544e-05,top_groups_alpha_grid
50,batter_env,2019,2021,2022,2023,raw,0.5129662444084708,12.991398096084597,0.2539646186911304,0.7015536522053876,0.5151425899166262,0.5413071980075094,0.0616214624805932,0.4999572344975053,0.2501588034603313,-0.003805815230799,top_groups_alpha_grid
50,batter_env,2019,2021,2022,2023,platt,0.5129662444084708,12.991398096084597,0.2526104502381557,0.6986254495318419,0.5151425899166262,0.5309656526442127,0.0549041593900652,0.4999572344975053,0.2501588034603313,-0.0024516467778244,top_groups_alpha_grid
50,batter_env,2019,2021,2022,2023,platt_plus_trend_w075,0.5129662444084708,12.991398096084597,0.2501535784266767,0.6934563079588812,0.5151425899166262,0.5174660964674063,0.0137260398475163,0.4999572344975053,0.2501588034603313,5.225033654576716e-06,top_groups_alpha_grid
50,pitcher_batter_hand,2019,2021,2022,2023,raw,0.5129662444084708,13.195027589797974,0.2542793106729849,0.7022179462610268,0.5140446135827221,0.5433658434721313,0.0617501330286693,0.4999572344975053,0.2501588034603313,-0.0041205072126536,top_groups_alpha_grid
50,pitcher_batter_hand,2019,2021,2022,2023,platt,0.5129662444084708,13.195027589797974,0.2528394073882885,0.6991049966376349,0.5140446135827221,0.5320223773389107,0.0554546111933452,0.4999572344975053,0.2501588034603313,-0.0026806039279571,top_groups_alpha_grid
50,pitcher_batter_hand,2019,2021,2022,2023,platt_plus_trend_w075,0.5129662444084708,13.195027589797974,0.250192085584891,0.6935336297200769,0.5140446135827221,0.5177302776410808,0.0138636527983363,0.4999572344975053,0.2501588034603313,-3.328212455966373e-05,top_groups_alpha_grid
50,batter_env,2019,2022,2023,2024,raw,0.4980616077305448,17.734281539916992,0.2553823418070635,0.7046513458596476,0.5113773564798245,0.5337605025388202,0.0648498649481801,0.4861049201797189,0.2498392201633735,-0.0055431216436899,top_groups_alpha_grid
50,batter_env,2019,2022,2023,2024,platt,0.4980616077305448,17.734281539916992,0.2499957655878009,0.6931394223168198,0.5113773564798245,0.5000230135420353,0.0127643509057482,0.4861049201797189,0.2498392201633735,-0.0001565454244273,top_groups_alpha_grid
50,batter_env,2019,2022,2023,2024,platt_plus_trend_w075,0.4980616077305448,17.734281539916992,0.2499300877911568,0.6930073527181444,0.5113773564798245,0.4985519591834175,0.003191087726437,0.4861049201797189,0.2498392201633735,-9.08676277833198e-05,top_groups_alpha_grid
50,pitcher_batter_hand,2019,2022,2023,2024,raw,0.4980616077305448,17.522784948349,0.2558365535203292,0.7055974327073464,0.5105687235388302,0.5365050377566114,0.0659640975422649,0.4861049201797189,0.2498392201633735,-0.0059973333569557,top_groups_alpha_grid
50,pitcher_batter_hand,2019,2022,2023,2024,platt,0.4980616077305448,17.522784948349,0.2500143631174463,0.6931765989284759,0.5105687235388302,0.5002855140378436,0.0128129161115644,0.4861049201797189,0.2498392201633735,-0.0001751429540728,top_groups_alpha_grid
50,pitcher_batter_hand,2019,2022,2023,2024,platt_plus_trend_w075,0.4980616077305448,17.522784948349,0.2499342982713663,0.6930157734546415,0.5105687235388302,0.4986175843073695,0.0032032290278911,0.4861049201797189,0.2498392201633735,-9.507810799283534e-05,top_groups_alpha_grid
100,batter_env,2019,2020,2021,2022,raw,0.5114727049981269,9.263319969177246,0.2488479173416132,0.6908578744681937,0.5355273020572741,0.5464761216531793,0.0563556950905758,0.5289204435249241,0.2488975149153299,4.95975737166976e-05,top_groups_alpha_grid
100,batter_env,2019,2020,2021,2022,platt,0.5114727049981269,9.263319969177246,0.2480765547875766,0.6892787803027226,0.5355273020572741,0.5360055190143982,0.0311297910465623,0.5289204435249241,0.2488975149153299,0.0008209601277533,top_groups_alpha_grid
100,batter_env,2019,2020,2021,2022,platt_plus_trend_w075,0.5114727049981269,9.263319969177246,0.248825614306255,0.6907962751500873,0.5355273020572741,0.5176059085021947,0.0077824477616405,0.5289204435249241,0.2488975149153299,7.190060907483198e-05,top_groups_alpha_grid
100,pitcher_batter_hand,2019,2020,2021,2022,raw,0.5114727049981269,9.436646223068236,0.2488052827390202,0.6907730070655371,0.5357587182187566,0.5452766900711155,0.056418137792864,0.5289204435249241,0.2488975149153299,9.22321763096312e-05,top_groups_alpha_grid
100,pitcher_batter_hand,2019,2020,2021,2022,platt,0.5114727049981269,9.436646223068236,0.2480683525329585,0.6892631248233186,0.5357587182187566,0.5356234630028637,0.031337529610274,0.5289204435249241,0.2488975149153299,0.0008291623823713,top_groups_alpha_grid
100,pitcher_batter_hand,2019,2020,2021,2022,platt_plus_trend_w075,0.5114727049981269,9.436646223068236,0.2488246180513283,0.6907943177047372,0.5357587182187566,0.5175103944993111,0.0078343824025685,0.5289204435249241,0.2488975149153299,7.289686400152595e-05,top_groups_alpha_grid
100,batter_env,2019,2021,2022,2023,raw,0.5129662444084708,13.179232597351074,0.2539253028857644,0.7014769292585455,0.515601250862159,0.5416134700494383,0.061436857203257,0.4999572344975053,0.2501588034603313,-0.0037664994254331,top_groups_alpha_grid
100,batter_env,2019,2021,2022,2023,platt,0.5129662444084708,13.179232597351074,0.2526206930768515,0.6986550436043778,0.515601250862159,0.5313731316463844,0.0552242793119259,0.4999572344975053,0.2501588034603313,-0.0024618896165201,top_groups_alpha_grid
100,batter_env,2019,2021,2022,2023,platt_plus_trend_w075,0.5129662444084708,13.179232597351074,0.2501467474285736,0.6934426014055965,0.515601250862159,0.5175679662179492,0.0138060698279814,0.4999572344975053,0.2501588034603313,1.20560317576901e-05,top_groups_alpha_grid
100,pitcher_batter_hand,2019,2021,2022,2023,raw,0.5129662444084708,13.875736474990845,0.2540353580781347,0.7017041659677962,0.5143927172153413,0.541378291045805,0.0612122351312167,0.4999572344975053,0.2501588034603313,-0.0038765546178034,top_groups_alpha_grid
100,pitcher_batter_hand,2019,2021,2022,2023,platt,0.5129662444084708,13.875736474990845,0.2527719862536744,0.6989699790388131,0.5143927172153413,0.5314427085595816,0.0553402159929071,0.4999572344975053,0.2501588034603313,-0.0026131827933431,top_groups_alpha_grid
100,pitcher_batter_hand,2019,2021,2022,2023,platt_plus_trend_w075,0.5129662444084708,13.875736474990845,0.2501816860895872,0.6935127667406257,0.5143927172153413,0.5175853604462486,0.0138350539982267,0.4999572344975053,0.2501588034603313,-2.288262925587148e-05,top_groups_alpha_grid
100,batter_env,2019,2022,2023,2024,raw,0.4980616077305448,17.472644567489624,0.2555966254950224,0.7050929845216335,0.5110713094684441,0.5351265998341684,0.0653503585673248,0.4861049201797189,0.2498392201633735,-0.0057574053316489,top_groups_alpha_grid
100,batter_env,2019,2022,2023,2024,platt,0.4980616077305448,17.472644567489624,0.2500060951416828,0.693160101736298,0.5110713094684441,0.5001467930220491,0.0129311333566202,0.4861049201797189,0.2498392201633735,-0.0001668749783093,top_groups_alpha_grid
100,batter_env,2019,2022,2023,2024,platt_plus_trend_w075,0.4980616077305448,17.472644567489624,0.2499317727219803,0.6930107223730464,0.5110713094684441,0.4985829040534209,0.003232783339155,0.4861049201797189,0.2498392201633735,-9.255255860679544e-05,top_groups_alpha_grid
100,pitcher_batter_hand,2019,2022,2023,2024,raw,0.4980616077305448,17.706372022628784,0.2554706965034612,0.7048588000498491,0.5113079564796916,0.5342154296491942,0.0648600276177029,0.4861049201797189,0.2498392201633735,-0.0056314763400877,top_groups_alpha_grid
100,pitcher_batter_hand,2019,2022,2023,2024,platt,0.4980616077305448,17.706372022628784,0.2500102977575767,0.6931686145668837,0.5113079564796916,0.500118568924433,0.0129601491973797,0.4861049201797189,0.2498392201633735,-0.0001710775942032,top_groups_alpha_grid
100,pitcher_batter_hand,2019,2022,2023,2024,platt_plus_trend_w075,0.4980616077305448,17.706372022628784,0.249932704435519,0.6930125870320262,0.5113079564796916,0.4985758480290169,0.0032400372993449,0.4861049201797189,0.2498392201633735,-9.348427214556088e-05,top_groups_alpha_grid
300,batter_env,2019,2020,2021,2022,raw,0.5114727049981269,9.115816831588743,0.2491814678120783,0.6915462106231413,0.5322004924504822,0.5449794301834315,0.0568925806662036,0.5289204435249241,0.2488975149153299,-0.0002839528967484,top_groups_alpha_grid
300,batter_env,2019,2020,2021,2022,platt,0.5114727049981269,9.115816831588743,0.2482739011923889,0.6896786690547366,0.5322004924504822,0.5359948234530802,0.030851482158333,0.5289204435249241,0.2488975149153299,0.0006236137229409,top_groups_alpha_grid
300,batter_env,2019,2020,2021,2022,platt_plus_trend_w075,0.5114727049981269,9.115816831588743,0.2488782836466972,0.6909018113055373,0.5322004924504822,0.5176032346118652,0.0077128705395832,0.5289204435249241,0.2488975149153299,1.92312686326801e-05,top_groups_alpha_grid
300,pitcher_batter_hand,2019,2020,2021,2022,raw,0.5114727049981269,9.453171491622925,0.2488242267404537,0.6908090874600344,0.5352435194654798,0.5446396255882555,0.0566964525103175,0.5289204435249241,0.2488975149153299,7.328817487617378e-05,top_groups_alpha_grid
300,pitcher_batter_hand,2019,2020,2021,2022,platt,0.5114727049981269,9.453171491622925,0.2480836133403799,0.68929258351597,0.5352435194654798,0.5357007820890476,0.0312947127843296,0.5289204435249241,0.2488975149153299,0.0008139015749499,top_groups_alpha_grid
300,pitcher_batter_hand,2019,2020,2021,2022,platt_plus_trend_w075,0.5114727049981269,9.453171491622925,0.2488282347106526,0.6908015074726753,0.5352435194654798,0.5175297242708571,0.0078236781960824,0.5289204435249241,0.2488975149153299,6.928020467728002e-05,top_groups_alpha_grid
300,batter_env,2019,2021,2022,2023,raw,0.5129662444084708,13.17648458480835,0.254006258380486,0.7016423132281174,0.5142564694059648,0.5409435684624317,0.0613305015758791,0.4999572344975053,0.2501588034603313,-0.0038474549201547,top_groups_alpha_grid
300,batter_env,2019,2021,2022,2023,platt,0.5129662444084708,13.17648458480835,0.2527403286180462,0.6989022213444572,0.5142564694059648,0.5310552897232054,0.055312369664726,0.4999572344975053,0.2501588034603313,-0.0025815251577148,top_groups_alpha_grid
300,batter_env,2019,2021,2022,2023,platt_plus_trend_w075,0.5129662444084708,13.17648458480835,0.250177005574807,0.69350330465575,0.5142564694059648,0.5174885057371544,0.0138280924161815,0.4999572344975053,0.2501588034603313,-1.820211447567388e-05,top_groups_alpha_grid
300,pitcher_batter_hand,2019,2021,2022,2023,raw,0.5129662444084708,13.504055261611938,0.2539685530702729,0.7015466870213259,0.5144049551897417,0.5416416838209014,0.0604329552675343,0.4999572344975053,0.2501588034603313,-0.0038097496099416,top_groups_alpha_grid
300,pitcher_batter_hand,2019,2021,2022,2023,platt,0.5129662444084708,13.504055261611938,0.2526788913945301,0.6987653158815239,0.5144049551897417,0.5312071904900728,0.0545649918779219,0.4999572344975053,0.2501588034603313,-0.0025200879341988,top_groups_alpha_grid
300,pitcher_batter_hand,2019,2021,2022,2023,platt_plus_trend_w075,0.5129662444084708,13.504055261611938,0.2501760090212536,0.6935012606356826,0.5144049551897417,0.5175264809288713,0.0136412479694804,0.4999572344975053,0.2501588034603313,-1.720556092227321e-05,top_groups_alpha_grid
300,batter_env,2019,2022,2023,2024,raw,0.4980616077305448,17.360964059829712,0.2553112831525848,0.7044902987425607,0.5111215129942758,0.5330203983981927,0.0647381397701284,0.4861049201797189,0.2498392201633735,-0.0054720629892112,top_groups_alpha_grid
300,batter_env,2019,2022,2023,2024,platt,0.4980616077305448,17.360964059829712,0.2500030494624812,0.6931540982252985,0.5111215129942758,0.499941658785708,0.0133459480759721,0.4861049201797189,0.2498392201633735,-0.0001638292991077,top_groups_alpha_grid
300,batter_env,2019,2022,2023,2024,platt_plus_trend_w075,0.4980616077305448,17.360964059829712,0.2499291200432243,0.6930054170613786,0.5111215129942758,0.4985316204943356,0.003336487018993,0.4861049201797189,0.2498392201633735,-8.989987985077996e-05,top_groups_alpha_grid
300,pitcher_batter_hand,2019,2022,2023,2024,raw,0.4980616077305448,17.621084451675415,0.2555033904444148,0.7049033053645295,0.5114487494048847,0.5351560874748401,0.0646074585711532,0.4861049201797189,0.2498392201633735,-0.0056641702810413,top_groups_alpha_grid
300,pitcher_batter_hand,2019,2022,2023,2024,platt,0.4980616077305448,17.621084451675415,0.250006373221742,0.6931607419640153,0.5114487494048847,0.5001336716058667,0.0131036240188521,0.4861049201797189,0.2498392201633735,-0.0001671530583685,top_groups_alpha_grid
300,pitcher_batter_hand,2019,2022,2023,2024,platt_plus_trend_w075,0.4980616077305448,17.621084451675415,0.2499310104538305,0.6930091984675384,0.5114487494048847,0.4985796236993753,0.003275906004713,0.4861049201797189,0.2498392201633735,-9.17902904570278e-05,top_groups_alpha_grid
1000,batter_env,2019,2020,2021,2022,raw,0.5114727049981269,9.132886171340942,0.2490056669855196,0.6911853261539451,0.5339133086319771,0.5454678116210735,0.0566343623283,0.5289204435249241,0.2488975149153299,-0.0001081520701897,top_groups_alpha_grid
1000,batter_env,2019,2020,2021,2022,platt,0.5114727049981269,9.132886171340942,0.2481789830129623,0.6894872096757909,0.5339133086319771,0.5361469553292734,0.0308588287182748,0.5289204435249241,0.2488975149153299,0.0007185319023675,top_groups_alpha_grid
1000,batter_env,2019,2020,2021,2022,platt_plus_trend_w075,0.5114727049981269,9.132886171340942,0.2488530657841437,0.6908513224397209,0.5339133086319771,0.5176412675809136,0.0077147071795687,0.5289204435249241,0.2488975149153299,4.4449131186175e-05,top_groups_alpha_grid
1000,pitcher_batter_hand,2019,2020,2021,2022,raw,0.5114727049981269,9.881473064422607,0.2492439369783954,0.6916747670235802,0.5320753601961062,0.5473260442571382,0.0570715618886154,0.5289204435249241,0.2488975149153299,-0.0003464220630655,top_groups_alpha_grid
1000,pitcher_batter_hand,2019,2020,2021,2022,platt,0.5114727049981269,9.881473064422607,0.2482643464136278,0.6896603956931785,0.5320753601961062,0.5363184012112798,0.0298227923241155,0.5289204435249241,0.2488975149153299,0.000633168501702,top_groups_alpha_grid
1000,pitcher_batter_hand,2019,2020,2021,2022,platt_plus_trend_w075,0.5114727049981269,9.881473064422607,0.2488846025799871,0.6909145480731506,0.5320753601961062,0.5176841290514151,0.0074556980810288,0.5289204435249241,0.2488975149153299,1.291233534272962e-05,top_groups_alpha_grid
1000,batter_env,2019,2021,2022,2023,raw,0.5129662444084708,13.934184551239014,0.2540737269904193,0.7017788454515633,0.5146634323512814,0.5426262910385692,0.0610951195439274,0.4999572344975053,0.2501588034603313,-0.0039149235300879,top_groups_alpha_grid
1000,batter_env,2019,2021,2022,2023,platt,0.5129662444084708,13.934184551239014,0.2526905365368254,0.6987929819570168,0.5146634323512814,0.5315063104772684,0.0549185793164828,0.4999572344975053,0.2501588034603313,-0.0025317330764941,top_groups_alpha_grid
1000,batter_env,2019,2021,2022,2023,platt_plus_trend_w075,0.5129662444084708,13.934184551239014,0.2501695989409424,0.693488478752008,0.5146634323512814,0.5176012609256702,0.0137296448291207,0.4999572344975053,0.2501588034603313,-1.079548061105884e-05,top_groups_alpha_grid
1000,pitcher_batter_hand,2019,2021,2022,2023,raw,0.5129662444084708,14.29930543899536,0.2541490358253488,0.7019382482266262,0.5140680105787122,0.5421586094230858,0.0614756290043575,0.4999572344975053,0.2501588034603313,-0.0039902323650175,top_groups_alpha_grid
1000,pitcher_batter_hand,2019,2021,2022,2023,platt,0.5129662444084708,14.29930543899536,0.2527438317320357,0.6989008165710154,0.5140680105787122,0.5312997245590769,0.0548876836561154,0.4999572344975053,0.2501588034603313,-0.0025850282717043,top_groups_alpha_grid
1000,pitcher_batter_hand,2019,2021,2022,2023,platt_plus_trend_w075,0.5129662444084708,14.29930543899536,0.2501849871320717,0.6935192716079284,0.5140680105787122,0.5175496144461224,0.0137219209140288,0.4999572344975053,0.2501588034603313,-2.6183671740453995e-05,top_groups_alpha_grid
1000,batter_env,2019,2022,2023,2024,raw,0.4980616077305448,17.555283546447754,0.2553524346794641,0.7045850423452026,0.5109085801670192,0.5333944131101657,0.0644995025986709,0.4861049201797189,0.2498392201633735,-0.0055132145160906,top_groups_alpha_grid
1000,batter_env,2019,2022,2023,2024,platt,0.4980616077305448,17.555283546447754,0.250010958536328,0.6931699379089464,0.5109085801670192,0.5000438413643504,0.0131821009811974,0.4861049201797189,0.2498392201633735,-0.0001717383729545,top_groups_alpha_grid
1000,batter_env,2019,2022,2023,2024,platt_plus_trend_w075,0.4980616077305448,17.555283546447754,0.2499318382902283,0.6930108541092656,0.5109085801670192,0.4985571661389962,0.0032955252452993,0.4861049201797189,0.2498392201633735,-9.26181268547932e-05,top_groups_alpha_grid
1000,pitcher_batter_hand,2019,2022,2023,2024,raw,0.4980616077305448,17.838316440582275,0.2554240831618282,0.7047778032219051,0.5113269996281178,0.532404191133574,0.0657854811919701,0.4861049201797189,0.2498392201633735,-0.0055848629984546,top_groups_alpha_grid
1000,pitcher_batter_hand,2019,2022,2023,2024,platt,0.4980616077305448,17.838316440582275,0.2500079945310832,0.6931639704504239,0.5113269996281178,0.4999666698791591,0.0128884834588856,0.4861049201797189,0.2498392201633735,-0.0001687743677097,top_groups_alpha_grid
1000,pitcher_batter_hand,2019,2022,2023,2024,platt_plus_trend_w075,0.4980616077305448,17.838316440582275,0.2499325888080666,0.6930123555261493,0.5113269996281178,0.4985378732676984,0.0032221208647214,0.4861049201797189,0.2498392201633735,-9.33686446931148e-05,top_groups_alpha_grid
