feature,importance,alpha,feature_set,valid_year,experiment
run_top_before,0.073720865591239,20,pitcher_batter_hand,2022,ablation_alpha20
run_bot_before,0.0261051784327526,20,pitcher_batter_hand,2022,ablation_alpha20
run_total_before,0.2328202242051075,20,pitcher_batter_hand,2022,ablation_alpha20
score_diff_home,0.156909361774559,20,pitcher_batter_hand,2022,ablation_alpha20
score_diff_pitcher_team,0.1187048684054137,20,pitcher_batter_hand,2022,ablation_alpha20
runner_on_1b,0.0,20,pitcher_batter_hand,2022,ablation_alpha20
runner_on_2b,0.0,20,pitcher_batter_hand,2022,ablation_alpha20
runner_on_3b,0.8429107414054653,20,pitcher_batter_hand,2022,ablation_alpha20
num_runners_on,0.1285831564073976,20,pitcher_batter_hand,2022,ablation_alpha20
home_win_expectancy,0.1135008901943592,20,pitcher_batter_hand,2022,ablation_alpha20
away_win_expectancy,0.1114923260107193,20,pitcher_batter_hand,2022,ablation_alpha20
li,0.2889333634056841,20,pitcher_batter_hand,2022,ablation_alpha20
pitcher_hand,0.0,20,pitcher_batter_hand,2022,ablation_alpha20
batter_hand,0.0450050397121029,20,pitcher_batter_hand,2022,ablation_alpha20
pitcher_team_id,0.0768078750617627,20,pitcher_batter_hand,2022,ablation_alpha20
batter_team_id,0.0428958800157547,20,pitcher_batter_hand,2022,ablation_alpha20
asof_pitcher_n,0.8331224048183654,20,pitcher_batter_hand,2022,ablation_alpha20
asof_pitcher_success_rate,0.6450441900418468,20,pitcher_batter_hand,2022,ablation_alpha20
asof_pitcher_reverse_rate,0.5478329651582186,20,pitcher_batter_hand,2022,ablation_alpha20
asof_pitcher_middle_rate,0.3917701556799993,20,pitcher_batter_hand,2022,ablation_alpha20
asof_pitcher_ball_rate,0.1964292506610526,20,pitcher_batter_hand,2022,ablation_alpha20
asof_pitcher_strike_rate,0.2994829895698992,20,pitcher_batter_hand,2022,ablation_alpha20
asof_pitcher_prev1_game_success_rate,0.2741245164440926,20,pitcher_batter_hand,2022,ablation_alpha20
asof_pitcher_prev3_game_success_rate,0.1653327582250104,20,pitcher_batter_hand,2022,ablation_alpha20
asof_pitcher_prev5_game_success_rate,0.3008777255786792,20,pitcher_batter_hand,2022,ablation_alpha20
asof_pitcher_prev1_game_middle_rate,0.1308654539223066,20,pitcher_batter_hand,2022,ablation_alpha20
asof_pitcher_prev3_game_middle_rate,0.1536770206846835,20,pitcher_batter_hand,2022,ablation_alpha20
asof_pitcher_prev5_game_middle_rate,0.1969620892197078,20,pitcher_batter_hand,2022,ablation_alpha20
asof_batter_n,0.2497145101083071,20,pitcher_batter_hand,2022,ablation_alpha20
asof_batter_success_rate,0.4362472136038204,20,pitcher_batter_hand,2022,ablation_alpha20
asof_batter_middle_rate,0.0708306096342791,20,pitcher_batter_hand,2022,ablation_alpha20
asof_pitcher_pitchmix_n,0.8711646550569413,20,pitcher_batter_hand,2022,ablation_alpha20
asof_pitcher_fastball_rate,0.1407369119997706,20,pitcher_batter_hand,2022,ablation_alpha20
asof_pitcher_breaking_rate,0.0,20,pitcher_batter_hand,2022,ablation_alpha20
asof_pitcher_offspeed_rate,0.0366151802134377,20,pitcher_batter_hand,2022,ablation_alpha20
hs_pitcher_batter_hand_logit_rel,0.1277293773246512,20,pitcher_batter_hand,2022,ablation_alpha20
hs_pitcher_batter_hand_n,0.4888781982274456,20,pitcher_batter_hand,2022,ablation_alpha20
hs_pitcher_batter_hand_rate,0.2170695486032828,20,pitcher_batter_hand,2022,ablation_alpha20
hs_pitcher_batter_hand_rel,0.1332587246374319,20,pitcher_batter_hand,2022,ablation_alpha20
hs_pitcher_logit_rel,0.8279122674676368,20,pitcher_batter_hand,2022,ablation_alpha20
hs_pitcher_n,0.551464392951957,20,pitcher_batter_hand,2022,ablation_alpha20
hs_pitcher_rate,0.4197964829933279,20,pitcher_batter_hand,2022,ablation_alpha20
hs_pitcher_rel,0.3726862486481084,20,pitcher_batter_hand,2022,ablation_alpha20
top_bottom_code,0.0,20,pitcher_batter_hand,2022,ablation_alpha20
game_type_code,1.8596811290011723,20,pitcher_batter_hand,2022,ablation_alpha20
base_state_code,0.7734214943932324,20,pitcher_batter_hand,2022,ablation_alpha20
pitcher_id_code,0.7166522378430261,20,pitcher_batter_hand,2022,ablation_alpha20
batter_id_code,0.1612899452409724,20,pitcher_batter_hand,2022,ablation_alpha20
count_index,0.3610764039938024,20,pitcher_batter_hand,2022,ablation_alpha20
two_strike,0.0,20,pitcher_batter_hand,2022,ablation_alpha20
three_ball,0.2269070743270833,20,pitcher_batter_hand,2022,ablation_alpha20
full_count,0.0,20,pitcher_batter_hand,2022,ablation_alpha20
pitcher_count,0.0,20,pitcher_batter_hand,2022,ablation_alpha20
hitter_count,0.1081695069341663,20,pitcher_batter_hand,2022,ablation_alpha20
even_count,0.0,20,pitcher_batter_hand,2022,ablation_alpha20
runner_on,0.0964447582645924,20,pitcher_batter_hand,2022,ablation_alpha20
scoring_position,1.1042973157711644,20,pitcher_batter_hand,2022,ablation_alpha20
abs_score_diff_pitcher_team,0.2546923804388383,20,pitcher_batter_hand,2022,ablation_alpha20
pitcher_team_leading,0.0335824743910373,20,pitcher_batter_hand,2022,ablation_alpha20
pitcher_team_trailing,0.0351190616565029,20,pitcher_batter_hand,2022,ablation_alpha20
late_inning,0.0323704525727315,20,pitcher_batter_hand,2022,ablation_alpha20
te_pitcher_id,3.603609462209867,20,pitcher_batter_hand,2022,ablation_alpha20
te_pitcher_id_delta,4.351512625843529,20,pitcher_batter_hand,2022,ablation_alpha20
te_batter_id,0.7497114516815229,20,pitcher_batter_hand,2022,ablation_alpha20
te_batter_id_delta,0.4015781003296353,20,pitcher_batter_hand,2022,ablation_alpha20
te_pitcher_team_id,0.4196560190146396,20,pitcher_batter_hand,2022,ablation_alpha20
te_pitcher_team_id_delta,0.254464677465185,20,pitcher_batter_hand,2022,ablation_alpha20
te_batter_team_id,0.6508270676595984,20,pitcher_batter_hand,2022,ablation_alpha20
te_batter_team_id_delta,2.7777373672060106,20,pitcher_batter_hand,2022,ablation_alpha20
te_game_type,1.3234407869526152,20,pitcher_batter_hand,2022,ablation_alpha20
te_game_type_delta,1.054403130714793,20,pitcher_batter_hand,2022,ablation_alpha20
te_season,0.5093696709368154,20,pitcher_batter_hand,2022,ablation_alpha20
te_season_delta,0.8871566145109229,20,pitcher_batter_hand,2022,ablation_alpha20
te_pitcher_id__balls_before__strikes_before,10.69490603490194,20,pitcher_batter_hand,2022,ablation_alpha20
te_pitcher_id__balls_before__strikes_before_delta,12.709279485341568,20,pitcher_batter_hand,2022,ablation_alpha20
te_pitcher_id__batter_hand,1.807725757733825,20,pitcher_batter_hand,2022,ablation_alpha20
te_pitcher_id__batter_hand_delta,1.7585341254079627,20,pitcher_batter_hand,2022,ablation_alpha20
te_pitcher_id__base_state,7.100412493626978,20,pitcher_batter_hand,2022,ablation_alpha20
te_pitcher_id__base_state_delta,5.219599604771869,20,pitcher_batter_hand,2022,ablation_alpha20
te_pitcher_id__game_type,4.014171840278558,20,pitcher_batter_hand,2022,ablation_alpha20
te_pitcher_id__game_type_delta,4.917235061982948,20,pitcher_batter_hand,2022,ablation_alpha20
te_batter_id__pitcher_hand,4.6997737385430485,20,pitcher_batter_hand,2022,ablation_alpha20
te_batter_id__pitcher_hand_delta,4.63787490537217,20,pitcher_batter_hand,2022,ablation_alpha20
te_balls_before__strikes_before,0.2804487494240142,20,pitcher_batter_hand,2022,ablation_alpha20
te_balls_before__strikes_before_delta,0.2161050744922556,20,pitcher_batter_hand,2022,ablation_alpha20
te_balls_before__strikes_before__game_type,1.4795942620511813,20,pitcher_batter_hand,2022,ablation_alpha20
te_balls_before__strikes_before__game_type_delta,0.6488963498540777,20,pitcher_batter_hand,2022,ablation_alpha20
te_pitcher_hand__batter_hand,0.0983222424396721,20,pitcher_batter_hand,2022,ablation_alpha20
te_pitcher_hand__batter_hand_delta,0.0660733454037989,20,pitcher_batter_hand,2022,ablation_alpha20
te_base_state__outs_before,0.215488865339718,20,pitcher_batter_hand,2022,ablation_alpha20
te_base_state__outs_before_delta,0.3608127623580297,20,pitcher_batter_hand,2022,ablation_alpha20
asof_pitcher_success_minus_global,0.5979822156445384,20,pitcher_batter_hand,2022,ablation_alpha20
asof_batter_success_minus_global,0.332357239497297,20,pitcher_batter_hand,2022,ablation_alpha20
pitcher_success_x_two_strike,0.218250220066266,20,pitcher_batter_hand,2022,ablation_alpha20
pitcher_success_x_runner_on,0.1581941044201415,20,pitcher_batter_hand,2022,ablation_alpha20
pitcher_fastball_x_hitter_count,0.3058788820626164,20,pitcher_batter_hand,2022,ablation_alpha20
season,1.223036061049574,20,batter_env,2022,ablation_alpha20
game_month,1.080108167678984,20,batter_env,2022,ablation_alpha20
game_dayofweek,0.0662791812950183,20,batter_env,2022,ablation_alpha20
inning,0.2083814990891574,20,batter_env,2022,ablation_alpha20
balls_before,0.5750767446499795,20,batter_env,2022,ablation_alpha20
strikes_before,0.0510011126237943,20,batter_env,2022,ablation_alpha20
outs_before,0.1052832615399485,20,batter_env,2022,ablation_alpha20
run_top_before,0.0430880910719845,20,batter_env,2022,ablation_alpha20
run_bot_before,0.0,20,batter_env,2022,ablation_alpha20
run_total_before,0.2892497863880292,20,batter_env,2022,ablation_alpha20
score_diff_home,0.1854934324620099,20,batter_env,2022,ablation_alpha20
score_diff_pitcher_team,0.104978289348308,20,batter_env,2022,ablation_alpha20
runner_on_1b,0.0,20,batter_env,2022,ablation_alpha20
runner_on_2b,0.0,20,batter_env,2022,ablation_alpha20
runner_on_3b,0.9305543974533,20,batter_env,2022,ablation_alpha20
num_runners_on,0.2000544854509003,20,batter_env,2022,ablation_alpha20
home_win_expectancy,0.0493776185961494,20,batter_env,2022,ablation_alpha20
away_win_expectancy,0.1584318986048111,20,batter_env,2022,ablation_alpha20
li,0.1808208502499258,20,batter_env,2022,ablation_alpha20
pitcher_hand,0.0,20,batter_env,2022,ablation_alpha20
batter_hand,0.039396911690634,20,batter_env,2022,ablation_alpha20
pitcher_team_id,0.1027977229018728,20,batter_env,2022,ablation_alpha20
batter_team_id,0.1942948284376099,20,batter_env,2022,ablation_alpha20
asof_pitcher_n,0.8655645650532332,20,batter_env,2022,ablation_alpha20
asof_pitcher_success_rate,0.4095136393220223,20,batter_env,2022,ablation_alpha20
asof_pitcher_reverse_rate,0.6161989966890449,20,batter_env,2022,ablation_alpha20
asof_pitcher_middle_rate,0.4318114951829566,20,batter_env,2022,ablation_alpha20
asof_pitcher_ball_rate,0.1853936925919976,20,batter_env,2022,ablation_alpha20
asof_pitcher_strike_rate,0.1283220205663,20,batter_env,2022,ablation_alpha20
asof_pitcher_prev1_game_success_rate,0.2226705955263329,20,batter_env,2022,ablation_alpha20
asof_pitcher_prev3_game_success_rate,0.2168220654100682,20,batter_env,2022,ablation_alpha20
asof_pitcher_prev5_game_success_rate,0.1226340347731391,20,batter_env,2022,ablation_alpha20
asof_pitcher_prev1_game_middle_rate,0.073209149427104,20,batter_env,2022,ablation_alpha20
asof_pitcher_prev3_game_middle_rate,0.234674110714939,20,batter_env,2022,ablation_alpha20
asof_pitcher_prev5_game_middle_rate,0.2268721867396076,20,batter_env,2022,ablation_alpha20
asof_batter_n,0.2439813396722742,20,batter_env,2022,ablation_alpha20
asof_batter_success_rate,0.2960463860134871,20,batter_env,2022,ablation_alpha20
asof_batter_middle_rate,0.1650569656987091,20,batter_env,2022,ablation_alpha20
asof_pitcher_pitchmix_n,0.2549897871153724,20,batter_env,2022,ablation_alpha20
asof_pitcher_fastball_rate,0.1816811002469078,20,batter_env,2022,ablation_alpha20
asof_pitcher_breaking_rate,0.1116678299360962,20,batter_env,2022,ablation_alpha20
asof_pitcher_offspeed_rate,0.0757655739052993,20,batter_env,2022,ablation_alpha20
hs_batter_logit_rel,0.2129811755067187,20,batter_env,2022,ablation_alpha20
hs_batter_n,0.2412324941675865,20,batter_env,2022,ablation_alpha20
hs_batter_rate,0.1872188015916203,20,batter_env,2022,ablation_alpha20
hs_batter_rel,0.4139791184935335,20,batter_env,2022,ablation_alpha20
hs_pitcher_logit_rel,1.0028473206605426,20,batter_env,2022,ablation_alpha20
hs_pitcher_n,0.965059909319372,20,batter_env,2022,ablation_alpha20
hs_pitcher_rate,0.6480626140459451,20,batter_env,2022,ablation_alpha20
hs_pitcher_rel,0.6375852694216027,20,batter_env,2022,ablation_alpha20
top_bottom_code,0.0220283304198156,20,batter_env,2022,ablation_alpha20
game_type_code,1.611996388404531,20,batter_env,2022,ablation_alpha20
base_state_code,0.4790449878864991,20,batter_env,2022,ablation_alpha20
pitcher_id_code,0.7112294275670905,20,batter_env,2022,ablation_alpha20
batter_id_code,0.1779709091234047,20,batter_env,2022,ablation_alpha20
count_index,0.308824003797974,20,batter_env,2022,ablation_alpha20
two_strike,0.0,20,batter_env,2022,ablation_alpha20
three_ball,0.2304749382633458,20,batter_env,2022,ablation_alpha20
full_count,0.0,20,batter_env,2022,ablation_alpha20
pitcher_count,0.0,20,batter_env,2022,ablation_alpha20
hitter_count,0.0905829585927496,20,batter_env,2022,ablation_alpha20
even_count,0.0299280661171098,20,batter_env,2022,ablation_alpha20
runner_on,0.0,20,batter_env,2022,ablation_alpha20
scoring_position,1.1937550782729225,20,batter_env,2022,ablation_alpha20
abs_score_diff_pitcher_team,0.293194135785781,20,batter_env,2022,ablation_alpha20
pitcher_team_leading,0.0,20,batter_env,2022,ablation_alpha20
pitcher_team_trailing,0.0404017703836783,20,batter_env,2022,ablation_alpha20
late_inning,0.0219391157191616,20,batter_env,2022,ablation_alpha20
te_pitcher_id,4.075829131631541,20,batter_env,2022,ablation_alpha20
te_pitcher_id_delta,3.814962943669377,20,batter_env,2022,ablation_alpha20
te_batter_id,0.4654386583993717,20,batter_env,2022,ablation_alpha20
te_batter_id_delta,0.2998739122424712,20,batter_env,2022,ablation_alpha20
te_pitcher_team_id,0.4739166078885116,20,batter_env,2022,ablation_alpha20
te_pitcher_team_id_delta,0.2540867624615164,20,batter_env,2022,ablation_alpha20
te_batter_team_id,0.6952343363221538,20,batter_env,2022,ablation_alpha20
te_batter_team_id_delta,2.808691906305621,20,batter_env,2022,ablation_alpha20
te_game_type,1.1740758639298507,20,batter_env,2022,ablation_alpha20
te_game_type_delta,1.4206850813457943,20,batter_env,2022,ablation_alpha20
te_season,0.6100574863076309,20,batter_env,2022,ablation_alpha20
te_season_delta,1.136457742899886,20,batter_env,2022,ablation_alpha20
te_pitcher_id__balls_before__strikes_before,10.451593085438818,20,batter_env,2022,ablation_alpha20
te_pitcher_id__balls_before__strikes_before_delta,12.763188046871123,20,batter_env,2022,ablation_alpha20
te_pitcher_id__batter_hand,1.7996479777940346,20,batter_env,2022,ablation_alpha20
te_pitcher_id__batter_hand_delta,1.673017377551977,20,batter_env,2022,ablation_alpha20
te_pitcher_id__base_state,6.144953734892553,20,batter_env,2022,ablation_alpha20
te_pitcher_id__base_state_delta,6.0542915051734765,20,batter_env,2022,ablation_alpha20
te_pitcher_id__game_type,3.4418049849799286,20,batter_env,2022,ablation_alpha20
te_pitcher_id__game_type_delta,5.823611054093946,20,batter_env,2022,ablation_alpha20
te_batter_id__pitcher_hand,5.039399267559193,20,batter_env,2022,ablation_alpha20
te_batter_id__pitcher_hand_delta,4.645562715190065,20,batter_env,2022,ablation_alpha20
te_balls_before__strikes_before,0.2028730277672721,20,batter_env,2022,ablation_alpha20
te_balls_before__strikes_before_delta,0.2597527136754529,20,batter_env,2022,ablation_alpha20
te_balls_before__strikes_before__game_type,1.2960935314675424,20,batter_env,2022,ablation_alpha20
te_balls_before__strikes_before__game_type_delta,0.7935688767537533,20,batter_env,2022,ablation_alpha20
te_pitcher_hand__batter_hand,0.053108731077885,20,batter_env,2022,ablation_alpha20
te_pitcher_hand__batter_hand_delta,0.0871150074418367,20,batter_env,2022,ablation_alpha20
te_base_state__outs_before,0.2438398276478546,20,batter_env,2022,ablation_alpha20
te_base_state__outs_before_delta,0.3162516473284811,20,batter_env,2022,ablation_alpha20
asof_pitcher_success_minus_global,0.5270149673978627,20,batter_env,2022,ablation_alpha20
asof_batter_success_minus_global,0.2208855315984294,20,batter_env,2022,ablation_alpha20
pitcher_success_x_two_strike,0.1262187650422369,20,batter_env,2022,ablation_alpha20
pitcher_success_x_runner_on,0.0824906175853047,20,batter_env,2022,ablation_alpha20
pitcher_fastball_x_hitter_count,0.3534898835594434,20,batter_env,2022,ablation_alpha20
season,1.1399658535891852,20,combo_core,2022,ablation_alpha20
game_month,1.3268958354263092,20,combo_core,2022,ablation_alpha20
game_dayofweek,0.0184866964828428,20,combo_core,2022,ablation_alpha20
inning,0.0940169185169784,20,combo_core,2022,ablation_alpha20
balls_before,0.3186925461533547,20,combo_core,2022,ablation_alpha20
strikes_before,0.1804998883072739,20,combo_core,2022,ablation_alpha20
outs_before,0.0242251962317215,20,combo_core,2022,ablation_alpha20
run_top_before,0.0704391568502631,20,combo_core,2022,ablation_alpha20
run_bot_before,0.0169318843608761,20,combo_core,2022,ablation_alpha20
run_total_before,0.1548039958287416,20,combo_core,2022,ablation_alpha20
score_diff_home,0.1534859206603927,20,combo_core,2022,ablation_alpha20
score_diff_pitcher_team,0.0443354517623006,20,combo_core,2022,ablation_alpha20
runner_on_1b,0.0,20,combo_core,2022,ablation_alpha20
runner_on_2b,0.0492684293109559,20,combo_core,2022,ablation_alpha20
runner_on_3b,0.6473515485758632,20,combo_core,2022,ablation_alpha20
num_runners_on,0.1039588724411116,20,combo_core,2022,ablation_alpha20
home_win_expectancy,0.072708302461204,20,combo_core,2022,ablation_alpha20
away_win_expectancy,0.0839919768867297,20,combo_core,2022,ablation_alpha20
li,0.1474707894312946,20,combo_core,2022,ablation_alpha20
pitcher_hand,0.0,20,combo_core,2022,ablation_alpha20
batter_hand,0.0,20,combo_core,2022,ablation_alpha20
pitcher_team_id,0.0372398593633124,20,combo_core,2022,ablation_alpha20
batter_team_id,0.0828095536685661,20,combo_core,2022,ablation_alpha20
asof_pitcher_n,0.4381093236653245,20,combo_core,2022,ablation_alpha20
asof_pitcher_success_rate,0.0819891055989657,20,combo_core,2022,ablation_alpha20
asof_pitcher_reverse_rate,0.4305054619555746,20,combo_core,2022,ablation_alpha20
asof_pitcher_middle_rate,0.1783029746409459,20,combo_core,2022,ablation_alpha20
asof_pitcher_ball_rate,0.0824663785269506,20,combo_core,2022,ablation_alpha20
asof_pitcher_strike_rate,0.081099275060321,20,combo_core,2022,ablation_alpha20
asof_pitcher_prev1_game_success_rate,0.2056154960499612,20,combo_core,2022,ablation_alpha20
asof_pitcher_prev3_game_success_rate,0.055754454447083,20,combo_core,2022,ablation_alpha20
asof_pitcher_prev5_game_success_rate,0.0591544506843481,20,combo_core,2022,ablation_alpha20
asof_pitcher_prev1_game_middle_rate,0.062758218843406,20,combo_core,2022,ablation_alpha20
asof_pitcher_prev3_game_middle_rate,0.1009384387685571,20,combo_core,2022,ablation_alpha20
asof_pitcher_prev5_game_middle_rate,0.0305891167602139,20,combo_core,2022,ablation_alpha20
asof_batter_n,0.1561543873143603,20,combo_core,2022,ablation_alpha20
asof_batter_success_rate,0.421093175064804,20,combo_core,2022,ablation_alpha20
asof_batter_middle_rate,0.0226791651595508,20,combo_core,2022,ablation_alpha20
asof_pitcher_pitchmix_n,0.2001736750532816,20,combo_core,2022,ablation_alpha20
asof_pitcher_fastball_rate,0.0,20,combo_core,2022,ablation_alpha20
asof_pitcher_breaking_rate,0.0255033940343198,20,combo_core,2022,ablation_alpha20
asof_pitcher_offspeed_rate,0.0650553023673821,20,combo_core,2022,ablation_alpha20
hs_batter_logit_rel,0.0934940758224585,20,combo_core,2022,ablation_alpha20
hs_batter_n,0.0816767051836017,20,combo_core,2022,ablation_alpha20
hs_batter_rate,0.022843108490216,20,combo_core,2022,ablation_alpha20
hs_batter_rel,0.1738687891199836,20,combo_core,2022,ablation_alpha20
hs_pitcher_batter_hand_logit_rel,0.1170322919357126,20,combo_core,2022,ablation_alpha20
hs_pitcher_batter_hand_n,0.2506806414021835,20,combo_core,2022,ablation_alpha20
hs_pitcher_batter_hand_rate,0.3340795840842407,20,combo_core,2022,ablation_alpha20
hs_pitcher_batter_hand_rel,0.1174157836093504,20,combo_core,2022,ablation_alpha20
hs_pitcher_count_logit_rel,4.309049481405116,20,combo_core,2022,ablation_alpha20
hs_pitcher_count_n,1.145829511835703,20,combo_core,2022,ablation_alpha20
hs_pitcher_count_rate,4.459949215155191,20,combo_core,2022,ablation_alpha20
hs_pitcher_count_rel,4.022543899265087,20,combo_core,2022,ablation_alpha20
hs_pitcher_game_type_logit_rel,0.3534286085773205,20,combo_core,2022,ablation_alpha20
hs_pitcher_game_type_n,0.1585684397607453,20,combo_core,2022,ablation_alpha20
hs_pitcher_game_type_rate,0.1377257870367302,20,combo_core,2022,ablation_alpha20
hs_pitcher_game_type_rel,0.2329747886491152,20,combo_core,2022,ablation_alpha20
hs_pitcher_logit_rel,0.0,20,combo_core,2022,ablation_alpha20
hs_pitcher_n,0.3160880326795138,20,combo_core,2022,ablation_alpha20
hs_pitcher_rate,0.1198099640855526,20,combo_core,2022,ablation_alpha20
hs_pitcher_rel,0.1464398181768302,20,combo_core,2022,ablation_alpha20
top_bottom_code,0.0,20,combo_core,2022,ablation_alpha20
game_type_code,1.1657924628696317,20,combo_core,2022,ablation_alpha20
base_state_code,0.4654122250031165,20,combo_core,2022,ablation_alpha20
pitcher_id_code,0.1940279007296215,20,combo_core,2022,ablation_alpha20
batter_id_code,0.1030845083116142,20,combo_core,2022,ablation_alpha20
count_index,0.3562312650997381,20,combo_core,2022,ablation_alpha20
two_strike,0.0272806936768162,20,combo_core,2022,ablation_alpha20
three_ball,0.0459662841412055,20,combo_core,2022,ablation_alpha20
full_count,0.0,20,combo_core,2022,ablation_alpha20
pitcher_count,0.0349293583884699,20,combo_core,2022,ablation_alpha20
hitter_count,0.1273914882882198,20,combo_core,2022,ablation_alpha20
even_count,0.0,20,combo_core,2022,ablation_alpha20
runner_on,0.0354854974381159,20,combo_core,2022,ablation_alpha20
scoring_position,0.6784913734892475,20,combo_core,2022,ablation_alpha20
abs_score_diff_pitcher_team,0.0738213992650845,20,combo_core,2022,ablation_alpha20
pitcher_team_leading,0.0,20,combo_core,2022,ablation_alpha20
pitcher_team_trailing,0.0485851101334892,20,combo_core,2022,ablation_alpha20
late_inning,0.0,20,combo_core,2022,ablation_alpha20
te_pitcher_id,3.4301500298786607,20,combo_core,2022,ablation_alpha20
te_pitcher_id_delta,3.266292490599234,20,combo_core,2022,ablation_alpha20
te_batter_id,0.273476304037583,20,combo_core,2022,ablation_alpha20
te_batter_id_delta,0.2056852286409415,20,combo_core,2022,ablation_alpha20
te_pitcher_team_id,0.2158104933333541,20,combo_core,2022,ablation_alpha20
te_pitcher_team_id_delta,0.0961928261530505,20,combo_core,2022,ablation_alpha20
te_batter_team_id,1.2335397438232911,20,combo_core,2022,ablation_alpha20
te_batter_team_id_delta,1.1136427184787914,20,combo_core,2022,ablation_alpha20
te_game_type,1.3080020055229786,20,combo_core,2022,ablation_alpha20
te_game_type_delta,0.8501323640629106,20,combo_core,2022,ablation_alpha20
te_season,0.7771178942971022,20,combo_core,2022,ablation_alpha20
te_season_delta,1.8424112073738488,20,combo_core,2022,ablation_alpha20
te_pitcher_id__balls_before__strikes_before,14.085192402806678,20,combo_core,2022,ablation_alpha20
te_pitcher_id__balls_before__strikes_before_delta,14.501610239127894,20,combo_core,2022,ablation_alpha20
te_pitcher_id__batter_hand,0.9125903401891806,20,combo_core,2022,ablation_alpha20
te_pitcher_id__batter_hand_delta,0.9715562827751932,20,combo_core,2022,ablation_alpha20
te_pitcher_id__base_state,4.413788492646474,20,combo_core,2022,ablation_alpha20
te_pitcher_id__base_state_delta,4.964165767646985,20,combo_core,2022,ablation_alpha20
te_pitcher_id__game_type,2.995590445779276,20,combo_core,2022,ablation_alpha20
te_pitcher_id__game_type_delta,4.11943811870128,20,combo_core,2022,ablation_alpha20
te_batter_id__pitcher_hand,4.237570227833842,20,combo_core,2022,ablation_alpha20
te_batter_id__pitcher_hand_delta,3.697946647054649,20,combo_core,2022,ablation_alpha20
te_balls_before__strikes_before,0.1164493878212259,20,combo_core,2022,ablation_alpha20
te_balls_before__strikes_before_delta,0.2560288254384,20,combo_core,2022,ablation_alpha20
te_balls_before__strikes_before__game_type,0.5782335193685302,20,combo_core,2022,ablation_alpha20
te_balls_before__strikes_before__game_type_delta,0.8742306001584699,20,combo_core,2022,ablation_alpha20
te_pitcher_hand__batter_hand,0.0,20,combo_core,2022,ablation_alpha20
te_pitcher_hand__batter_hand_delta,0.0210922503249258,20,combo_core,2022,ablation_alpha20
te_base_state__outs_before,0.0829220930759791,20,combo_core,2022,ablation_alpha20
te_base_state__outs_before_delta,0.1555002225900578,20,combo_core,2022,ablation_alpha20
asof_pitcher_success_minus_global,0.2476145235402243,20,combo_core,2022,ablation_alpha20
asof_batter_success_minus_global,0.2936357368001595,20,combo_core,2022,ablation_alpha20
pitcher_success_x_two_strike,0.0368099779877135,20,combo_core,2022,ablation_alpha20
pitcher_success_x_runner_on,0.2474873619859996,20,combo_core,2022,ablation_alpha20
pitcher_fastball_x_hitter_count,0.1625746667314411,20,combo_core,2022,ablation_alpha20
season,1.742488482585448,20,combo_with_pitcher_batter,2022,ablation_alpha20
game_month,1.7949788051080804,20,combo_with_pitcher_batter,2022,ablation_alpha20
game_dayofweek,0.0401366588562391,20,combo_with_pitcher_batter,2022,ablation_alpha20
inning,0.0211832792305693,20,combo_with_pitcher_batter,2022,ablation_alpha20
balls_before,0.3216458329271191,20,combo_with_pitcher_batter,2022,ablation_alpha20
strikes_before,0.0838834066798798,20,combo_with_pitcher_batter,2022,ablation_alpha20
outs_before,0.0,20,combo_with_pitcher_batter,2022,ablation_alpha20
run_top_before,0.0506125592642567,20,combo_with_pitcher_batter,2022,ablation_alpha20
run_bot_before,0.0872385173854622,20,combo_with_pitcher_batter,2022,ablation_alpha20
run_total_before,0.0479191541935278,20,combo_with_pitcher_batter,2022,ablation_alpha20
score_diff_home,0.0333968181536825,20,combo_with_pitcher_batter,2022,ablation_alpha20
score_diff_pitcher_team,0.1509021537464459,20,combo_with_pitcher_batter,2022,ablation_alpha20
runner_on_1b,0.0,20,combo_with_pitcher_batter,2022,ablation_alpha20
runner_on_2b,0.0,20,combo_with_pitcher_batter,2022,ablation_alpha20
runner_on_3b,0.5814603967617116,20,combo_with_pitcher_batter,2022,ablation_alpha20
num_runners_on,0.0467688433902304,20,combo_with_pitcher_batter,2022,ablation_alpha20
home_win_expectancy,0.1202202084702487,20,combo_with_pitcher_batter,2022,ablation_alpha20
away_win_expectancy,0.0432567916817299,20,combo_with_pitcher_batter,2022,ablation_alpha20
li,0.2414918862595675,20,combo_with_pitcher_batter,2022,ablation_alpha20
pitcher_hand,0.0,20,combo_with_pitcher_batter,2022,ablation_alpha20
batter_hand,0.0401010046822342,20,combo_with_pitcher_batter,2022,ablation_alpha20
pitcher_team_id,0.1012749758807674,20,combo_with_pitcher_batter,2022,ablation_alpha20
batter_team_id,0.1101109622487694,20,combo_with_pitcher_batter,2022,ablation_alpha20
asof_pitcher_n,0.2508752693984731,20,combo_with_pitcher_batter,2022,ablation_alpha20
asof_pitcher_success_rate,0.1213428376917474,20,combo_with_pitcher_batter,2022,ablation_alpha20
asof_pitcher_reverse_rate,0.3972898691226324,20,combo_with_pitcher_batter,2022,ablation_alpha20
asof_pitcher_middle_rate,0.0983136054373752,20,combo_with_pitcher_batter,2022,ablation_alpha20
asof_pitcher_ball_rate,0.0,20,combo_with_pitcher_batter,2022,ablation_alpha20
asof_pitcher_strike_rate,0.0974507412741956,20,combo_with_pitcher_batter,2022,ablation_alpha20
