candidate_name,scope,n,candidate_better_rate,v2_better_rate,tie_rate,both_poor_top_decile_rate
B_SEASON_CENTERED,overall,746504,0.43167216786514206,0.4268804989658461,0.14333211878302057,0.09357886896788228
B_SEASON_CENTERED,2022,247472,0.44808705631344153,0.44893159630180385,0.10416127885174889,0.09249531260102153
B_SEASON_CENTERED,2023,245525,0.33581509011302313,0.34178189593727726,0.3228754709296406,0.09282150493839732
B_SEASON_CENTERED,2024,253507,0.508486945133665,0.4877735131574276,0.007680261294559914,0.09439581550016371
D_BASELINE_PLUS_MODEL_DEVIATION,overall,746504,0.42834867596154874,0.41999373077706215,0.163062756529101,0.09975432147717896
D_BASELINE_PLUS_MODEL_DEVIATION,2022,247472,0.45129550009698066,0.4329903989138165,0.12698810370466154,0.10000323268895067
D_BASELINE_PLUS_MODEL_DEVIATION,2023,245525,0.3327685571734039,0.3254332552693208,0.3515975969860503,0.10000203645249975
D_BASELINE_PLUS_MODEL_DEVIATION,2024,253507,0.49851877857416166,0.4988895770136525,0.01568004039336192,0.10000118339927497
