stage,config_name,fold,valid_year,target_rate,iterations,learning_rate,depth,l2_leaf_reg,random_strength,bagging_temperature,rsm,raw_actual_rate,raw_constant_brier,raw_brier,raw_skill_margin,raw_pseudo_score,raw_auc,raw_logloss,raw_pred_mean,raw_pred_std,final_actual_rate,final_constant_brier,final_brier,final_skill_margin,final_pseudo_score,final_auc,final_logloss,final_pred_mean,final_pred_std
stage1,baseline_current,2019-2020_cal2021_valid2022,2022,0.5114727049981269,220,0.045,6,5.0,,,,0.5289204435249241,0.24916360794632167,0.24906209080176053,0.00010151714456113625,40.7431668684965,0.5324856858143385,0.6913031110776264,0.5443147913690605,0.05695720532425376,0.5289204435249241,0.24916360794632167,0.24894055749927693,0.00022305044704473698,89.51967299044315,0.5322787370048183,0.6910267618039342,0.5115676534729856,0.01099229483839128
stage1,baseline_current,2019-2021_cal2022_valid2023,2023,0.5276733290608981,220,0.045,6,5.0,,,,0.49995723449750534,0.24999999817111176,0.2540765927559245,-0.004076594584812715,0.0,0.5154708686332126,0.7018125133287548,0.5419201905674266,0.062106804902845376,0.49995723449750534,0.24999999817111176,0.25056802835099595,-0.000568030179884188,0.0,0.5153704840527471,0.694287061114121,0.527189297933662,0.014285022476808469
stage1,baseline_current,2019-2022_cal2023_valid2024,2024,0.48774205570452267,220,0.045,6,5.0,,,,0.4861049201797189,0.24980692675678798,0.2555164325408653,-0.0057095057840773344,0.0,0.5106875170195614,0.7049407319137688,0.5332785480993348,0.06568103219750941,0.4861049201797189,0.24980692675678798,0.24977399777610962,3.2928980678359476e-05,13.181772461585556,0.5106876936728955,0.6926949806395462,0.48773544324372964,0.00562363776754328
stage1,shallow_more_trees_d4_i450_lr003_l2_5,2019-2020_cal2021_valid2022,2022,0.5114727049981269,450,0.03,4,5.0,,,,0.5289204435249241,0.24916360794632167,0.24891418801792678,0.00024941992839488947,100.10287234587766,0.534698642203181,0.6909974556240583,0.5453208496706902,0.05760670984280449,0.5289204435249241,0.24916360794632167,0.24889224317014383,0.0002713647761778404,108.91027723290216,0.5344687380957588,0.6909299882891151,0.5115980950438036,0.011199813527841508
stage1,shallow_more_trees_d4_i450_lr003_l2_5,2019-2021_cal2022_valid2023,2023,0.5276733290608981,450,0.03,4,5.0,,,,0.49995723449750534,0.24999999817111176,0.2542069493535281,-0.004206951182416346,0.0,0.5141942870738784,0.7020603640777429,0.5420204512691755,0.062054348264346214,0.49995723449750534,0.24999999817111176,0.25060362676307935,-0.000603628591967581,0.0,0.5140287574121805,0.6943586553271267,0.5272309472315648,0.01443155723977215
stage1,shallow_more_trees_d4_i450_lr003_l2_5,2019-2022_cal2023_valid2024,2024,0.48774205570452267,450,0.03,4,5.0,,,,0.4861049201797189,0.24980692675678798,0.25546527363046057,-0.005658346873672587,0.0,0.5111839434099451,0.7048059429430497,0.5337764676114185,0.0653570146675042,0.4861049201797189,0.24980692675678798,0.24976896608929453,3.796066749345295e-05,15.196002763530835,0.511184238756131,0.6926849148928177,0.4877370899017005,0.0055895844227069925
stage1,shallow_more_trees_d5_i450_lr003_l2_5,2019-2020_cal2021_valid2022,2022,0.5114727049981269,450,0.03,5,5.0,,,,0.5289204435249241,0.24916360794632167,0.2490861225885803,7.748535774138032e-05,31.098184193123945,0.5323695142152698,0.6913534587539294,0.5437008989706259,0.05762693633952411,0.5289204435249241,0.24916360794632167,0.24894133970213903,0.00022226824418264401,89.20574156661279,0.5322018100666976,0.6910283169035712,0.5115793479038534,0.010889748949081896
stage1,shallow_more_trees_d5_i450_lr003_l2_5,2019-2021_cal2022_valid2023,2023,0.5276733290608981,450,0.03,5,5.0,,,,0.49995723449750534,0.24999999817111176,0.25418688080891993,-0.00418688263780817,0.0,0.5147191949456609,0.7020468401059833,0.542145246181592,0.06230400031520999,0.49995723449750534,0.24999999817111176,0.2505842761429558,-0.0005842779718440438,0.0,0.5144835219051463,0.6943197629817817,0.5271036371634998,0.01424970831458985
stage1,shallow_more_trees_d5_i450_lr003_l2_5,2019-2022_cal2023_valid2024,2024,0.48774205570452267,450,0.03,5,5.0,,,,0.4861049201797189,0.24980692675678798,0.2554929043698125,-0.005685977613024501,0.0,0.5113644553983929,0.7048839716154724,0.5333855061382756,0.06603430396008528,0.4861049201797189,0.24980692675678798,0.24976733740667276,3.9589350115221134e-05,15.847979329158203,0.5113651692373236,0.6926816543827377,0.4877341780434907,0.0057032753964227035
stage1,shallow_slow_d5_i600_lr002_l2_5,2019-2020_cal2021_valid2022,2022,0.5114727049981269,600,0.02,5,5.0,,,,0.5289204435249241,0.24916360794632167,0.24910252597730576,6.108196901591367e-05,24.51480355392542,0.5325820233442486,0.6913855314250836,0.5447818968259004,0.05729067960133054,0.5289204435249241,0.24916360794632167,0.24894020291535324,0.00022340503096843212,89.66198266665057,0.5324167392816818,0.6910260508180692,0.5115987181366238,0.010844585809686662
stage1,shallow_slow_d5_i600_lr002_l2_5,2019-2021_cal2022_valid2023,2023,0.5276733290608981,600,0.02,5,5.0,,,,0.49995723449750534,0.24999999817111176,0.25410297904248,-0.004102980871368261,0.0,0.5152767894707309,0.7018636557400916,0.541807292870732,0.06226760472969702,0.49995723449750534,0.24999999817111176,0.2505733471038523,-0.0005733489327405528,0.0,0.5150309989044801,0.6942978591717615,0.5271098107299789,0.01435640202639469
stage1,shallow_slow_d5_i600_lr002_l2_5,2019-2022_cal2023_valid2024,2024,0.48774205570452267,600,0.02,5,5.0,,,,0.4861049201797189,0.24980692675678798,0.25549346230118264,-0.005686535544394661,0.0,0.5109529778651711,0.7048705373373104,0.5339292971503529,0.06528293443122368,0.4861049201797189,0.24980692675678798,0.2497708226565023,3.6104100285677676e-05,14.452801911625384,0.5109535033403211,0.6926886322374927,0.48773668330071696,0.0055549559629011315
stage1,baseline_more_trees_i300_lr003,2019-2020_cal2021_valid2022,2022,0.5114727049981269,300,0.03,6,5.0,,,,0.5289204435249241,0.24916360794632167,0.2491028851509524,6.072279536925573e-05,24.37065182582261,0.532707132596372,0.6913865953785219,0.5455687866010275,0.05682253966007987,0.5289204435249241,0.24916360794632167,0.24893830887830326,0.0002252990680184086,90.42214064701844,0.5325425454824002,0.6910222647083695,0.5116133610660928,0.010927334215102245
stage1,baseline_more_trees_i300_lr003,2019-2021_cal2022_valid2023,2023,0.5276733290608981,300,0.03,6,5.0,,,,0.49995723449750534,0.24999999817111176,0.2540142827860734,-0.004014284614961644,0.0,0.5153097324503745,0.7016705266536096,0.5414307259542729,0.06177919904712076,0.49995723449750534,0.24999999817111176,0.250571054727872,-0.0005710565567602355,0.0,0.5151185554556346,0.6942931946004017,0.5271017320292916,0.014356946618553797
stage1,baseline_more_trees_i300_lr003,2019-2022_cal2023_valid2024,2024,0.48774205570452267,300,0.03,6,5.0,,,,0.4861049201797189,0.24980692675678798,0.25556582261291083,-0.005758895856122853,0.0,0.5109776826719747,0.7050119640906783,0.5350219513617769,0.0648676528926206,0.4861049201797189,0.24980692675678798,0.2497723555289652,3.4571227822771666e-05,13.839179029823386,0.5109778161897538,0.6926916975888867,0.48773834206547184,0.00552939141439406
stage1,baseline_more_trees_i450_lr002,2019-2020_cal2021_valid2022,2022,0.5114727049981269,450,0.02,6,5.0,,,,0.5289204435249241,0.24916360794632167,0.24896981453318456,0.00019379341313710552,77.77757543904855,0.5337194130437969,0.6911096270245569,0.5460089899925963,0.05699806248243652,0.5289204435249241,0.24916360794632167,0.248911671745027,0.00025193620129465577,101.1127601543366,0.5334976830588153,0.6909689302473233,0.5116142902127039,0.01103468632226005
stage1,baseline_more_trees_i450_lr002,2019-2021_cal2022_valid2023,2023,0.5276733290608981,450,0.02,6,5.0,,,,0.49995723449750534,0.24999999817111176,0.2541184525196668,-0.0041184543485550396,0.0,0.5147991405349555,0.7018862532424169,0.5419893055039261,0.06196986623396004,0.49995723449750534,0.24999999817111176,0.25058337985555534,-0.0005833816844435791,0.0,0.5145524152036159,0.6943179813823809,0.5270732197656163,0.014394730395926272
stage1,baseline_more_trees_i450_lr002,2019-2022_cal2023_valid2024,2024,0.48774205570452267,450,0.02,6,5.0,,,,0.4861049201797189,0.24980692675678798,0.2555115625484074,-0.005704635791619422,0.0,0.5111214389630743,0.7049329609526024,0.5343056212302002,0.06514311650612344,0.4861049201797189,0.24980692675678798,0.2497708971577612,3.602959902676561e-05,14.422978375553225,0.5111217055937499,0.6926887811358604,0.48773651348519137,0.005529760797761773
stage1,baseline_more_trees_i450_lr003,2019-2020_cal2021_valid2022,2022,0.5114727049981269,450,0.03,6,5.0,,,,0.5289204435249241,0.24916360794632167,0.24959755620754326,-0.00043394826122158947,0.0,0.5290121067302187,0.6924102908160571,0.5469572037653392,0.058354582642975036,0.5289204435249241,0.24916360794632167,0.24901384866786458,0.00014975927845709003,60.10479607814688,0.5288908793867462,0.6911735432332339,0.5116089150385249,0.010474692826530794
stage1,baseline_more_trees_i450_lr003,2019-2021_cal2022_valid2023,2023,0.5276733290608981,450,0.03,6,5.0,,,,0.49995723449750534,0.24999999817111176,0.254249031640508,-0.0042490334693962295,0.0,0.5143832218267812,0.7021925250702395,0.5412888288974457,0.06325804021988227,0.49995723449750534,0.24999999817111176,0.25059383784660627,-0.0005938396754945063,0.0,0.5141744368437106,0.6943389171001108,0.5271437307654475,0.014193592491526904
stage1,baseline_more_trees_i450_lr003,2019-2022_cal2023_valid2024,2024,0.48774205570452267,450,0.03,6,5.0,,,,0.4861049201797189,0.24980692675678798,0.2558842784707811,-0.006077351713993123,0.0,0.5107197486848246,0.7057197365460026,0.5360092077697535,0.06684044873559397,0.4861049201797189,0.24980692675678798,0.24977089720318882,3.602955359915949e-05,14.422960190466561,0.5107198261730994,0.6926887727074996,0.4877352841493906,0.00568847365814085
