candidate_name,auc,pairwise_accuracy,brier,skill_margin,pseudo_score,prediction_std,low_half_actual_rate,high_half_actual_rate,high_minus_low_actual_rate
A_CLASSIFIER,0.5153704840527471,0.505892,0.25056802835099595,-0.000568030179884188,0.0,0.014285022476808469,0.4888727782212737,0.51104160048223,0.022168822260956345
B_QUERYRMSE_PITCHER_GAME,0.5112306158365724,0.50729,0.2506604020423128,-0.0006604038712010596,0.0,0.01069599734094218,0.49398022189276813,0.5059341984148318,0.011953976522063647
C_QUERYRMSE_PITCHER_COUNT,0.5053571800619546,0.5069438888977776,0.2507005043210425,-0.0007005061499307519,0.0,0.013189669440744909,0.4949007021716818,0.5050137256339451,0.010113023462263282
D_QUERYRMSE_PITCHER_GAME_COUNT,0.5093532749047754,0.5081639346885225,0.2507134541447072,-0.0007134559735954282,0.0,0.011500410842192464,0.49348332545901824,0.5064310908009743,0.012947765341956019
