candidate_name,objective,group_definition,calibration_method,mean_auc,mean_brier,mean_pairwise_accuracy,positive_fold_count,worst_skill_margin,auc_2022,pseudo_2022,skill_2022,delta_auc_2022_vs_v2,delta_skill_2022_vs_v2,pairwise_acc_2022,auc_2023,pseudo_2023,skill_2023,delta_auc_2023_vs_v2,delta_skill_2023_vs_v2,pairwise_acc_2023,auc_2024,pseudo_2024,skill_2024,delta_auc_2024_vs_v2,delta_skill_2024_vs_v2,pairwise_acc_2024,delta_mean_auc_vs_v2,success_a,success_b,success_c,success_d
A_CLASSIFIER,Logloss,none,Platt + fixed V2 strength,0.519445638243487,0.24976086120879418,0.5085246666666667,2,-0.000568030179884188,0.5322787370048183,89.51967299044315,0.00022305044704473698,0.0,0.0,0.510388,0.5153704840527471,0.0,-0.000568030179884188,0.0,0.0,0.50722,0.5106876936728955,13.181772461585556,3.2928980678359476e-05,0.0,0.0,0.507966,0.0,False,False,False,False
C_QUERYRMSE_PITCHER_COUNT,QueryRMSE,pitcher_id_count_state,Platt + fixed V2 strength,0.5154787754330303,0.24976679202423316,0.5085812392304775,1,-0.0007005061499307519,0.5397044297118259,152.85232411682549,0.0003808523655992879,0.007425692707007547,0.00015780191855455095,0.5147058823529411,0.5053571800619546,0.0,-0.0007005061499307519,-0.010013303990792477,-0.00013247597004656386,0.5080518711700612,0.5013747165253106,0.0,-1.018941414662744e-05,-0.009312977147584833,-4.3118394824986916e-05,0.50298596416843,-0.003966862810456662,False,False,False,False
D_QUERYRMSE_PITCHER_GAME_COUNT,QueryRMSE,pitcher_id_game_type_count_state,Platt + fixed V2 strength,0.5068962428273008,0.2499860110539274,0.5012619695657606,1,-0.0007134559735954282,0.506448265030313,0.0,-0.00028526915416032805,-0.025830471974505276,-0.000508319601205065,0.4911500353998584,0.5093532749047754,0.0,-0.0007134559735954282,-0.006017209147971658,-0.0001454257937112402,0.5094339245286038,0.5048871885468142,4.493406304091008,1.1224840194945518e-05,-0.005800505126081212,-2.170414048341396e-05,0.5032019487688197,-0.01254939541618616,False,False,False,False
B_QUERYRMSE_PITCHER_GAME,QueryRMSE,pitcher_id_game_type,Platt + fixed V2 strength,0.5065083205294568,0.24996171190925529,0.50236,1,-0.0006604038712010596,0.4998412662056906,0.0,-0.0003044250221842515,-0.03243747079912773,-0.0005274754692289885,0.491528,0.5112306158365724,0.0,-0.0006604038712010596,-0.004139868216174736,-9.237369131687156e-05,0.506638,0.5084530795461075,20.10594361533567,5.0226039840922665e-05,-0.002234614126787937,1.729705916256319e-05,0.508914,-0.012937317714030172,False,False,False,False
