train_start,train_end,cal_year,valid_year,method,group_name,lambda,space,prior_rate,brier,logloss,pred_mean,pred_std,actual_rate,bias,current_brier,delta_vs_current
2019,2020,2021,2022,current_best_plus_balls,balls,500,prob,0.5114727049981269,0.2491172530551591,0.6913803599697704,0.5418812179092338,0.0083911408933369,0.5289204435249241,0.0129607743843097,0.2491215469663941,-4.2939112349926756e-06
2019,2020,2021,2022,current_best_plus_balls,balls,1000,prob,0.5114727049981269,0.2491133100678507,0.6913724310040837,0.541724486019996,0.0083954076780303,0.5289204435249241,0.0128040424950719,0.2491215469663941,-8.23689854340115e-06
2019,2020,2021,2022,current_best_plus_balls,balls,3000,prob,0.5114727049981269,0.2490986347971204,0.6913429243375556,0.5411214684551874,0.00840458701323,0.5289204435249241,0.0122010249302633,0.2491215469663941,-2.2912169273692218e-05
2019,2020,2021,2022,current_best_plus_balls,balls,50,logit,0.5114727049981269,0.2491204365540519,0.6913867622278145,0.5419749121626622,0.0083559663933487,0.5289204435249241,0.0130544686377381,0.2491215469663941,-1.1104123422145395e-06
2019,2020,2021,2022,current_best_plus_balls,balls,100,logit,0.5114727049981269,0.2491200291343994,0.6913859429025275,0.5419589791045964,0.0083565431569442,0.5289204435249241,0.0130385355796723,0.2491215469663941,-1.5178319947017904e-06
2019,2020,2021,2022,current_best_plus_balls,balls,300,logit,0.5114727049981269,0.2491184115661375,0.6913826899990809,0.541895504586735,0.0083587554884192,0.5289204435249241,0.0129750610618109,0.2491215469663941,-3.1354002565930905e-06
2019,2020,2021,2022,current_best_plus_balls,balls,500,logit,0.5114727049981269,0.2491168131338835,0.6913794756468536,0.5418324384871798,0.0083608193470678,0.5289204435249241,0.0129119949622557,0.2491215469663941,-4.733832510595004e-06
2019,2020,2021,2022,current_best_plus_balls,balls,1000,logit,0.5114727049981269,0.2491128987291251,0.6913716043055445,0.5416765266169902,0.0083653553382001,0.5289204435249241,0.0127560830920661,0.2491215469663941,-8.648237269009984e-06
2019,2020,2021,2022,current_best_plus_balls,balls,3000,logit,0.5114727049981269,0.2490983274838983,0.6913423073176189,0.541076599579789,0.0083755766287475,0.5289204435249241,0.0121561560548649,0.2491215469663941,-2.321948249581207e-05
2019,2020,2021,2022,current_best_plus_strikes,strikes,50,prob,0.5114727049981269,0.2491456968681949,0.6914373120353197,0.5417098831370353,0.0061719327474561,0.5289204435249241,0.0127894396121112,0.2491215469663941,2.4149901800801787e-05
2019,2020,2021,2022,current_best_plus_strikes,strikes,100,prob,0.5114727049981269,0.2491453381924539,0.6914365908701978,0.5416955364166997,0.006171687636877,0.5289204435249241,0.0127750928917755,0.2491215469663941,2.3791226059804993e-05
2019,2020,2021,2022,current_best_plus_strikes,strikes,300,prob,0.5114727049981269,0.2491439120529804,0.6914337234731858,0.54163832638455,0.0061707079275514,0.5289204435249241,0.0127178828596259,0.2491215469663941,2.2365086586290106e-05
2019,2020,2021,2022,current_best_plus_strikes,strikes,500,prob,0.5114727049981269,0.2491424995005075,0.6914308834660888,0.5415813977037454,0.0061697293200962,0.5289204435249241,0.0126609541788212,0.2491215469663941,2.0952534113410914e-05
2019,2020,2021,2022,current_best_plus_strikes,strikes,1000,prob,0.5114727049981269,0.2491390265758713,0.6914239012848389,0.541440293020811,0.0061672870288762,0.5289204435249241,0.0125198494958869,0.2491215469663941,1.7479609477205615e-05
2019,2020,2021,2022,current_best_plus_strikes,strikes,3000,prob,0.5114727049981269,0.2491259296894609,0.6913975745208515,0.5408926864378019,0.0061575560996795,0.5289204435249241,0.0119722429128777,0.2491215469663941,4.3827230667981e-06
2019,2020,2021,2022,current_best_plus_strikes,strikes,50,logit,0.5114727049981269,0.2491452756998385,0.6914364658599532,0.5416624140165437,0.0061429460754348,0.5289204435249241,0.0127419704916196,0.2491215469663941,2.3728733444389194e-05
2019,2020,2021,2022,current_best_plus_strikes,strikes,100,logit,0.5114727049981269,0.2491449196110813,0.6914357499081345,0.5416481424448466,0.0061427277230339,0.5289204435249241,0.0127276989199225,0.2491215469663941,2.337264468718625e-05
2019,2020,2021,2022,current_best_plus_strikes,strikes,300,logit,0.5114727049981269,0.249143503729614,0.6914329031826331,0.5415912313954123,0.0061418545698583,0.5289204435249241,0.0126707878704882,0.2491215469663941,2.1956763219893594e-05
2019,2020,2021,2022,current_best_plus_strikes,strikes,500,logit,0.5114727049981269,0.2491421012929038,0.6914300835596523,0.5415345991401715,0.0061409817625868,0.5289204435249241,0.0126141556152474,0.2491215469663941,2.055432650968636e-05
2019,2020,2021,2022,current_best_plus_strikes,strikes,1000,logit,0.5114727049981269,0.2491386530494369,0.6914231511098626,0.5413942245211103,0.006138800720536,0.5289204435249241,0.0124737809961862,0.2491215469663941,1.7106083042783826e-05
2019,2020,2021,2022,current_best_plus_strikes,strikes,3000,logit,0.5114727049981269,0.2491256467652602,0.691397006864859,0.540849388691147,0.0061300706066335,0.5289204435249241,0.0119289451662228,0.2491215469663941,4.099798866091797e-06
2019,2020,2021,2022,current_best_plus_count_state,count_state,50,prob,0.5114727049981269,0.2491080710271249,0.6913618655140179,0.5419869374229195,0.0090007772409051,0.5289204435249241,0.0130664938979954,0.2491215469663941,-1.3475939269202986e-05
2019,2020,2021,2022,current_best_plus_count_state,count_state,100,prob,0.5114727049981269,0.2491067895070997,0.6913592877169155,0.5419388649052341,0.00900019537834,0.5289204435249241,0.01301842138031,0.2491215469663941,-1.475745929441219e-05
2019,2020,2021,2022,current_best_plus_count_state,count_state,300,prob,0.5114727049981269,0.2491018084088015,0.6913492686992085,0.5417493843858354,0.0089976261939017,0.5289204435249241,0.0128289408609113,0.2491215469663941,-1.9738557592602346e-05
2019,2020,2021,2022,current_best_plus_count_state,count_state,500,prob,0.5114727049981269,0.2490970452169571,0.6913396887899051,0.541564200802562,0.0089946710543372,0.5289204435249241,0.0126437572776378,0.2491215469663941,-2.450174943699479e-05
2019,2020,2021,2022,current_best_plus_count_state,count_state,1000,prob,0.5114727049981269,0.2490859878735194,0.6913174529930395,0.5411185506918952,0.0089856737656974,0.5289204435249241,0.0121981071669711,0.2491215469663941,-3.5559092874698495e-05
2019,2020,2021,2022,current_best_plus_count_state,count_state,3000,prob,0.5114727049981269,0.2490510168113419,0.6912471598996336,0.5395385948109845,0.0089318956288479,0.5289204435249241,0.0106181512860604,0.2491215469663941,-7.053015505220639e-05
2019,2020,2021,2022,current_best_plus_count_state,count_state,50,logit,0.5114727049981269,0.2491076181190286,0.6913609551120983,0.541937205802064,0.0089687607895024,0.5289204435249241,0.0130167622771398,0.2491215469663941,-1.392884736550748e-05
2019,2020,2021,2022,current_best_plus_count_state,count_state,100,logit,0.5114727049981269,0.2491063461960156,0.6913583966749083,0.5418893919111115,0.0089682753895753,0.5289204435249241,0.0129689483861874,0.2491215469663941,-1.520077037850398e-05
2019,2020,2021,2022,current_best_plus_count_state,count_state,300,logit,0.5114727049981269,0.2491014021074726,0.6913484523102615,0.5417009231995323,0.0089660854309605,0.5289204435249241,0.0127804796746082,0.2491215469663941,-2.0144858921489206e-05
2019,2020,2021,2022,current_best_plus_count_state,count_state,500,logit,0.5114727049981269,0.2490966738646638,0.6913389428880402,0.541516716908493,0.0089634993748266,0.5289204435249241,0.0125962733835689,0.2491215469663941,-2.487310173029944e-05
2019,2020,2021,2022,current_best_plus_count_state,count_state,1000,logit,0.5114727049981269,0.2490856959319901,0.691316867215598,0.5410733725274699,0.0089553838179415,0.5289204435249241,0.0121529290025458,0.2491215469663941,-3.585103440401083e-05
2019,2020,2021,2022,current_best_plus_count_state,count_state,3000,logit,0.5114727049981269,0.2490509585359512,0.6912470449505282,0.5395010800626507,0.0089046536020187,0.5289204435249241,0.0105806365377266,0.2491215469663941,-7.058843044291385e-05
2019,2020,2021,2022,current_best_plus_batter_side,batter_side,50,prob,0.5114727049981269,0.2491533314099054,0.6914526575303056,0.541688759872168,0.0055541590648786,0.5289204435249241,0.0127683163472439,0.2491215469663941,3.178444351129017e-05
2019,2020,2021,2022,current_best_plus_batter_side,batter_side,100,prob,0.5114727049981269,0.2491530856287071,0.6914521633656644,0.5416791047431155,0.0055540716345026,0.5289204435249241,0.0127586612181914,0.2491215469663941,3.1538662313007615e-05
2019,2020,2021,2022,current_best_plus_batter_side,batter_side,300,prob,0.5114727049981269,0.2491521063597717,0.6914501944803128,0.541640562288199,0.0055537214449974,0.5289204435249241,0.0127201187632749,0.2491215469663941,3.0559393377593835e-05
2019,2020,2021,2022,current_best_plus_batter_side,batter_side,500,prob,0.5114727049981269,0.2491511332269572,0.6914482379648752,0.5416021442767779,0.0055533705181254,0.5289204435249241,0.0126817007518538,0.2491215469663941,2.958626056309699e-05
2019,2020,2021,2022,current_best_plus_batter_side,batter_side,1000,prob,0.5114727049981269,0.2491487269524494,0.6914434002123909,0.5415066397415034,0.0055524900736636,0.5289204435249241,0.0125861962165793,0.2491215469663941,2.7179986055309024e-05
2019,2020,2021,2022,current_best_plus_batter_side,batter_side,3000,prob,0.5114727049981269,0.2491394692792581,0.6914247898093053,0.5411321776714447,0.0055489276788264,0.5289204435249241,0.0122117341465206,0.2491215469663941,1.7922312863988266e-05
2019,2020,2021,2022,current_best_plus_batter_side,batter_side,50,logit,0.5114727049981269,0.2491528976360536,0.6914517858919742,0.5416415381498165,0.0055254111253085,0.5289204435249241,0.0127210946248924,0.2491215469663941,3.1350669659507835e-05
2019,2020,2021,2022,current_best_plus_batter_side,batter_side,100,logit,0.5114727049981269,0.2491526536018267,0.6914512952474907,0.5416319332753469,0.0055253407363141,0.5289204435249241,0.0127114897504228,0.2491215469663941,3.1106635432598395e-05
2019,2020,2021,2022,current_best_plus_batter_side,batter_side,300,logit,0.5114727049981269,0.2491516812805664,0.6914493403615364,0.541593591124988,0.0055250585333439,0.5289204435249241,0.0126731476000638,0.2491215469663941,3.0134314172286514e-05
2019,2020,2021,2022,current_best_plus_batter_side,batter_side,500,logit,0.5114727049981269,0.2491507150315681,0.6914473977164893,0.5415553722823476,0.0055247753078561,0.5289204435249241,0.0126349287574235,0.2491215469663941,2.9168065174001168e-05
2019,2020,2021,2022,current_best_plus_batter_side,batter_side,1000,logit,0.5114727049981269,0.2491483256913428,0.6914425940839347,0.5414603607541927,0.0055240628800494,0.5289204435249241,0.0125399172292686,0.2491215469663941,2.6778724948689492e-05
2019,2020,2021,2022,current_best_plus_batter_side,batter_side,3000,logit,0.5114727049981269,0.2491391319928334,0.6914241125609878,0.5410878027495195,0.0055211553313047,0.5289204435249241,0.0121673592245954,0.2491215469663941,1.7585026439309592e-05
2019,2020,2021,2022,current_best_plus_inning_bucket,inning_bucket,50,prob,0.5114727049981269,0.2491127599486181,0.6913716337426759,0.5415146930973821,0.0091486293193272,0.5289204435249241,0.012594249572458,0.2491215469663941,-8.787017776012984e-06
2019,2020,2021,2022,current_best_plus_inning_bucket,inning_bucket,100,prob,0.5114727049981269,0.2491124085799105,0.6913709262867181,0.5415005023404789,0.0091450324916692,0.5289204435249241,0.0125800588155547,0.2491215469663941,-9.138386483614758e-06
2019,2020,2021,2022,current_best_plus_inning_bucket,inning_bucket,300,prob,0.5114727049981269,0.2491110057437207,0.6913681018921639,0.5414438311624951,0.009130906011098,0.5289204435249241,0.0125233876375709,0.2491215469663941,-1.0541222673410289e-05
2019,2020,2021,2022,current_best_plus_inning_bucket,inning_bucket,500,prob,0.5114727049981269,0.2491096091362767,0.6913652902004577,0.5413873337397864,0.0091171193684797,0.5289204435249241,0.0124668902148623,0.2491215469663941,-1.1937830117408899e-05
2019,2020,2021,2022,current_best_plus_inning_bucket,inning_bucket,1000,prob,0.5114727049981269,0.2491061556021829,0.6913583380168175,0.5412469934087822,0.0090837120912416,0.5289204435249241,0.0123265498838581,0.2491215469663941,-1.539136421119247e-05
2019,2020,2021,2022,current_best_plus_inning_bucket,inning_bucket,3000,prob,0.5114727049981269,0.2490930279410562,0.691331917044438,0.5407004399414955,0.0089584737536972,0.5289204435249241,0.0117799964165714,0.2491215469663941,-2.851902533790307e-05
2019,2020,2021,2022,current_best_plus_inning_bucket,inning_bucket,50,logit,0.5114727049981269,0.2491121916021832,0.6913704886307133,0.5414662619086914,0.0091175590924664,0.5289204435249241,0.0125458183837673,0.2491215469663941,-9.355364210900108e-06
2019,2020,2021,2022,current_best_plus_inning_bucket,inning_bucket,100,logit,0.5114727049981269,0.2491118433230542,0.6913697874125136,0.5414521532048404,0.00911400232734,0.5289204435249241,0.0125317096799163,0.2491215469663941,-9.703643339908918e-06
2019,2020,2021,2022,current_best_plus_inning_bucket,inning_bucket,300,logit,0.5114727049981269,0.2491104527287933,0.6913669877335215,0.5413958083557301,0.0091000359236792,0.5289204435249241,0.012475364830806,0.2491215469663941,-1.1094237600789425e-05
2019,2020,2021,2022,current_best_plus_inning_bucket,inning_bucket,500,logit,0.5114727049981269,0.2491090681821983,0.6913642003909649,0.5413396343144093,0.0090864088477765,0.5289204435249241,0.0124191907894852,0.2491215469663941,-1.247878419580184e-05
2019,2020,2021,2022,current_best_plus_inning_bucket,inning_bucket,1000,logit,0.5114727049981269,0.2491056440421622,0.6913573075460104,0.541200089975224,0.0090533970132672,0.5289204435249241,0.0122796464502998,0.2491215469663941,-1.590292423189754e-05
2019,2020,2021,2022,current_best_plus_inning_bucket,inning_bucket,3000,logit,0.5114727049981269,0.2490926240674108,0.6913311039118333,0.5406565542315762,0.008929674027566,0.5289204435249241,0.0117361107066521,0.2491215469663941,-2.8922898983291256e-05
2019,2021,2022,2023,current_best_plus_game_type,game_type,50,prob,0.5129662444084708,0.2554070147695089,0.7049963947205738,0.527069468868279,0.0623415297738862,0.4999572344975053,0.0271122343707736,0.2502058103292603,0.005201204440248575
2019,2021,2022,2023,current_best_plus_game_type,game_type,100,prob,0.5129662444084708,0.255393191388703,0.7049629677018975,0.5270417919536396,0.0622555799722934,0.4999572344975053,0.0270845574561343,0.2502058103292603,0.005187381059442664
2019,2021,2022,2023,current_best_plus_game_type,game_type,300,prob,0.5129662444084708,0.2553385129965914,0.7048309329458007,0.526932038363086,0.061914594652882,0.4999572344975053,0.0269748038655806,0.2502058103292603,0.005132702667331068
2019,2021,2022,2023,current_best_plus_game_type,game_type,500,prob,0.5129662444084708,0.2552848006861368,0.704701518791393,0.5268237889076978,0.06157804602328,0.4999572344975053,0.0268665544101924,0.2502058103292603,0.005078990356876478
2019,2021,2022,2023,current_best_plus_game_type,game_type,1000,prob,0.5129662444084708,0.2551545936808537,0.7043889735530088,0.5265595560117877,0.0607555289092144,0.4999572344975053,0.0266023215142823,0.2502058103292603,0.004948783351593378
2019,2021,2022,2023,current_best_plus_game_type,game_type,3000,prob,0.5129662444084708,0.2546860915274971,0.7032778778163291,0.5255864906197033,0.0577130453308511,0.4999572344975053,0.0256292561221979,0.2502058103292603,0.004480281198236791
2019,2021,2022,2023,current_best_plus_game_type,game_type,50,logit,0.5129662444084708,0.2554135410155547,0.7050033755687773,0.5270863221777978,0.0623282840822279,0.4999572344975053,0.0271290876802924,0.2502058103292603,0.005207730686294376
2019,2021,2022,2023,current_best_plus_game_type,game_type,100,logit,0.5129662444084708,0.255401191671417,0.704973552738919,0.5270618170795136,0.0622515339384652,0.4999572344975053,0.0271045825820082,0.2502058103292603,0.005195381342156691
2019,2021,2022,2023,current_best_plus_game_type,game_type,300,logit,0.5129662444084708,0.255352267086167,0.7048555502705809,0.5269645165496976,0.0619466639878376,0.4999572344975053,0.0270072820521922,0.2502058103292603,0.00514645675690667
2019,2021,2022,2023,current_best_plus_game_type,game_type,500,logit,0.5129662444084708,0.2553040874597402,0.7047395733672553,0.5268683543481287,0.0616451635555492,0.4999572344975053,0.0269111198506233,0.2502058103292603,0.005098277130479889
2019,2021,2022,2023,current_best_plus_game_type,game_type,1000,logit,0.5129662444084708,0.2551867997919288,0.7044581839174302,0.5266328139132103,0.0609058162783601,0.4999572344975053,0.0266755794157049,0.2502058103292603,0.004980989462668506
2019,2021,2022,2023,current_best_plus_game_type,game_type,3000,logit,0.5129662444084708,0.2547589698927969,0.7034428844976431,0.5257555400043896,0.0581406566605003,0.4999572344975053,0.0257983055068842,0.2502058103292603,0.00455315956353658
2019,2021,2022,2023,current_best_plus_month,month,50,prob,0.5129662444084708,0.251076761464668,0.6953118238240116,0.5296133485806822,0.0185993563946622,0.4999572344975053,0.0296561140831768,0.2502058103292603,0.0008709511354076938
2019,2021,2022,2023,current_best_plus_month,month,100,prob,0.5129662444084708,0.2510753155466819,0.6953089071117089,0.5296019012210144,0.0185834156067522,0.4999572344975053,0.029644666723509,0.2502058103292603,0.0008695052174215734
2019,2021,2022,2023,current_best_plus_month,month,300,prob,0.5129662444084708,0.2510695827775059,0.6952973431187298,0.5295560601567969,0.0185206171088584,0.4999572344975053,0.0295988256592915,0.2502058103292603,0.0008637724482455922
2019,2021,2022,2023,current_best_plus_month,month,500,prob,0.5129662444084708,0.2510639295956303,0.6952859399534759,0.5295101610971837,0.0184593013609812,0.4999572344975053,0.0295529265996783,0.2502058103292603,0.0008581192663699722
2019,2021,2022,2023,current_best_plus_month,month,1000,prob,0.5129662444084708,0.2510501298377649,0.6952581054292332,0.5293953512476438,0.0183120179065375,0.4999572344975053,0.0294381167501384,0.2502058103292603,0.0008443195085046096
2019,2021,2022,2023,current_best_plus_month,month,3000,prob,0.5129662444084708,0.2509991702685862,0.6951553369466005,0.5289410974928065,0.0177929531994901,0.4999572344975053,0.0289838629953011,0.2502058103292603,0.0007933599393258883
2019,2021,2022,2023,current_best_plus_month,month,50,logit,0.5129662444084708,0.2510745336749721,0.6953072717521701,0.5295857240797761,0.018559297617513,0.4999572344975053,0.0296284895822707,0.2502058103292603,0.0008687233457118082
2019,2021,2022,2023,current_best_plus_month,month,100,logit,0.5129662444084708,0.2510730969888223,0.6953043738879112,0.5295743688389581,0.01854344372467,0.4999572344975053,0.0296171343414528,0.2502058103292603,0.0008672866595619833
2019,2021,2022,2023,current_best_plus_month,month,300,logit,0.5129662444084708,0.2510674007008014,0.6952928843727235,0.5295288920947496,0.0184809906498914,0.4999572344975053,0.0295716575972442,0.2502058103292603,0.0008615903715410989
2019,2021,2022,2023,current_best_plus_month,month,500,logit,0.5129662444084708,0.2510617832971586,0.6952815542449643,0.5294833508372684,0.0184200168069705,0.4999572344975053,0.029526116339763,0.2502058103292603,0.0008559729678982997
2019,2021,2022,2023,current_best_plus_month,month,1000,logit,0.5129662444084708,0.2510480700046358,0.6952538962095801,0.5293694080682807,0.0182735722620186,0.4999572344975053,0.0294121735707753,0.2502058103292603,0.0008422596753754896
2019,2021,2022,2023,current_best_plus_month,month,3000,logit,0.5129662444084708,0.2509974175934595,0.69515175445372,0.5289182716974162,0.0177576284851441,0.4999572344975053,0.0289610371999108,0.2502058103292603,0.00079160726419919
2019,2021,2022,2023,current_best_plus_balls,balls,50,prob,0.5129662444084708,0.250767493239598,0.694688876352556,0.5303836830119751,0.014389399032132,0.4999572344975053,0.0304264485144697,0.2502058103292603,0.0005616829103377019
2019,2021,2022,2023,current_best_plus_balls,balls,100,prob,0.5129662444084708,0.2507670833876018,0.6946880512946796,0.5303768085179552,0.014385243864372,0.4999572344975053,0.0304195740204498,0.2502058103292603,0.0005612730583414716
2019,2021,2022,2023,current_best_plus_balls,balls,300,prob,0.5129662444084708,0.2507654484733136,0.6946847601638243,0.5303493479037636,0.0143688267513836,0.4999572344975053,0.0303921134062583,0.2502058103292603,0.0005596381440532983
2019,2021,2022,2023,current_best_plus_balls,balls,500,prob,0.5129662444084708,0.2507638207630623,0.6946814836204649,0.5303219486472492,0.0143527277960337,0.4999572344975053,0.0303647141497439,0.2502058103292603,0.000558010433801992
2019,2021,2022,2023,current_best_plus_balls,balls,1000,prob,0.5129662444084708,0.2507597831041707,0.6946733562651972,0.5302537317772289,0.0143138095266899,0.4999572344975053,0.0302964972797235,0.2502058103292603,0.0005539727749103718
2019,2021,2022,2023,current_best_plus_balls,balls,3000,prob,0.5129662444084708,0.250744085627445,0.6946417635415546,0.5299853224447301,0.0141747850307528,0.4999572344975053,0.0300280879472247,0.2502058103292603,0.0005382752981846761
2019,2021,2022,2023,current_best_plus_balls,balls,50,logit,0.5129662444084708,0.2507654818701871,0.6946847989362115,0.5303577396114371,0.0143556619774648,0.4999572344975053,0.0304005051139317,0.2502058103292603,0.0005596715409267872
2019,2021,2022,2023,current_best_plus_balls,balls,100,logit,0.5129662444084708,0.2507650746959615,0.6946839793069756,0.5303508975465416,0.0143515239259709,0.4999572344975053,0.0303936630490362,0.2502058103292603,0.0005592643667011732
2019,2021,2022,2023,current_best_plus_balls,balls,300,logit,0.5129662444084708,0.2507634504266105,0.6946807097565518,0.5303235658725527,0.0143351754444175,0.4999572344975053,0.0303663313750473,0.2502058103292603,0.0005576400973502094
2019,2021,2022,2023,current_best_plus_balls,balls,500,logit,0.5129662444084708,0.2507618332566406,0.6946774545814051,0.5302962943291728,0.0143191453694206,0.4999572344975053,0.0303390598316674,0.2502058103292603,0.000556022927380273
2019,2021,2022,2023,current_best_plus_balls,balls,1000,logit,0.5129662444084708,0.2507578215006502,0.6946693797386397,0.5302283915010377,0.0142804002471153,0.4999572344975053,0.0302711570035323,0.2502058103292603,0.0005520111713898657
2019,2021,2022,2023,current_best_plus_balls,balls,3000,logit,0.5129662444084708,0.250742221640963,0.6946379849100124,0.5299611684756287,0.0141420766742638,0.4999572344975053,0.0300039339781233,0.2502058103292603,0.0005364113117026781
