candidate_name,calibration_mode,valid_year,pitcher_sample_bucket,n,actual_rate,brier,auc,prediction_std
D_PITCHER_BATTER_HAND,platt,2024,1000_plus,163991,0.4916733235360477,0.24926317064480777,0.5309454810798176,0.018693287960877693
D_PITCHER_BATTER_HAND,v2_strength,2024,lt50,53072,0.48728142900211036,0.24991130897948585,0.49548510739543944,0.002988914576747462
D_PITCHER_BATTER_HAND,v2_strength,2024,50_300,9350,0.453475935828877,0.24928311672203407,0.4974142450984012,0.010609957047121093
D_PITCHER_BATTER_HAND,v2_strength,2024,300_1000,27094,0.4613567579537905,0.2490872754569773,0.5116881622584624,0.010208192420999908
D_PITCHER_BATTER_HAND,v2_strength,2024,1000_plus,163991,0.4916733235360477,0.2495571399228107,0.5309461496163901,0.008063101274555525
E_MULTI_CONTEXT,native,2024,lt50,53072,0.48728142900211036,0.25012002678295386,0.4955164131863681,0.009658078762764975
E_MULTI_CONTEXT,native,2024,50_300,9350,0.453475935828877,0.2521710199576494,0.48878793892847905,0.029637986322394606
E_MULTI_CONTEXT,native,2024,300_1000,27094,0.4613567579537905,0.250380383374557,0.5088105303549404,0.03438157767281748
E_MULTI_CONTEXT,native,2024,1000_plus,163991,0.4916733235360477,0.24975053972748165,0.5272172738489591,0.02939466736690269
E_MULTI_CONTEXT,platt,2024,lt50,53072,0.48728142900211036,0.2501259911457068,0.4955164131863681,0.0059505104979086405
E_MULTI_CONTEXT,platt,2024,50_300,9350,0.453475935828877,0.24957273237870947,0.48878793892847905,0.018247806054128176
E_MULTI_CONTEXT,platt,2024,300_1000,27094,0.4613567579537905,0.2489528491307527,0.5088105303549404,0.021167087173184173
E_MULTI_CONTEXT,platt,2024,1000_plus,163991,0.4916733235360477,0.24941063845400885,0.5272172738489591,0.018099653433946684
E_MULTI_CONTEXT,v2_strength,2024,lt50,53072,0.48728142900211036,0.24990635595633193,0.4955164131863681,0.002588192919532341
E_MULTI_CONTEXT,v2_strength,2024,50_300,9350,0.453475935828877,0.24926638904251464,0.48878793892847905,0.007944241440290933
E_MULTI_CONTEXT,v2_strength,2024,300_1000,27094,0.4613567579537905,0.24903208229963694,0.5088105303549404,0.00922060838247009
E_MULTI_CONTEXT,v2_strength,2024,1000_plus,163991,0.4916733235360477,0.24962418957890228,0.5272172738489591,0.00788147497296979
F_PITCHER_COUNT_PLUS_CATBOOST,native,2024,lt50,53072,0.48728142900211036,0.2504715810567864,0.49190847478185173,0.015775986827217644
F_PITCHER_COUNT_PLUS_CATBOOST,native,2024,50_300,9350,0.453475935828877,0.2601496704027117,0.49183842262674005,0.0672898097001567
F_PITCHER_COUNT_PLUS_CATBOOST,native,2024,300_1000,27094,0.4613567579537905,0.2559201498513254,0.5103000959298342,0.0682671899246622
F_PITCHER_COUNT_PLUS_CATBOOST,native,2024,1000_plus,163991,0.4916733235360477,0.25145282416433573,0.5280150258128689,0.048001669535929645
F_PITCHER_COUNT_PLUS_CATBOOST,platt,2024,lt50,53072,0.48728142900211036,0.24999849010748024,0.49190847478185173,0.006226423869402319
F_PITCHER_COUNT_PLUS_CATBOOST,platt,2024,50_300,9350,0.453475935828877,0.2510299158027503,0.49183842262674005,0.027249627223724354
F_PITCHER_COUNT_PLUS_CATBOOST,platt,2024,300_1000,27094,0.4613567579537905,0.24996807538814197,0.5103000959298342,0.0277978643086854
F_PITCHER_COUNT_PLUS_CATBOOST,platt,2024,1000_plus,163991,0.4916733235360477,0.24943292359082245,0.5280150258128689,0.019010091526488873
F_PITCHER_COUNT_PLUS_CATBOOST,v2_strength,2024,lt50,53072,0.48728142900211036,0.24991171766184173,0.49190847478185173,0.002707315993822362
F_PITCHER_COUNT_PLUS_CATBOOST,v2_strength,2024,50_300,9350,0.453475935828877,0.24933902025505042,0.4920733024406454,0.009875616526776583
F_PITCHER_COUNT_PLUS_CATBOOST,v2_strength,2024,300_1000,27094,0.4613567579537905,0.24909150045871115,0.5103033246539673,0.009727154680354254
F_PITCHER_COUNT_PLUS_CATBOOST,v2_strength,2024,1000_plus,163991,0.4916733235360477,0.24961572507975752,0.528013816912475,0.008179129028499356
