candidate_name,calibration_mode,valid_year,pitcher_sample_bucket,n,actual_rate,brier,auc,prediction_std
A_GLOBAL_PITCHER,platt,2024,1000_plus,163991,0.4916733235360477,0.24945679995158795,0.5265714835880491,0.016302507977495186
A_GLOBAL_PITCHER,v2_strength,2024,lt50,53072,0.48728142900211036,0.24990218610914758,0.4955383407400187,0.0024326667582632586
A_GLOBAL_PITCHER,v2_strength,2024,50_300,9350,0.453475935828877,0.24927363402181885,0.4914569794705166,0.00936980203682126
A_GLOBAL_PITCHER,v2_strength,2024,300_1000,27094,0.4613567579537905,0.2491240954575866,0.5085456050431684,0.009251750159883153
A_GLOBAL_PITCHER,v2_strength,2024,1000_plus,163991,0.4916733235360477,0.24966093567577913,0.5265714835880491,0.007090792232049579
B_PITCHER_COUNT,native,2024,lt50,53072,0.48728142900211036,0.2503068565603131,0.49558143061044224,0.014498707092947321
B_PITCHER_COUNT,native,2024,50_300,9350,0.453475935828877,0.25798368930326515,0.4916070967027287,0.06334018099831283
B_PITCHER_COUNT,native,2024,300_1000,27094,0.4613567579537905,0.2549303622859779,0.5090843442510622,0.06477150783289143
B_PITCHER_COUNT,native,2024,1000_plus,163991,0.4916733235360477,0.25079675681528096,0.5286589996360326,0.0440035933105618
B_PITCHER_COUNT,platt,2024,lt50,53072,0.48728142900211036,0.2499946253054172,0.49558143061044224,0.0057034111957991705
B_PITCHER_COUNT,platt,2024,50_300,9350,0.453475935828877,0.25055645470930393,0.4916070967027287,0.02543090195020644
B_PITCHER_COUNT,platt,2024,300_1000,27094,0.4613567579537905,0.24978134728430634,0.5090843442510622,0.026142920429816485
B_PITCHER_COUNT,platt,2024,1000_plus,163991,0.4916733235360477,0.24940028197150524,0.5286589996360326,0.01737652576755479
B_PITCHER_COUNT,v2_strength,2024,lt50,53072,0.48728142900211036,0.2499034830034164,0.49558143061044224,0.002479634004506691
B_PITCHER_COUNT,v2_strength,2024,50_300,9350,0.453475935828877,0.24929748786500402,0.49146134106265926,0.00960104796133758
B_PITCHER_COUNT,v2_strength,2024,300_1000,27094,0.4613567579537905,0.2491165879579476,0.5090882061121008,0.009513229117964367
B_PITCHER_COUNT,v2_strength,2024,1000_plus,163991,0.4916733235360477,0.24962632214718616,0.5286598798845317,0.007516492040842686
C_PITCHER_GAME,native,2024,lt50,53072,0.48728142900211036,0.25046302924501307,0.49554647200355445,0.017664745448019586
C_PITCHER_GAME,native,2024,50_300,9350,0.453475935828877,0.26043327032407587,0.4903674352915112,0.07207371428324903
C_PITCHER_GAME,native,2024,300_1000,27094,0.4613567579537905,0.25400051420771946,0.5110104481293682,0.06959681445421621
C_PITCHER_GAME,native,2024,1000_plus,163991,0.4916733235360477,0.25091685862145185,0.5255814855899691,0.04526213045104889
C_PITCHER_GAME,platt,2024,lt50,53072,0.48728142900211036,0.2499482163053876,0.49554647200355445,0.004983414416019977
C_PITCHER_GAME,platt,2024,50_300,9350,0.453475935828877,0.2507135197697996,0.4903674352915112,0.02091086078047538
C_PITCHER_GAME,platt,2024,300_1000,27094,0.4613567579537905,0.24951619646773263,0.5110104481293682,0.020220777432444062
C_PITCHER_GAME,platt,2024,1000_plus,163991,0.4916733235360477,0.24959003509418168,0.5255814855899691,0.012790843907734521
C_PITCHER_GAME,v2_strength,2024,lt50,53072,0.48728142900211036,0.24988457017898422,0.49554647200355445,0.00216661158331773
C_PITCHER_GAME,v2_strength,2024,50_300,9350,0.453475935828877,0.2493234729338377,0.4903674352915112,0.008285380489642781
C_PITCHER_GAME,v2_strength,2024,300_1000,27094,0.4613567579537905,0.2490482743247931,0.5110053885158284,0.007722280931535079
C_PITCHER_GAME,v2_strength,2024,1000_plus,163991,0.4916733235360477,0.24974144803739348,0.5255814855899691,0.0055618775963884965
D_PITCHER_BATTER_HAND,native,2024,lt50,53072,0.48728142900211036,0.25037782185734836,0.49548510739543944,0.016491112724002697
D_PITCHER_BATTER_HAND,native,2024,50_300,9350,0.453475935828877,0.2588020452368159,0.4973063591551895,0.06924590552340336
D_PITCHER_BATTER_HAND,native,2024,300_1000,27094,0.4613567579537905,0.2553675548838398,0.511693687816911,0.06954852719609834
D_PITCHER_BATTER_HAND,native,2024,1000_plus,163991,0.4916733235360477,0.25051008943053266,0.5309454810798176,0.04479815938110682
D_PITCHER_BATTER_HAND,platt,2024,lt50,53072,0.48728142900211036,0.25002418039287416,0.49548510739543944,0.0068731207009233635
D_PITCHER_BATTER_HAND,platt,2024,50_300,9350,0.453475935828877,0.2507510395214161,0.4973063591551895,0.029489165294383505
D_PITCHER_BATTER_HAND,platt,2024,300_1000,27094,0.4613567579537905,0.2498408681715832,0.511693687816911,0.02982170931059779
