strategy,parameter,cap_type,cap_value,mean_brier,worst_brier,mean_pseudo_score,positive_fold_count,mean_skill_margin,worst_skill_margin,mean_pred_std,mean_auc,brier_2022,brier_2023,brier_2024,pseudo_2022,pseudo_2023,pseudo_2024,skill_2022,skill_2023,skill_2024,pred_std_2024,ready_like,selection_note
shrink,0.375,no_cap,,0.249789268993331,0.2506887443611899,38.982554409828346,2,-0.00013242470192388148,-0.00068874619007811,0.012146736792517874,0.5195480238223708,0.2489036150392225,0.2506887443611899,0.24977544757958067,104.34626037168782,0.0,12.601402857797229,0.00025999290709916023,-0.00068874619007811,3.147917720730531e-05,0.004869898301652709,True,
shrink,0.55,no_cap,,0.24981435158619406,0.2509476007309997,63.54597849673301,2,-0.00015750729478691827,-0.0009476025598879334,0.017815213962359553,0.5195480238223708,0.24871971527415704,0.2509476007309997,0.24977573875342543,178.15309218843083,0.0,12.48484330176818,0.0004438926721646308,-0.0009476025598879334,3.118800336254779e-05,0.007142517509090642,True,
temperature,2.75,no_cap,,0.24979393623590598,0.25069076777591265,37.38019059637799,2,-0.0001370919444988646,-0.0006907696048008838,0.011915583704572776,0.5195480238223708,0.24891528638094435,0.25069076777591265,0.249775754550861,99.66205234546973,0.0,12.47851944366425,0.0002483215653773241,-0.0006907696048008838,3.11722059269659e-05,0.0047252376590087635,True,
shrink,0.35,no_cap,,0.24979246763910712,0.25066713767806215,34.808515741207984,2,-0.0001356233476999813,-0.0006671395069503816,0.011336954339683349,0.5195480238223708,0.24893401602360543,0.25066713767806215,0.24977624921565378,92.14504662562916,0.0,12.280500597994783,0.00022959192271623796,-0.0006671395069503816,3.067754113419974e-05,0.004545238414875862,True,
temperature,3.0,no_cap,,0.24979837223802007,0.2506653454416823,32.19919400639319,2,-0.00014152794661293858,-0.000665347270570521,0.010926117927053829,0.5195480238223708,0.24895290363993497,0.2506653454416823,0.24977686763244297,84.56463932409129,0.0,12.032942695088284,0.0002107043063866998,-0.000665347270570521,3.005912434500546e-05,0.0043314923782341004,True,
shrink,0.325,no_cap,,0.2497973617532152,0.2506493741945029,30.468232551397794,2,-0.00014051746180807992,-0.0006493760233911294,0.010527171886848825,0.5195480238223708,0.2489654494053317,0.2506493741945029,0.24977726165981107,79.52948772224754,0.0,11.875209931945848,0.00019815854098997887,-0.0006493760233911294,2.9665096976910776e-05,0.004220578528099015,True,
shrink,0.3,no_cap,,0.24980395133565528,0.250635453910512,25.961704840394045,2,-0.0001471070442481496,-0.0006354557394002425,0.0097173894340143,0.5195480238223708,0.24899791518440137,0.250635453910512,0.24977848491205248,66.49958366150949,0.0,11.385530859672645,0.0001656927619202997,-0.0006354557394002425,2.8441844735493937e-05,0.0038959186413221676,True,
temperature,3.5,no_cap,,0.24981044511792616,0.2506369700153886,23.558560005941057,2,-0.0001536008265190051,-0.0006369718442768291,0.00936953536624493,0.5195480238223708,0.2490151213527792,0.2506369700153886,0.24977924398561063,59.594013253515534,0.0,11.08166676430764,0.0001484865935424684,-0.0006369718442768291,2.76827711773453e-05,0.003712724607101084,True,
shrink,0.25,no_cap,,0.2498222169055314,0.25061914294123555,16.449915854809635,2,-0.00016537261412426693,-0.0006191447701237862,0.008097824528345251,0.5195480238223708,0.24906594393457082,0.25061914294123555,0.24978156384078784,39.19674006803102,0.0,10.153007496397882,9.76640117508476e-05,-0.0006191447701237862,2.5362916000137847e-05,0.0032465988677684732,True,
temperature,1.75,no_cap,,0.24983063730523444,0.25101671163241124,66.255797901776,2,-0.00017379301382727808,-0.0010167134612994733,0.01867239076966096,0.5195480238223708,0.24869872098257925,0.25101671163241124,0.24977647930071276,186.5789982630888,0.0,12.188395442239193,0.0004648869637424169,-0.0010167134612994733,3.0447456075222146e-05,0.007424653913600206,False,
shrink,0.6,no_cap,,0.24983677725628572,0.25105614848991836,69.06789897367602,2,-0.0001799329648785782,-0.001056150318806598,0.0194347788680286,0.5195480238223708,0.24867646406022878,0.25105614848991836,0.24977771921871,195.511652005712,0.0,11.692044915316076,0.00048714388609288894,-0.001056150318806598,2.9207538077974382e-05,0.007791837282644335,False,
temperature,2.1,hard_cap,0.0075,0.24986671967016114,0.25064589588719205,7.219388526976836,1,-0.00020987537875399864,-0.0006458977160802848,0.005723273120680806,0.5175661257409531,0.249201439964333,0.25064589588719205,0.24975282315895836,0.0,0.0,21.658165580930508,-3.783201801133007e-05,-0.0006458977160802848,5.410359782961893e-05,0.004382420821519505,False,
shrink,0.475,hard_cap,0.0075,0.24986730024075618,0.25064765012795154,7.208816128373865,1,-0.00021045594934903286,-0.0006476519568397732,0.005720272877502058,0.5175848374679554,0.2492013482036065,0.25064765012795154,0.24975290239071046,0.0,0.0,21.626448385121595,-3.774025728484065e-05,-0.0006476519568397732,5.402436607751526e-05,0.004376502225584487,False,
temperature,2.2,hard_cap,0.0075,0.24986721816405208,0.25064549640940637,7.042750018529985,1,-0.00021037387264495147,-0.0006454982382946006,0.005655845013543134,0.5176651463258967,0.24920201115810328,0.25064549640940637,0.24975414692464662,0.0,0.0,21.128250055589955,-3.8403211781612434e-05,-0.0006454982382946006,5.277983214135862e-05,0.004278261232453652,False,
shrink,0.45,hard_cap,0.0075,0.24986792129134736,0.2506472803485901,6.998881454523432,1,-0.00021107699994021845,-0.0006472821774783089,0.005641594932611373,0.5176820435053026,0.2492020078406707,0.2506472803485901,0.2497544756847813,0.0,0.0,20.996644363570297,-3.839989434903379e-05,-0.0006472821774783089,5.2451072006687305e-05,0.004255146918627364,False,
temperature,2.3,hard_cap,0.0075,0.24986777821244063,0.2506451634368395,6.854186146518946,1,-0.00021093392103349595,-0.0006451652657277485,0.005590034137741018,0.5177677973743037,0.24920261113899483,0.2506451634368395,0.24975556006148755,0.0,0.0,20.562558439556838,-3.900319267316488e-05,-0.0006451652657277485,5.136669530042548e-05,0.004177451863703551,False,
temperature,2.1,soft_cap,0.0075,0.2498709907504727,0.25064403028250687,6.085850812825146,1,-0.00021414645906556173,-0.0006440321113951042,0.005277760857635279,0.5195480246407396,0.24920762384277081,0.25064403028250687,0.2497613181261404,0.0,0.0,18.257552438475436,-4.40158964491455e-05,-0.0006440321113951042,4.5608630647564485e-05,0.0038557248905990967,False,
shrink,0.475,soft_cap,0.0075,0.24987157556659612,0.25064573241358107,6.074740080053263,1,-0.000214731275188997,-0.0006457342424693036,0.005274093826868016,0.519548023855548,0.2492075928939267,0.25064573241358107,0.24976140139228065,0.0,0.0,18.224220240159788,-4.398494760501914e-05,-0.0006457342424693036,4.552536450733169e-05,0.003850345706637704,False,
temperature,2.1,hard_cap,0.005,0.24990599193472943,0.25067743144880217,6.030016608601392,1,-0.00024914764332228945,-0.0006774332776904035,0.004156528996904841,0.5167250065257509,0.24927880779611675,0.25067743144880217,0.24976173655926937,0.0,0.0,18.090049825804176,-0.00011519984979507791,-0.0006774332776904035,4.5190197518613084e-05,0.0034639394174426144,False,
shrink,0.475,hard_cap,0.005,0.2499063911467183,0.2506786959515511,6.026659151159584,1,-0.0002495468553111631,-0.0006786977804393579,0.004155493403186849,0.5167438455052439,0.24927871576785066,0.2506786959515511,0.24976176172075312,0.0,0.0,18.07997745347875,-0.00011510782152898691,-0.0006786977804393579,4.5165036034855444e-05,0.003460937650402539,False,
temperature,2.2,hard_cap,0.005,0.24990613489344618,0.2506773008944996,5.978413924632631,1,-0.00024929060203906134,-0.0006773027233878126,0.004122266431035057,0.5168460400980209,0.24927898050533281,0.2506773008944996,0.2497621232805062,0.0,0.0,17.935241773897893,-0.0001153725590111454,-0.0006773027233878126,4.4803476281773946e-05,0.0034088400935233633,False,
shrink,0.45,hard_cap,0.005,0.249906585111386,0.2506786050366966,5.965682207300749,1,-0.0002497408199788609,-0.0006786068655848243,0.004115475507379201,0.5168498304043075,0.24927893160281983,0.2506786050366966,0.24976221869464157,0.0,0.0,17.89704662190225,-0.0001153236564981619,-0.0006786068655848243,4.470806214640355e-05,0.00339655866577991,False,
temperature,2.3,hard_cap,0.005,0.24990630033956948,0.2506771575219094,5.925798275361207,1,-0.0002494560481623165,-0.0006771593507976237,0.004088295914740359,0.5168812166758571,0.24927922590368345,0.2506771575219094,0.24976251759311552,0.0,0.0,17.777394826083622,-0.00011561795736178548,-0.0006771593507976237,4.440916367245973e-05,0.003354272896581915,False,
temperature,2.2,soft_cap,0.0075,0.24987172461547588,0.25064384933218303,5.921522210179585,1,-0.00021488032406873545,-0.0006438511610712683,0.0052073290196050365,0.5195480234684817,0.24920877487540802,0.25064384933218303,0.24976254963883657,0.0,0.0,17.764566630538756,-4.5166929086348784e-05,-0.0006438511610712683,4.437711795141075e-05,0.003764576421816845,False,
shrink,0.45,soft_cap,0.0075,0.24987245463704677,0.250645575268221,5.883075177582641,1,-0.000215610345639633,-0.0006455770971092456,0.005191957382714934,0.5195480238334299,0.24920895087403105,0.250645575268221,0.24976283776888825,0.0,0.0,17.649225532747923,-4.5342927709385306e-05,-0.0006455770971092456,4.4088987899731924e-05,0.0037443452968236915,False,
temperature,2.3,soft_cap,0.0075,0.2498724794260894,0.25064370893881716,5.761569268544437,1,-0.00021563513468225715,-0.000643710767705391,0.005138866316122407,0.5195480238223709,0.2492099809800312,0.25064370893881716,0.24976374835941983,0.0,0.0,17.28470780563331,-4.6373033709523614e-05,-0.000643710767705391,4.317839736814322e-05,0.003677371155067616,False,
temperature,2.1,soft_cap,0.005,0.2499083530359274,0.25067664078756235,5.383986245358574,1,-0.00025150874452023464,-0.0006766426164505901,0.003890474011160575,0.5195465615633431,0.2492818402751614,0.25067664078756235,0.24976657804505836,0.0,0.0,16.15195873607572,-0.00011823232883972912,-0.0006766426164505901,4.0348711729615294e-05,0.003085613447231136,False,
shrink,0.475,soft_cap,0.005,0.24990876136252618,0.25067788065428764,5.3773491382736465,1,-0.000251917071119064,-0.000677882483175879,0.003888803642366044,0.5195472666101186,0.2492817756483729,0.25067788065428764,0.24976662778491807,0.0,0.0,16.13204741482094,-0.00011816770205122507,-0.000677882483175879,4.029897186991205e-05,0.0030823757838204595,False,
temperature,2.2,soft_cap,0.005,0.24990870918737598,0.2506765414962377,5.2855068533669955,1,-0.0002518648959688545,-0.0006765433251259279,0.003851308910073095,0.5195472719737514,0.24928226999580405,0.2506765414962377,0.24976731607008623,0.0,0.0,15.856520560100988,-0.00011866204948238201,-0.0006765433251259279,3.96106867017465e-05,0.003028699484716402,False,
shrink,0.45,soft_cap,0.005,0.24990919295196923,0.250677806215398,5.262015133783839,1,-0.0002523486605620721,-0.0006778080442862155,0.0038431193058695856,0.5195477548665949,0.24928228051859522,0.250677806215398,0.24976749212191443,0.0,0.0,15.786045401351517,-0.00011867257227354822,-0.0006778080442862155,3.943463487354748e-05,0.003016087692405834,False,
temperature,2.3,soft_cap,0.005,0.2499090778114923,0.250676454757777,5.186814393866652,1,-0.0002522335200851415,-0.0006764565866652361,0.0038130099826560247,0.5195475814940744,0.24928272298481355,0.250676454757777,0.2497680556918863,0.0,0.0,15.560443181599956,-0.00011911503849187932,-0.0006764565866652361,3.887106490169101e-05,0.002973628947522535,False,
