strategy,parameter,cap_type,cap_value,mean_brier,worst_brier,mean_pseudo_score,positive_fold_count,mean_skill_margin,worst_skill_margin,mean_pred_std,mean_auc,brier_2022,brier_2023,brier_2024,pseudo_2022,pseudo_2023,pseudo_2024,skill_2022,skill_2023,skill_2024,pred_std_2024,ready_like,selection_note
shrink,0.45,soft_cap,0.02,0.24977756581555788,0.2505736521080649,28.279603537640046,2,-0.00012072152415073163,-0.0005736539369531612,0.009252358346487712,0.5195480238223708,0.24899169628534962,0.2505736521080649,0.24976734905325906,68.99549351889596,0.0,15.843317094024181,0.00017191166097205168,-0.0005736539369531612,3.9577703528914654e-05,0.005190296614665203,True,
temperature,2.2,hard_cap,0.015,0.24979042758602332,0.2505853127646212,24.67769942152847,2,-0.00013358329461618523,-0.0005853145935094395,0.009034299587973743,0.5190241239150878,0.24901832889687248,0.2505853127646212,0.2497676410965763,58.306688784379354,0.0,15.72640948020605,0.0001452790494491929,-0.0005853145935094395,3.928566021169089e-05,0.005548354664066808,True,
temperature,2.1,soft_cap,0.025,0.24975750465716742,0.2505689499858114,35.702209708939925,2,-0.00010066036576030409,-0.0005689518146996531,0.01053733280228456,0.5195480238223708,0.24893545885370705,0.2505689499858114,0.24976810513198386,91.56597726894864,0.0,15.540651857871131,0.00022814909261462124,-0.0005689518146996531,3.882162480411955e-05,0.005655239419894586,True,
shrink,0.45,hard_cap,0.015,0.249791722275895,0.2505881458052938,24.537264729337974,2,-0.00013487798448786706,-0.0005881476341820513,0.008995973381898807,0.5190550930148483,0.2490188780336699,0.2505881458052938,0.2497681429887213,58.08629672875406,0.0,15.525497459259865,0.00014472991265176982,-0.0005881476341820513,3.878376806668027e-05,0.005506754164571242,True,
temperature,2.3,soft_cap,0.02,0.249778749638949,0.2505705883962081,27.394893032889527,2,-0.00012190534754187114,-0.0005705902250963402,0.009087952921062216,0.5195480238223708,0.248997514582241,0.2505705883962081,0.2497681459383979,66.66036242196442,0.0,15.524316676704165,0.00016609336408066055,-0.0005705902250963402,3.8780818390066196e-05,0.005049511975819795,True,
shrink,0.475,soft_cap,0.025,0.2497589363951972,0.2505720688574817,35.54486302014041,2,-0.0001020921037900487,-0.0005720706863699132,0.010510620746650599,0.5195480238223708,0.24893656127804406,0.2505720688574817,0.24976817905006582,91.12352728754917,0.0,15.511061772872065,0.00022704666827760844,-0.0005720706863699132,3.874770672215866e-05,0.005640903201834326,True,
temperature,2.2,soft_cap,0.025,0.2497610900259383,0.2505683133603028,34.178378787331546,2,-0.00010424573453114243,-0.0005683151891910099,0.01025062025062978,0.5195480238223708,0.2489459835148264,0.2505683133603028,0.24976897320268565,87.34198115406144,0.0,15.193155207933202,0.0002176244314952558,-0.0005683151891910099,3.7953554102326814e-05,0.0054356542133545,True,
shrink,0.45,soft_cap,0.025,0.2497631623706397,0.2505713775615158,33.75666545975542,2,-0.00010631807923256835,-0.0005713793904040532,0.010176576799410473,0.5195480238223708,0.24894891716060713,0.2505713775615158,0.24976919238979617,86.16458377853893,0.0,15.10541260072733,0.0002146907857145386,-0.0005713793904040532,3.773436699180954e-05,0.005386641085926818,True,
temperature,2.1,soft_cap,0.03,0.24974921749237913,0.2505751330565155,39.85589785623046,2,-9.2373200972005e-05,-0.0005751348854037552,0.011308698341955309,0.5195480238223708,0.24890291048835453,0.2505751330565155,0.24976960893226738,104.62902673303066,0.0,14.938666835660747,0.0002606974579671406,-0.0005751348854037552,3.731782452059962e-05,0.0057955981300316034,True,
temperature,2.3,hard_cap,0.015,0.24979170697018596,0.25058422364907434,24.019211389666925,2,-0.0001348626787788243,-0.00058422547796258,0.008870228788351383,0.5190971375701453,0.249021263972909,0.25058422364907434,0.24976963328857454,57.128717386103496,0.0,14.928916782897284,0.00014234397341267302,-0.00058422547796258,3.7293468213434045e-05,0.005372200734034401,True,
