valid_year,base_model,calibration,target_rate_estimator,mean_matching,strategy,parameter,cap_type,cap_value,target_rate,actual_rate,constant_brier,model_brier,skill_margin,pseudo_score,auc,logloss,pred_mean,pred_std
2022,catboost,platt,linear_trend_recent3,logit_intercept_shift,shrink,0.25,no_cap,,0.5114727049981269,0.5289204435249241,0.24916360794632167,0.24906594393457082,9.76640117508476e-05,39.19674006803102,0.5324856858143385,0.6912780777669575,0.5114727049981269,0.007184696734669935
2022,catboost,platt,linear_trend_recent3,logit_intercept_shift,shrink,0.3,no_cap,,0.5114727049981269,0.5289204435249241,0.24916360794632167,0.24899791518440137,0.0001656927619202997,66.49958366150949,0.5324856858143385,0.691141717294169,0.5114727049981269,0.008621636081603924
2022,catboost,platt,linear_trend_recent3,logit_intercept_shift,shrink,0.325,no_cap,,0.5114727049981269,0.5289204435249241,0.24916360794632167,0.2489654494053317,0.00019815854098997887,79.52948772224754,0.5324856858143385,0.6910766116232809,0.5114727049981269,0.009340105755070917
2022,catboost,platt,linear_trend_recent3,logit_intercept_shift,shrink,0.35,no_cap,,0.5114727049981269,0.5289204435249241,0.24916360794632167,0.24893401602360543,0.00022959192271623796,92.14504662562916,0.5324856858143385,0.6910135549580095,0.5114727049981269,0.01005857542853791
2022,catboost,platt,linear_trend_recent3,logit_intercept_shift,shrink,0.375,no_cap,,0.5114727049981269,0.5289204435249241,0.24916360794632167,0.2489036150392225,0.00025999290709916023,104.34626037168782,0.5324856858143385,0.6909525468792296,0.5114727049981269,0.010777045102004904
2022,catboost,platt,linear_trend_recent3,logit_intercept_shift,shrink,0.4,no_cap,,0.5114727049981269,0.5289204435249241,0.24916360794632167,0.24887424645218303,0.00028936149413863466,116.13312896037891,0.5324856858143385,0.6908935870553646,0.5114727049981269,0.011495514775471897
2022,catboost,platt,linear_trend_recent3,logit_intercept_shift,shrink,0.425,no_cap,,0.5114727049981269,0.5289204435249241,0.24916360794632167,0.2488459102624869,0.00031769768383477226,127.50565239174702,0.5324856858143385,0.6908366752424254,0.5114727049981269,0.01221398444893889
2022,catboost,platt,linear_trend_recent3,logit_intercept_shift,shrink,0.45,no_cap,,0.5114727049981269,0.5289204435249241,0.24916360794632167,0.24881860647013415,0.00034500147618751753,138.46383066576988,0.5324856858143385,0.6907818112840695,0.5114727049981269,0.012932454122405884
2022,catboost,platt,linear_trend_recent3,logit_intercept_shift,shrink,0.475,no_cap,,0.5114727049981269,0.5289204435249241,0.24916360794632167,0.2487923350751248,0.00037127287119687047,149.00766378244742,0.5324856858143385,0.6907289951116826,0.5114727049981269,0.013650923795872877
2022,catboost,platt,linear_trend_recent3,logit_intercept_shift,shrink,0.5,no_cap,,0.5114727049981269,0.5289204435249241,0.24916360794632167,0.24876709607745884,0.0003965118688628311,159.13715174177975,0.5324856858143385,0.6906782267444823,0.5114727049981269,0.01436939346933987
2022,catboost,platt,linear_trend_recent3,logit_intercept_shift,shrink,0.525,no_cap,,0.5114727049981269,0.5289204435249241,0.24916360794632167,0.24874288947713624,0.0004207184691854271,168.85229454377793,0.5324856858143385,0.6906295062896418,0.5114727049981269,0.015087863142806865
2022,catboost,platt,linear_trend_recent3,logit_intercept_shift,shrink,0.55,no_cap,,0.5114727049981269,0.5289204435249241,0.24916360794632167,0.24871971527415704,0.0004438926721646308,178.15309218843083,0.5324856858143385,0.690582833942437,0.5114727049981269,0.01580633281627386
2022,catboost,platt,linear_trend_recent3,logit_intercept_shift,shrink,0.6,no_cap,,0.5114727049981269,0.5289204435249241,0.24916360794632167,0.24867646406022878,0.00048714388609288894,195.511652005712,0.5324856858143385,0.6904956347935868,0.5114727049981269,0.017243272163207847
2023,catboost,platt,linear_trend_recent3,logit_intercept_shift,shrink,0.25,no_cap,,0.5276733290608981,0.49995723449750534,0.24999999817111176,0.25061914294123555,-0.0006191447701237862,0.0,0.5154708686332126,0.6943910813783987,0.5276733290608981,0.013862177982597342
2023,catboost,platt,linear_trend_recent3,logit_intercept_shift,shrink,0.3,no_cap,,0.5276733290608981,0.49995723449750534,0.24999999817111176,0.250635453910512,-0.0006354557394002425,0.0,0.5154708686332126,0.6944260737483184,0.5276733290608981,0.01663461357911681
2023,catboost,platt,linear_trend_recent3,logit_intercept_shift,shrink,0.325,no_cap,,0.5276733290608981,0.49995723449750534,0.24999999817111176,0.2506493741945029,-0.0006493760233911294,0.0,0.5154708686332126,0.6944554081628139,0.5276733290608981,0.018020831377376544
2023,catboost,platt,linear_trend_recent3,logit_intercept_shift,shrink,0.35,no_cap,,0.5276733290608981,0.49995723449750534,0.24999999817111176,0.25066713767806215,-0.0006671395069503816,0.0,0.5154708686332126,0.694492662026049,0.5276733290608981,0.019407049175636275
2023,catboost,platt,linear_trend_recent3,logit_intercept_shift,shrink,0.375,no_cap,,0.5276733290608981,0.49995723449750534,0.24999999817111176,0.2506887443611899,-0.00068874619007811,0.0,0.5154708686332126,0.6945378580703973,0.5276733290608981,0.02079326697389601
2023,catboost,platt,linear_trend_recent3,logit_intercept_shift,shrink,0.4,no_cap,,0.5276733290608981,0.49995723449750534,0.24999999817111176,0.250714194243886,-0.0007141960727742591,0.0,0.5154708686332126,0.6945910208783044,0.5276733290608981,0.022179484772155745
2023,catboost,platt,linear_trend_recent3,logit_intercept_shift,shrink,0.425,no_cap,,0.5276733290608981,0.49995723449750534,0.24999999817111176,0.2507434873261506,-0.000743489155038829,0.0,0.5154708686332126,0.6946521769203763,0.5276733290608981,0.02356570257041548
2023,catboost,platt,linear_trend_recent3,logit_intercept_shift,shrink,0.45,no_cap,,0.5276733290608981,0.49995723449750534,0.24999999817111176,0.25077662360798353,-0.000776625436871764,0.0,0.5154708686332126,0.6947213545965762,0.5276733290608981,0.024951920368675214
2023,catboost,platt,linear_trend_recent3,logit_intercept_shift,shrink,0.475,no_cap,,0.5276733290608981,0.49995723449750534,0.24999999817111176,0.25081360308938494,-0.0008136049182731753,0.0,0.5154708686332126,0.6947985842807002,0.5276733290608981,0.026338138166934946
2023,catboost,platt,linear_trend_recent3,logit_intercept_shift,shrink,0.5,no_cap,,0.5276733290608981,0.49995723449750534,0.24999999817111176,0.2508544257703548,-0.0008544275992430628,0.0,0.5154708686332126,0.6948838983683261,0.5276733290608981,0.027724355965194684
2023,catboost,platt,linear_trend_recent3,logit_intercept_shift,shrink,0.525,no_cap,,0.5276733290608981,0.49995723449750534,0.24999999817111176,0.250899091650893,-0.00089909347978126,0.0,0.5154708686332126,0.694977331328441,0.5276733290608981,0.02911057376345442
2023,catboost,platt,linear_trend_recent3,logit_intercept_shift,shrink,0.55,no_cap,,0.5276733290608981,0.49995723449750534,0.24999999817111176,0.2509476007309997,-0.0009476025598879334,0.0,0.5154708686332126,0.69507891975898,0.5276733290608981,0.030496791561714153
2023,catboost,platt,linear_trend_recent3,logit_intercept_shift,shrink,0.6,no_cap,,0.5276733290608981,0.49995723449750534,0.24999999817111176,0.25105614848991836,-0.001056150318806598,0.0,0.5154708686332126,0.6953067204304666,0.5276733290608981,0.03326922715823362
2024,catboost,platt,linear_trend_recent3,logit_intercept_shift,shrink,0.25,no_cap,,0.48774205570452267,0.4861049201797189,0.24980692675678798,0.24978156384078784,2.5362916000137847e-05,10.153007496397882,0.5106875170195614,0.6927101914629091,0.4877420557045226,0.0032465988677684732
2024,catboost,platt,linear_trend_recent3,logit_intercept_shift,shrink,0.3,no_cap,,0.48774205570452267,0.4861049201797189,0.24980692675678798,0.24977848491205248,2.8441844735493937e-05,11.385530859672645,0.5106875170195614,0.692704013955298,0.48774205570452267,0.0038959186413221676
2024,catboost,platt,linear_trend_recent3,logit_intercept_shift,shrink,0.325,no_cap,,0.48774205570452267,0.4861049201797189,0.24980692675678798,0.24977726165981107,2.9665096976910776e-05,11.875209931945848,0.5106875170195614,0.6927015570874988,0.4877420557045226,0.004220578528099015
2024,catboost,platt,linear_trend_recent3,logit_intercept_shift,shrink,0.35,no_cap,,0.48774205570452267,0.4861049201797189,0.24980692675678798,0.24977624921565378,3.067754113419974e-05,12.280500597994783,0.5106875170195614,0.6926995215344398,0.4877420557045226,0.004545238414875862
2024,catboost,platt,linear_trend_recent3,logit_intercept_shift,shrink,0.375,no_cap,,0.48774205570452267,0.4861049201797189,0.24980692675678798,0.24977544757958067,3.147917720730531e-05,12.601402857797229,0.5106875170195614,0.6926979073461212,0.48774205570452267,0.004869898301652709
2024,catboost,platt,linear_trend_recent3,logit_intercept_shift,shrink,0.4,no_cap,,0.48774205570452267,0.4861049201797189,0.24980692675678798,0.24977485675159172,3.207000519625525e-05,12.837916711364294,0.5106875170195614,0.6926967145781054,0.4877420557045226,0.005194558188429557
2024,catboost,platt,linear_trend_recent3,logit_intercept_shift,shrink,0.425,no_cap,,0.48774205570452267,0.4861049201797189,0.24980692675678798,0.2497744767316869,3.245002510107731e-05,12.990042158707093,0.5106875170195614,0.6926959432915201,0.4877420557045226,0.005519218075206404
2024,catboost,platt,linear_trend_recent3,logit_intercept_shift,shrink,0.45,no_cap,,0.48774205570452267,0.4861049201797189,0.24980692675678798,0.24977430751986635,3.261923692163271e-05,13.057779199770069,0.5106875170195614,0.6926955935530617,0.48774205570452267,0.005843877961983252
