candidate_id,candidate_type,valid_year,weights,raw_prediction_std,actual_rate,constant_brier,model_brier,skill_margin,pseudo_score,auc,logloss,prediction_std,prediction_mean
blend2__A_v2_base__0.3__B_tuned_base__0.7,two_model_blend,2024,A_v2_base:0.300;B_tuned_base:0.700,0.06526070378796925,0.4861049201797189,0.24980692675678798,0.24976492358708718,4.2003169700793874e-05,16.814253410069835,0.5116237066239259,0.6926768224602081,0.005614014400479674,0.487735934357085
blend2__A_v2_base__0.4__B_tuned_base__0.6,two_model_blend,2022,A_v2_base:0.400;B_tuned_base:0.600,0.05679996164241203,0.5289204435249241,0.24916360794632167,0.24890754005684396,0.0002560678894777124,102.7709831256249,0.5337628928716375,0.690960635196046,0.011172163237231476,0.5115814056015144
blend2__A_v2_base__0.4__B_tuned_base__0.6,two_model_blend,2023,A_v2_base:0.400;B_tuned_base:0.600,0.06187610427028159,0.49995723449750534,0.24999999817111176,0.25058063002748543,-0.0005806318563736645,0.0,0.5148501660351416,0.6943124374156673,0.014398701659503804,0.5271412158972415
blend2__A_v2_base__0.4__B_tuned_base__0.6,two_model_blend,2024,A_v2_base:0.400;B_tuned_base:0.600,0.06529270691581669,0.4861049201797189,0.24980692675678798,0.2497661828971797,4.0743859608283195e-05,16.310140049859953,0.5114952158655641,0.6926793423569279,0.005616485306081616,0.4877358443158275
blend2__A_v2_base__0.5__B_tuned_base__0.5,two_model_blend,2022,A_v2_base:0.500;B_tuned_base:0.500,0.05679360380257969,0.5289204435249241,0.24916360794632167,0.2489126805487852,0.0002509273975364601,100.7078841106356,0.5335282039679983,0.6909709303273318,0.011146178369629146,0.5115796068090408
blend2__A_v2_base__0.5__B_tuned_base__0.5,two_model_blend,2023,A_v2_base:0.500;B_tuned_base:0.500,0.06189587674657556,0.49995723449750534,0.24999999817111176,0.2505785599424656,-0.0005785617713538194,0.0,0.5148973092162098,0.6943082691859481,0.01438118174876944,0.5271499745600486
blend2__A_v2_base__0.5__B_tuned_base__0.5,two_model_blend,2024,A_v2_base:0.500;B_tuned_base:0.500,0.06533409424271311,0.4861049201797189,0.24980692675678798,0.24976745650263996,3.9470254148021855e-05,15.800304123051838,0.5113643598461313,0.6926818908850975,0.005618604314670932,0.4877357628033037
blend2__A_v2_base__0.6__B_tuned_base__0.4,two_model_blend,2022,A_v2_base:0.600;B_tuned_base:0.400,0.056800287089520875,0.5289204435249241,0.24916360794632167,0.2489179585002307,0.0002456494460909564,98.58961672439646,0.5332851605610057,0.6909815008878092,0.011118635823295902,0.5115775930360051
blend2__A_v2_base__0.6__B_tuned_base__0.4,two_model_blend,2023,A_v2_base:0.600;B_tuned_base:0.400,0.06192313612645227,0.49995723449750534,0.24999999817111176,0.25057642385963586,-0.0005764256885240904,0.0,0.5149730524931555,0.694303968556464,0.014362938017618796,0.5271583761569285
blend2__A_v2_base__0.6__B_tuned_base__0.4,two_model_blend,2024,A_v2_base:0.600;B_tuned_base:0.400,0.06538484794861886,0.4861049201797189,0.24980692675678798,0.24976874349334532,3.818326344265377e-05,15.285109960072882,0.5112298756437843,0.6926844662238842,0.005620373136775429,0.4877356910793061
blend2__A_v2_base__0.7__B_tuned_base__0.3,two_model_blend,2022,A_v2_base:0.700;B_tuned_base:0.300,0.056820006901462716,0.5289204435249241,0.24916360794632167,0.24892341379812488,0.0002401941481967873,96.40017263216598,0.5330375499617275,0.690992426726691,0.011089520128811627,0.5115753568468403
blend2__A_v2_base__0.7__B_tuned_base__0.3,two_model_blend,2023,A_v2_base:0.700;B_tuned_base:0.300,0.06195787252795526,0.49995723449750534,0.24999999817111176,0.25057428567144346,-0.0005742875003316994,0.0,0.5150648488136167,0.6942996630128163,0.014344206283897397,0.5271665463147681
blend2__A_v2_base__0.7__B_tuned_base__0.3,two_model_blend,2024,A_v2_base:0.700;B_tuned_base:0.300,0.06544494624216303,0.4861049201797189,0.24980692675678798,0.2497700405905445,3.688616624347718e-05,14.76587007508785,0.5110943559078158,0.6926870618139851,0.00562176908690085,0.48773562353994315
blend2__A_v2_base__0.8__B_tuned_base__0.2,two_model_blend,2022,A_v2_base:0.800;B_tuned_base:0.200,0.05685274967295103,0.5289204435249241,0.24916360794632167,0.24892898830169413,0.00023461964462753726,94.16288621012517,0.5327917985473708,0.691003591293127,0.011058810373402062,0.5115729400149005
blend2__A_v2_base__0.8__B_tuned_base__0.2,two_model_blend,2023,A_v2_base:0.800;B_tuned_base:0.200,0.062000073383770435,0.49995723449750534,0.24999999817111176,0.2505721775683046,-0.0005721793971928124,0.0,0.5151606386960473,0.6942954179985239,0.014324992414003604,0.5271744326554115
blend2__A_v2_base__0.8__B_tuned_base__0.2,two_model_blend,2024,A_v2_base:0.800;B_tuned_base:0.200,0.06551436340713782,0.4861049201797189,0.24980692675678798,0.24977134777198334,3.557898480463506e-05,14.242593376633932,0.5109586237019875,0.6926896776105803,0.005622779805498437,0.487735557502771
blend2__A_v2_base__0.9__B_tuned_base__0.1,two_model_blend,2022,A_v2_base:0.900;B_tuned_base:0.100,0.056898492921437525,0.5289204435249241,0.24916360794632167,0.24893469336888546,0.0002289145774362067,91.87319902893792,0.5325372691522915,0.6910150172734743,0.011026393324244743,0.5115703531539749
blend2__A_v2_base__0.9__B_tuned_base__0.1,two_model_blend,2023,A_v2_base:0.900;B_tuned_base:0.100,0.06204972346387076,0.49995723449750534,0.24999999817111176,0.2505701212805403,-0.0005701231094285275,0.0,0.5152562674040752,0.6942912766441534,0.014305235214725747,0.5271820080958802
blend2__A_v2_base__0.9__B_tuned_base__0.1,two_model_blend,2024,A_v2_base:0.900;B_tuned_base:0.100,0.06559306985705683,0.4861049201797189,0.24980692675678798,0.24977266686595673,3.4259890831250805e-05,13.714547981532247,0.5108223779494697,0.6926923172785571,0.0056234058987793024,0.4877354959884139
blend2__A_v2_base__1.0__B_tuned_base__0.0,two_model_blend,2022,A_v2_base:1.000;B_tuned_base:0.000,0.05695720532425376,0.5289204435249241,0.24916360794632167,0.24894055749927693,0.00022305044704473698,89.51967299044315,0.5322787370048183,0.6910267618039342,0.01099229483839128,0.5115676534729856
