feature,importance,alpha,feature_set,valid_year
te_pitcher_hand__batter_hand,0.0899283726672363,20,recent_50,2022
te_pitcher_hand__batter_hand_delta,0.0445749009612666,20,recent_50,2022
te_base_state__outs_before,0.3125633561802511,20,recent_50,2022
te_base_state__outs_before_delta,0.3522341870937403,20,recent_50,2022
asof_pitcher_success_minus_global,1.0399265680652725,20,recent_50,2022
asof_batter_success_minus_global,0.3411256548246317,20,recent_50,2022
pitcher_success_x_two_strike,0.1314825942639042,20,recent_50,2022
pitcher_success_x_runner_on,0.3339872069781622,20,recent_50,2022
pitcher_fastball_x_hitter_count,0.1333596119811977,20,recent_50,2022
season,1.5372296263888947,20,recent_20_50_100,2022
game_month,0.7534433849575177,20,recent_20_50_100,2022
game_dayofweek,0.1202554744727611,20,recent_20_50_100,2022
inning,0.201785021438388,20,recent_20_50_100,2022
balls_before,0.3821814737711569,20,recent_20_50_100,2022
strikes_before,0.243587580961783,20,recent_20_50_100,2022
outs_before,0.0353899584452366,20,recent_20_50_100,2022
run_top_before,0.0997520405771722,20,recent_20_50_100,2022
run_bot_before,0.0746042966190665,20,recent_20_50_100,2022
run_total_before,0.1887611951636384,20,recent_20_50_100,2022
score_diff_home,0.1420685164216995,20,recent_20_50_100,2022
score_diff_pitcher_team,0.0928378941141689,20,recent_20_50_100,2022
runner_on_1b,0.0,20,recent_20_50_100,2022
runner_on_2b,0.0,20,recent_20_50_100,2022
runner_on_3b,0.7689489976960853,20,recent_20_50_100,2022
num_runners_on,0.5374722895022961,20,recent_20_50_100,2022
home_win_expectancy,0.2351599959514617,20,recent_20_50_100,2022
away_win_expectancy,0.1636927393803479,20,recent_20_50_100,2022
li,0.2824922809153157,20,recent_20_50_100,2022
pitcher_hand,0.0,20,recent_20_50_100,2022
batter_hand,0.0,20,recent_20_50_100,2022
pitcher_team_id,0.2017085078233542,20,recent_20_50_100,2022
batter_team_id,0.341231159511536,20,recent_20_50_100,2022
asof_pitcher_n,0.9558488342818104,20,recent_20_50_100,2022
asof_pitcher_success_rate,0.9681680101308388,20,recent_20_50_100,2022
asof_pitcher_reverse_rate,0.6553585591186402,20,recent_20_50_100,2022
asof_pitcher_middle_rate,0.4360228700442548,20,recent_20_50_100,2022
asof_pitcher_ball_rate,0.1300615066090371,20,recent_20_50_100,2022
asof_pitcher_strike_rate,0.1405091494465444,20,recent_20_50_100,2022
asof_pitcher_prev1_game_success_rate,0.3299185150805639,20,recent_20_50_100,2022
asof_pitcher_prev3_game_success_rate,0.1107196614687983,20,recent_20_50_100,2022
asof_pitcher_prev5_game_success_rate,0.3344519329784149,20,recent_20_50_100,2022
asof_pitcher_prev1_game_middle_rate,0.1366328460037585,20,recent_20_50_100,2022
asof_pitcher_prev3_game_middle_rate,0.3606210143170191,20,recent_20_50_100,2022
asof_pitcher_prev5_game_middle_rate,0.1260449314894396,20,recent_20_50_100,2022
asof_batter_n,0.2710059458060755,20,recent_20_50_100,2022
asof_batter_success_rate,0.3615956292865299,20,recent_20_50_100,2022
asof_batter_middle_rate,0.103885140298173,20,recent_20_50_100,2022
asof_pitcher_pitchmix_n,0.677233869685524,20,recent_20_50_100,2022
asof_pitcher_fastball_rate,0.0810579927415806,20,recent_20_50_100,2022
asof_pitcher_breaking_rate,0.1825949371138713,20,recent_20_50_100,2022
asof_pitcher_offspeed_rate,0.0893832922448197,20,recent_20_50_100,2022
rf_pitcher_recent_100_control_rate,0.1125810442886635,20,recent_20_50_100,2022
rf_pitcher_recent_100_n,0.0174335401293503,20,recent_20_50_100,2022
rf_pitcher_recent_20_control_rate,0.0642324692704706,20,recent_20_50_100,2022
rf_pitcher_recent_20_n,0.0821570373276034,20,recent_20_50_100,2022
rf_pitcher_recent_50_control_rate,0.1342797312236743,20,recent_20_50_100,2022
rf_pitcher_recent_50_n,0.0296425492432581,20,recent_20_50_100,2022
top_bottom_code,0.0,20,recent_20_50_100,2022
game_type_code,1.2487710926499451,20,recent_20_50_100,2022
base_state_code,0.776633562447198,20,recent_20_50_100,2022
pitcher_id_code,0.7968669061908853,20,recent_20_50_100,2022
batter_id_code,0.1406428457046434,20,recent_20_50_100,2022
count_index,0.3931515409942805,20,recent_20_50_100,2022
two_strike,0.0,20,recent_20_50_100,2022
three_ball,0.0555144112551761,20,recent_20_50_100,2022
full_count,0.0,20,recent_20_50_100,2022
pitcher_count,0.0359359041893131,20,recent_20_50_100,2022
hitter_count,0.2128321965557672,20,recent_20_50_100,2022
even_count,0.0,20,recent_20_50_100,2022
runner_on,0.0,20,recent_20_50_100,2022
scoring_position,0.857536115672622,20,recent_20_50_100,2022
abs_score_diff_pitcher_team,0.2876043112442123,20,recent_20_50_100,2022
pitcher_team_leading,0.0,20,recent_20_50_100,2022
pitcher_team_trailing,0.1351022822647536,20,recent_20_50_100,2022
late_inning,0.0,20,recent_20_50_100,2022
te_pitcher_id,4.297586021705439,20,recent_20_50_100,2022
te_pitcher_id_delta,3.8945048451978046,20,recent_20_50_100,2022
te_batter_id,0.4570883578529187,20,recent_20_50_100,2022
te_batter_id_delta,0.7417056214741327,20,recent_20_50_100,2022
te_pitcher_team_id,0.3500950235542656,20,recent_20_50_100,2022
te_pitcher_team_id_delta,0.343097712767874,20,recent_20_50_100,2022
te_batter_team_id,1.5276640206262886,20,recent_20_50_100,2022
te_batter_team_id_delta,1.3872185946402389,20,recent_20_50_100,2022
te_game_type,0.0696373124446927,20,recent_20_50_100,2022
te_game_type_delta,0.7236347576643298,20,recent_20_50_100,2022
te_season,0.2177220323003093,20,recent_20_50_100,2022
te_season_delta,1.3249338021863937,20,recent_20_50_100,2022
te_pitcher_id__balls_before__strikes_before,9.780148078143576,20,recent_20_50_100,2022
te_pitcher_id__balls_before__strikes_before_delta,13.395963357436065,20,recent_20_50_100,2022
te_pitcher_id__batter_hand,1.5410304987028,20,recent_20_50_100,2022
te_pitcher_id__batter_hand_delta,1.7185467205963898,20,recent_20_50_100,2022
te_pitcher_id__base_state,5.197911511878849,20,recent_20_50_100,2022
te_pitcher_id__base_state_delta,7.6199930456226435,20,recent_20_50_100,2022
te_pitcher_id__game_type,6.267597206066966,20,recent_20_50_100,2022
te_pitcher_id__game_type_delta,3.465772878438418,20,recent_20_50_100,2022
te_batter_id__pitcher_hand,4.747070541240586,20,recent_20_50_100,2022
te_batter_id__pitcher_hand_delta,5.497653550645427,20,recent_20_50_100,2022
te_balls_before__strikes_before,0.371007564999718,20,recent_20_50_100,2022
te_balls_before__strikes_before_delta,0.5041599037356551,20,recent_20_50_100,2022
te_balls_before__strikes_before__game_type,1.6754476518795849,20,recent_20_50_100,2022
te_balls_before__strikes_before__game_type_delta,1.2933153580915189,20,recent_20_50_100,2022
te_pitcher_hand__batter_hand,0.0398388175487069,20,recent_20_50_100,2022
te_pitcher_hand__batter_hand_delta,0.1166199186454293,20,recent_20_50_100,2022
te_base_state__outs_before,0.2568229949004327,20,recent_20_50_100,2022
te_base_state__outs_before_delta,0.3111568094565843,20,recent_20_50_100,2022
asof_pitcher_success_minus_global,1.0672141383514429,20,recent_20_50_100,2022
asof_batter_success_minus_global,0.8651050033116182,20,recent_20_50_100,2022
pitcher_success_x_two_strike,0.1972095284719457,20,recent_20_50_100,2022
pitcher_success_x_runner_on,0.2787617221078968,20,recent_20_50_100,2022
pitcher_fastball_x_hitter_count,0.2221304844036836,20,recent_20_50_100,2022
season,1.1357740113892325,20,recent_delta,2022
game_month,0.7710055810618924,20,recent_delta,2022
game_dayofweek,0.0913115733793957,20,recent_delta,2022
inning,0.100587281631885,20,recent_delta,2022
balls_before,0.5490976278310561,20,recent_delta,2022
strikes_before,0.1260909053335211,20,recent_delta,2022
outs_before,0.051003456570213,20,recent_delta,2022
run_top_before,0.1901295478595599,20,recent_delta,2022
run_bot_before,0.1012118062588357,20,recent_delta,2022
run_total_before,0.3864187644990349,20,recent_delta,2022
score_diff_home,0.0780604358776792,20,recent_delta,2022
score_diff_pitcher_team,0.1438563615446562,20,recent_delta,2022
runner_on_1b,0.0,20,recent_delta,2022
runner_on_2b,0.0,20,recent_delta,2022
runner_on_3b,1.1436456387022296,20,recent_delta,2022
num_runners_on,0.0969168027656398,20,recent_delta,2022
home_win_expectancy,0.1348566628758874,20,recent_delta,2022
away_win_expectancy,0.1760460486911059,20,recent_delta,2022
li,0.2995845476004738,20,recent_delta,2022
pitcher_hand,0.0224971125051308,20,recent_delta,2022
batter_hand,0.0549320934046254,20,recent_delta,2022
pitcher_team_id,0.0661070185378373,20,recent_delta,2022
batter_team_id,0.1500253175040612,20,recent_delta,2022
asof_pitcher_n,0.96171068789373,20,recent_delta,2022
asof_pitcher_success_rate,0.8177177933277737,20,recent_delta,2022
asof_pitcher_reverse_rate,0.6137035704767863,20,recent_delta,2022
asof_pitcher_middle_rate,0.3156989852987849,20,recent_delta,2022
asof_pitcher_ball_rate,0.1369769068364285,20,recent_delta,2022
asof_pitcher_strike_rate,0.1482945254225323,20,recent_delta,2022
asof_pitcher_prev1_game_success_rate,0.26423401145749,20,recent_delta,2022
asof_pitcher_prev3_game_success_rate,0.1392394821352689,20,recent_delta,2022
asof_pitcher_prev5_game_success_rate,0.265732975722634,20,recent_delta,2022
asof_pitcher_prev1_game_middle_rate,0.1270633176579578,20,recent_delta,2022
asof_pitcher_prev3_game_middle_rate,0.1537848533798688,20,recent_delta,2022
asof_pitcher_prev5_game_middle_rate,0.0983900056831279,20,recent_delta,2022
asof_batter_n,0.2752786788522713,20,recent_delta,2022
asof_batter_success_rate,0.5283986556230383,20,recent_delta,2022
asof_batter_middle_rate,0.0485928341801505,20,recent_delta,2022
asof_pitcher_pitchmix_n,0.8886770936426556,20,recent_delta,2022
asof_pitcher_fastball_rate,0.1429103376068486,20,recent_delta,2022
asof_pitcher_breaking_rate,0.0478074970738198,20,recent_delta,2022
asof_pitcher_offspeed_rate,0.1257180440433344,20,recent_delta,2022
rf_pitcher_form_delta_20,0.1339017026487356,20,recent_delta,2022
rf_pitcher_form_delta_20_vs_global,0.0829952319534697,20,recent_delta,2022
rf_pitcher_form_delta_50,0.0323701559796902,20,recent_delta,2022
rf_pitcher_form_delta_50_vs_global,0.0127080201672352,20,recent_delta,2022
rf_pitcher_long_term_rate,0.8558730956812164,20,recent_delta,2022
rf_pitcher_recent_20_control_rate,0.0359358825168297,20,recent_delta,2022
rf_pitcher_recent_50_control_rate,0.0209379834650158,20,recent_delta,2022
top_bottom_code,0.0209175991403724,20,recent_delta,2022
game_type_code,1.4207974164078976,20,recent_delta,2022
base_state_code,0.336702578599912,20,recent_delta,2022
pitcher_id_code,0.9497399783465442,20,recent_delta,2022
batter_id_code,0.1715585236184933,20,recent_delta,2022
count_index,0.2351265274570777,20,recent_delta,2022
two_strike,0.0508739752093587,20,recent_delta,2022
three_ball,0.122684377634723,20,recent_delta,2022
full_count,0.0,20,recent_delta,2022
pitcher_count,0.0998375107006194,20,recent_delta,2022
hitter_count,0.0,20,recent_delta,2022
even_count,0.0,20,recent_delta,2022
runner_on,0.0,20,recent_delta,2022
scoring_position,1.321585426453993,20,recent_delta,2022
abs_score_diff_pitcher_team,0.2622396834484594,20,recent_delta,2022
pitcher_team_leading,0.0,20,recent_delta,2022
pitcher_team_trailing,0.0226762703483982,20,recent_delta,2022
late_inning,0.0314245601688877,20,recent_delta,2022
te_pitcher_id,4.282419145552117,20,recent_delta,2022
te_pitcher_id_delta,3.841063718350081,20,recent_delta,2022
te_batter_id,0.4896631652901724,20,recent_delta,2022
te_batter_id_delta,0.896283543081766,20,recent_delta,2022
te_pitcher_team_id,0.5058683011500583,20,recent_delta,2022
te_pitcher_team_id_delta,0.2406706031043912,20,recent_delta,2022
te_batter_team_id,1.1488902287768483,20,recent_delta,2022
te_batter_team_id_delta,1.8706970538171448,20,recent_delta,2022
te_game_type,0.4018364507451014,20,recent_delta,2022
te_game_type_delta,1.0281508341056722,20,recent_delta,2022
te_season,1.0342969535511166,20,recent_delta,2022
te_season_delta,0.7439631450251696,20,recent_delta,2022
te_pitcher_id__balls_before__strikes_before,12.33904433202292,20,recent_delta,2022
te_pitcher_id__balls_before__strikes_before_delta,10.707270044679168,20,recent_delta,2022
te_pitcher_id__batter_hand,1.8254028884826408,20,recent_delta,2022
te_pitcher_id__batter_hand_delta,1.3875692997284734,20,recent_delta,2022
te_pitcher_id__base_state,5.802653310925582,20,recent_delta,2022
te_pitcher_id__base_state_delta,7.061045603178279,20,recent_delta,2022
te_pitcher_id__game_type,4.64744320393666,20,recent_delta,2022
te_pitcher_id__game_type_delta,5.466564660272617,20,recent_delta,2022
te_batter_id__pitcher_hand,4.891730945705597,20,recent_delta,2022
te_batter_id__pitcher_hand_delta,5.762205396637064,20,recent_delta,2022
te_balls_before__strikes_before,0.2751262100561982,20,recent_delta,2022
te_balls_before__strikes_before_delta,0.2988922841484305,20,recent_delta,2022
te_balls_before__strikes_before__game_type,1.475144656602142,20,recent_delta,2022
te_balls_before__strikes_before__game_type_delta,0.4612503723214165,20,recent_delta,2022
te_pitcher_hand__batter_hand,0.0904103216056743,20,recent_delta,2022
te_pitcher_hand__batter_hand_delta,0.0840770287304234,20,recent_delta,2022
te_base_state__outs_before,0.2798795608760493,20,recent_delta,2022
te_base_state__outs_before_delta,0.2782103505421449,20,recent_delta,2022
asof_pitcher_success_minus_global,0.8362534903580656,20,recent_delta,2022
asof_batter_success_minus_global,0.4111025049371454,20,recent_delta,2022
pitcher_success_x_two_strike,0.3622998105204053,20,recent_delta,2022
pitcher_success_x_runner_on,0.3419537387269069,20,recent_delta,2022
pitcher_fastball_x_hitter_count,0.2406914903710061,20,recent_delta,2022
season,0.993559813854074,20,baseline,2023
game_month,1.275256266651211,20,baseline,2023
game_dayofweek,0.1186621180532505,20,baseline,2023
inning,0.0182952543978632,20,baseline,2023
balls_before,0.4376808952902383,20,baseline,2023
strikes_before,0.0977058841134632,20,baseline,2023
outs_before,0.0358812110797522,20,baseline,2023
run_top_before,0.1207725285901975,20,baseline,2023
run_bot_before,0.038890396009503,20,baseline,2023
run_total_before,0.1135254724469135,20,baseline,2023
score_diff_home,0.0322269164975853,20,baseline,2023
score_diff_pitcher_team,0.2219891848565404,20,baseline,2023
runner_on_1b,0.0,20,baseline,2023
runner_on_2b,0.0185115927135462,20,baseline,2023
runner_on_3b,0.9019511150320996,20,baseline,2023
num_runners_on,0.0157986513464408,20,baseline,2023
home_win_expectancy,0.1416199375487614,20,baseline,2023
away_win_expectancy,0.0535283910530637,20,baseline,2023
li,0.3482937539807851,20,baseline,2023
pitcher_hand,0.0,20,baseline,2023
batter_hand,0.1156399249290844,20,baseline,2023
pitcher_team_id,0.2332663323722353,20,baseline,2023
batter_team_id,0.2125575414447477,20,baseline,2023
asof_pitcher_n,0.6059270911139893,20,baseline,2023
asof_pitcher_success_rate,0.3335586759313501,20,baseline,2023
asof_pitcher_reverse_rate,0.5383206900181153,20,baseline,2023
asof_pitcher_middle_rate,0.2760192869076266,20,baseline,2023
asof_pitcher_ball_rate,0.1541199552145592,20,baseline,2023
asof_pitcher_strike_rate,0.148568126245589,20,baseline,2023
asof_pitcher_prev1_game_success_rate,0.3864975892162356,20,baseline,2023
asof_pitcher_prev3_game_success_rate,0.3007059850717896,20,baseline,2023
asof_pitcher_prev5_game_success_rate,0.0653553340580394,20,baseline,2023
asof_pitcher_prev1_game_middle_rate,0.0711268326557743,20,baseline,2023
asof_pitcher_prev3_game_middle_rate,0.1363543269970404,20,baseline,2023
asof_pitcher_prev5_game_middle_rate,0.1030500090235958,20,baseline,2023
asof_batter_n,0.1153311690044707,20,baseline,2023
asof_batter_success_rate,0.2410584297066522,20,baseline,2023
asof_batter_middle_rate,0.081479361331322,20,baseline,2023
asof_pitcher_pitchmix_n,0.8574655583557202,20,baseline,2023
asof_pitcher_fastball_rate,0.2311711623361541,20,baseline,2023
asof_pitcher_breaking_rate,0.0865761375434913,20,baseline,2023
asof_pitcher_offspeed_rate,0.1023003114484284,20,baseline,2023
top_bottom_code,0.0,20,baseline,2023
game_type_code,2.115714565182077,20,baseline,2023
base_state_code,0.9010968441199274,20,baseline,2023
pitcher_id_code,0.4394408448334297,20,baseline,2023
batter_id_code,0.2556453289736874,20,baseline,2023
count_index,0.1525433991328414,20,baseline,2023
two_strike,0.0570161429434025,20,baseline,2023
three_ball,0.0348664058785882,20,baseline,2023
full_count,0.0,20,baseline,2023
pitcher_count,0.0,20,baseline,2023
hitter_count,0.1779986346025326,20,baseline,2023
even_count,0.0693213982436639,20,baseline,2023
runner_on,0.0,20,baseline,2023
scoring_position,0.6671830940249146,20,baseline,2023
abs_score_diff_pitcher_team,0.1586851920973037,20,baseline,2023
pitcher_team_leading,0.0221454948035152,20,baseline,2023
pitcher_team_trailing,0.0,20,baseline,2023
late_inning,0.0183353875319391,20,baseline,2023
te_pitcher_id,4.74656682004886,20,baseline,2023
te_pitcher_id_delta,5.576804085018127,20,baseline,2023
te_batter_id,0.1894783910946482,20,baseline,2023
te_batter_id_delta,0.4326092658842301,20,baseline,2023
te_pitcher_team_id,0.1266722030446967,20,baseline,2023
te_pitcher_team_id_delta,0.0468206256457987,20,baseline,2023
te_batter_team_id,1.2850198930681525,20,baseline,2023
te_batter_team_id_delta,1.5626957667003896,20,baseline,2023
te_game_type,0.9308148461270248,20,baseline,2023
te_game_type_delta,1.0343376016560366,20,baseline,2023
te_season,2.11292617072452,20,baseline,2023
te_season_delta,1.802228096889387,20,baseline,2023
te_pitcher_id__balls_before__strikes_before,12.179094881880562,20,baseline,2023
te_pitcher_id__balls_before__strikes_before_delta,9.49263469277273,20,baseline,2023
te_pitcher_id__batter_hand,1.313870835231715,20,baseline,2023
te_pitcher_id__batter_hand_delta,1.7288417460163672,20,baseline,2023
te_pitcher_id__base_state,6.379468187286415,20,baseline,2023
te_pitcher_id__base_state_delta,4.776452800241429,20,baseline,2023
te_pitcher_id__game_type,7.688570087405468,20,baseline,2023
te_pitcher_id__game_type_delta,5.7114373833257,20,baseline,2023
te_batter_id__pitcher_hand,4.754112652548455,20,baseline,2023
te_batter_id__pitcher_hand_delta,3.4346517736662365,20,baseline,2023
te_balls_before__strikes_before,0.0894582669139796,20,baseline,2023
te_balls_before__strikes_before_delta,0.4102461321627079,20,baseline,2023
te_balls_before__strikes_before__game_type,1.3497571753063708,20,baseline,2023
te_balls_before__strikes_before__game_type_delta,3.4776996017565334,20,baseline,2023
te_pitcher_hand__batter_hand,0.1868847569241636,20,baseline,2023
te_pitcher_hand__batter_hand_delta,0.0755424840511893,20,baseline,2023
te_base_state__outs_before,0.2204513426283169,20,baseline,2023
te_base_state__outs_before_delta,0.2357372463472662,20,baseline,2023
asof_pitcher_success_minus_global,0.3507729610338552,20,baseline,2023
asof_batter_success_minus_global,0.4206817110168247,20,baseline,2023
pitcher_success_x_two_strike,0.1307893555411803,20,baseline,2023
pitcher_success_x_runner_on,0.0812676667299665,20,baseline,2023
pitcher_fastball_x_hitter_count,0.2140105465015631,20,baseline,2023
season,1.1798654996605014,20,recent_5,2023
game_month,1.197797162644966,20,recent_5,2023
game_dayofweek,0.0447527562693623,20,recent_5,2023
inning,0.106110581914295,20,recent_5,2023
balls_before,0.3539766972584242,20,recent_5,2023
strikes_before,0.1152639255173978,20,recent_5,2023
outs_before,0.0136086551467222,20,recent_5,2023
run_top_before,0.1777417639080053,20,recent_5,2023
run_bot_before,0.0794173540295747,20,recent_5,2023
run_total_before,0.0373704240532153,20,recent_5,2023
score_diff_home,0.1008688351866674,20,recent_5,2023
score_diff_pitcher_team,0.1631117594135086,20,recent_5,2023
runner_on_1b,0.0,20,recent_5,2023
runner_on_2b,0.0,20,recent_5,2023
runner_on_3b,0.7603666911250011,20,recent_5,2023
num_runners_on,0.1938611962198294,20,recent_5,2023
home_win_expectancy,0.193076792336052,20,recent_5,2023
away_win_expectancy,0.1468760191525132,20,recent_5,2023
li,0.2417641587300455,20,recent_5,2023
pitcher_hand,0.0,20,recent_5,2023
batter_hand,0.053055346239182,20,recent_5,2023
pitcher_team_id,0.1362675752765255,20,recent_5,2023
batter_team_id,0.0474958973095252,20,recent_5,2023
asof_pitcher_n,0.9460832886859856,20,recent_5,2023
asof_pitcher_success_rate,0.5735368764465172,20,recent_5,2023
asof_pitcher_reverse_rate,0.5716517882294293,20,recent_5,2023
asof_pitcher_middle_rate,0.2344219453146278,20,recent_5,2023
asof_pitcher_ball_rate,0.2219497767454868,20,recent_5,2023
asof_pitcher_strike_rate,0.188779905153906,20,recent_5,2023
asof_pitcher_prev1_game_success_rate,0.3621851269364508,20,recent_5,2023
asof_pitcher_prev3_game_success_rate,0.2354498038981849,20,recent_5,2023
asof_pitcher_prev5_game_success_rate,0.0414606412483165,20,recent_5,2023
asof_pitcher_prev1_game_middle_rate,0.1396573378336245,20,recent_5,2023
asof_pitcher_prev3_game_middle_rate,0.1777785698752222,20,recent_5,2023
asof_pitcher_prev5_game_middle_rate,0.1858981505050403,20,recent_5,2023
asof_batter_n,0.1400223304017243,20,recent_5,2023
asof_batter_success_rate,0.2432626435054145,20,recent_5,2023
asof_batter_middle_rate,0.0622186401902889,20,recent_5,2023
asof_pitcher_pitchmix_n,0.4824575606223607,20,recent_5,2023
asof_pitcher_fastball_rate,0.2087054078739887,20,recent_5,2023
asof_pitcher_breaking_rate,0.0458666646631214,20,recent_5,2023
asof_pitcher_offspeed_rate,0.0504653773583614,20,recent_5,2023
rf_pitcher_recent_5_control_rate,0.0946933650078128,20,recent_5,2023
rf_pitcher_recent_5_n,0.0,20,recent_5,2023
top_bottom_code,0.0,20,recent_5,2023
game_type_code,2.3846367806630413,20,recent_5,2023
base_state_code,0.641938839314389,20,recent_5,2023
pitcher_id_code,0.4741280593444268,20,recent_5,2023
batter_id_code,0.2098917140143556,20,recent_5,2023
count_index,0.325585987625579,20,recent_5,2023
two_strike,0.0,20,recent_5,2023
three_ball,0.1388831708090977,20,recent_5,2023
full_count,0.0,20,recent_5,2023
pitcher_count,0.0340024516656254,20,recent_5,2023
hitter_count,0.1472552729945982,20,recent_5,2023
even_count,0.0,20,recent_5,2023
runner_on,0.1457530633254653,20,recent_5,2023
scoring_position,0.6732366024856175,20,recent_5,2023
abs_score_diff_pitcher_team,0.1582384390017368,20,recent_5,2023
pitcher_team_leading,0.0,20,recent_5,2023
pitcher_team_trailing,0.1096393366077114,20,recent_5,2023
late_inning,0.0,20,recent_5,2023
te_pitcher_id,5.22703084637821,20,recent_5,2023
te_pitcher_id_delta,4.5912289145218725,20,recent_5,2023
te_batter_id,0.620560636574203,20,recent_5,2023
te_batter_id_delta,0.3067413873360448,20,recent_5,2023
te_pitcher_team_id,0.1019987787671853,20,recent_5,2023
te_pitcher_team_id_delta,0.1087907284184522,20,recent_5,2023
te_batter_team_id,1.374493372375306,20,recent_5,2023
te_batter_team_id_delta,1.2397882327281635,20,recent_5,2023
te_game_type,0.9632259182649314,20,recent_5,2023
te_game_type_delta,0.2854038244599133,20,recent_5,2023
te_season,1.7234358926889322,20,recent_5,2023
te_season_delta,2.2337384292030205,20,recent_5,2023
te_pitcher_id__balls_before__strikes_before,10.412483972833092,20,recent_5,2023
te_pitcher_id__balls_before__strikes_before_delta,10.875735787691749,20,recent_5,2023
te_pitcher_id__batter_hand,1.3881314556181463,20,recent_5,2023
te_pitcher_id__batter_hand_delta,1.5114239741267452,20,recent_5,2023
te_pitcher_id__base_state,5.375041315917726,20,recent_5,2023
te_pitcher_id__base_state_delta,5.427145599696751,20,recent_5,2023
te_pitcher_id__game_type,6.173296445274907,20,recent_5,2023
te_pitcher_id__game_type_delta,6.395065206379412,20,recent_5,2023
te_batter_id__pitcher_hand,3.208833093749235,20,recent_5,2023
te_batter_id__pitcher_hand_delta,5.143735822657571,20,recent_5,2023
te_balls_before__strikes_before,0.21650198738915,20,recent_5,2023
te_balls_before__strikes_before_delta,0.109186230230186,20,recent_5,2023
te_balls_before__strikes_before__game_type,3.5769196281804048,20,recent_5,2023
te_balls_before__strikes_before__game_type_delta,3.251239783504745,20,recent_5,2023
te_pitcher_hand__batter_hand,0.1508515944883709,20,recent_5,2023
te_pitcher_hand__batter_hand_delta,0.2240211923028987,20,recent_5,2023
te_base_state__outs_before,0.3424224696368911,20,recent_5,2023
te_base_state__outs_before_delta,0.2303508814630525,20,recent_5,2023
asof_pitcher_success_minus_global,0.6407782943198845,20,recent_5,2023
asof_batter_success_minus_global,0.1869956372609166,20,recent_5,2023
pitcher_success_x_two_strike,0.0857923864810898,20,recent_5,2023
pitcher_success_x_runner_on,0.0942652334386819,20,recent_5,2023
pitcher_fastball_x_hitter_count,0.2109610359034111,20,recent_5,2023
season,1.2268825076360643,20,recent_10,2023
game_month,1.3418394742615352,20,recent_10,2023
game_dayofweek,0.0708697117163255,20,recent_10,2023
inning,0.0848602429453277,20,recent_10,2023
balls_before,0.3112794213995069,20,recent_10,2023
strikes_before,0.0538684127347824,20,recent_10,2023
outs_before,0.0199947546187128,20,recent_10,2023
run_top_before,0.1846744873197557,20,recent_10,2023
run_bot_before,0.0120397773491003,20,recent_10,2023
run_total_before,0.0198461649609677,20,recent_10,2023
score_diff_home,0.0419510502735096,20,recent_10,2023
score_diff_pitcher_team,0.1987210622844761,20,recent_10,2023
runner_on_1b,0.0,20,recent_10,2023
runner_on_2b,0.0,20,recent_10,2023
runner_on_3b,0.6713567555975247,20,recent_10,2023
num_runners_on,0.2368451176768223,20,recent_10,2023
home_win_expectancy,0.1331172331174482,20,recent_10,2023
away_win_expectancy,0.1036799078860915,20,recent_10,2023
li,0.2889161316592239,20,recent_10,2023
pitcher_hand,0.0,20,recent_10,2023
batter_hand,0.0833101778332006,20,recent_10,2023
pitcher_team_id,0.148115662322126,20,recent_10,2023
batter_team_id,0.1038515349059167,20,recent_10,2023
asof_pitcher_n,0.9612070278236656,20,recent_10,2023
asof_pitcher_success_rate,0.545798262208291,20,recent_10,2023
asof_pitcher_reverse_rate,0.6255415662661644,20,recent_10,2023
asof_pitcher_middle_rate,0.2848674249108084,20,recent_10,2023
asof_pitcher_ball_rate,0.1208254417570064,20,recent_10,2023
asof_pitcher_strike_rate,0.1858174976397135,20,recent_10,2023
asof_pitcher_prev1_game_success_rate,0.2248134790931603,20,recent_10,2023
asof_pitcher_prev3_game_success_rate,0.3782811829309866,20,recent_10,2023
asof_pitcher_prev5_game_success_rate,0.0586733321608465,20,recent_10,2023
asof_pitcher_prev1_game_middle_rate,0.1143238043675682,20,recent_10,2023
asof_pitcher_prev3_game_middle_rate,0.1904402575894704,20,recent_10,2023
asof_pitcher_prev5_game_middle_rate,0.1500807944792838,20,recent_10,2023
asof_batter_n,0.0747040795885425,20,recent_10,2023
asof_batter_success_rate,0.1925270652599323,20,recent_10,2023
asof_batter_middle_rate,0.0566718258001752,20,recent_10,2023
asof_pitcher_pitchmix_n,0.5303090415279075,20,recent_10,2023
asof_pitcher_fastball_rate,0.2017007926325577,20,recent_10,2023
asof_pitcher_breaking_rate,0.044366124235066,20,recent_10,2023
asof_pitcher_offspeed_rate,0.0969987911284277,20,recent_10,2023
rf_pitcher_recent_10_control_rate,0.0197922163986832,20,recent_10,2023
rf_pitcher_recent_10_n,0.0,20,recent_10,2023
top_bottom_code,0.0134802949603766,20,recent_10,2023
game_type_code,2.335848213112625,20,recent_10,2023
base_state_code,0.8154443991708856,20,recent_10,2023
pitcher_id_code,0.2850278978002939,20,recent_10,2023
batter_id_code,0.2119472298081791,20,recent_10,2023
count_index,0.3296923312879763,20,recent_10,2023
two_strike,0.0,20,recent_10,2023
three_ball,0.1041266432017219,20,recent_10,2023
full_count,0.0,20,recent_10,2023
pitcher_count,0.0574134673492071,20,recent_10,2023
hitter_count,0.2115515374903753,20,recent_10,2023
even_count,0.0,20,recent_10,2023
runner_on,0.1447112415349586,20,recent_10,2023
