fold,train_start,train_end,cal_year,valid_year,ensemble,stage,weights,trend_prior,brier,logloss,auc,pred_mean,pred_std,pred_p01,pred_p05,pred_p25,pred_p50,pred_p75,pred_p95,pred_p99,actual_rate,current_brier,improvement_vs_current,weights_norm,ensemble_norm
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.2+lightgbm:0.8,platt_avg,"{'sklearn_hgb': 0.2, 'lightgbm': 0.8}",0.5114727049981269,0.2488833755443825,0.6909109009733176,0.51689867882569,0.5357246317948835,0.0195604985968643,0.4832734327598479,0.5007394322856983,0.5239223797500944,0.5374177169451607,0.5490074801379541,0.5650310449543623,0.5782766215411091,0.5289204435249241,0.2491215469663941,0.0002381714220116,"{'lightgbm': 0.8, 'sklearn_hgb': 0.2}","{'lightgbm': 0.8, 'sklearn_hgb': 0.2}"
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.2+lightgbm:0.8,platt_avg_plus_trend_w075,"{'sklearn_hgb': 0.2, 'lightgbm': 0.8}",0.5114727049981269,0.2491398483321028,0.6914259834733743,0.51689867882569,0.517535686697316,0.004890124649216,0.5044228869385572,0.5087893868200197,0.5145851236861188,0.5179589579848853,0.5208563987830837,0.5248622899871858,0.5281736841338724,0.5289204435249241,0.2491215469663941,-1.8301365708628392e-05,"{'lightgbm': 0.8, 'sklearn_hgb': 0.2}","{'lightgbm': 0.8, 'sklearn_hgb': 0.2}"
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.3+lightgbm:0.7,raw_avg,"{'sklearn_hgb': 0.3, 'lightgbm': 0.7}",0.5114727049981269,0.2518677971409909,0.6971366933158358,0.5170901423680041,0.5600864821615263,0.0635632506392057,0.3885112722464169,0.4448635761675484,0.5217492013716375,0.5663947955303434,0.6038562558164304,0.6543717179324309,0.6940275716539095,0.5289204435249241,0.2491215469663941,-0.0027462501745967,"{'lightgbm': 0.7, 'sklearn_hgb': 0.3}","{'lightgbm': 0.7, 'sklearn_hgb': 0.3}"
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.3+lightgbm:0.7,raw_avg_plus_trend_w075,"{'sklearn_hgb': 0.3, 'lightgbm': 0.7}",0.5114727049981269,0.2488673005244045,0.6908786547067544,0.5170901423680041,0.5236261492889768,0.0158908126598014,0.4807323468101994,0.4948204227904823,0.5140418290915045,0.5252032276311811,0.5345685927027028,0.547197458231703,0.5571114216620725,0.5289204435249241,0.2491215469663941,0.0002542464419896,"{'lightgbm': 0.7, 'sklearn_hgb': 0.3}","{'lightgbm': 0.7, 'sklearn_hgb': 0.3}"
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.3+lightgbm:0.7,raw_avg_then_platt,"{'sklearn_hgb': 0.3, 'lightgbm': 0.7}",0.5114727049981269,0.2488818858939565,0.6909079391043064,0.5170901423680041,0.5358997604319634,0.0199606527542779,0.4823409211090013,0.5001713331388017,0.5238595585988063,0.5376463961950567,0.549420836515438,0.5658541638470057,0.5794462454428448,0.5289204435249241,0.2491215469663941,0.0002396610724376,"{'lightgbm': 0.7, 'sklearn_hgb': 0.3}","{'lightgbm': 0.7, 'sklearn_hgb': 0.3}"
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.3+lightgbm:0.7,raw_avg_then_platt_plus_trend_w075,"{'sklearn_hgb': 0.3, 'lightgbm': 0.7}",0.5114727049981269,0.2491349122375903,0.6914160938937175,0.5170901423680041,0.517579468856586,0.0049901631885694,0.5041897590258455,0.5086473620332955,0.5145694183982967,0.5180161277973594,0.5209597378774546,0.5250680697103466,0.5284660901093063,0.5289204435249241,0.2491215469663941,-1.3365271196219553e-05,"{'lightgbm': 0.7, 'sklearn_hgb': 0.3}","{'lightgbm': 0.7, 'sklearn_hgb': 0.3}"
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.3+lightgbm:0.7,platt_avg,"{'sklearn_hgb': 0.3, 'lightgbm': 0.7}",0.5114727049981269,0.248879973385581,0.6909040758340694,0.5171017725297541,0.5358546458592407,0.0196250057500633,0.4832148482156757,0.5007227445035273,0.524018792745427,0.5375761438713725,0.549141232363444,0.5653143097039336,0.5786699563057195,0.5289204435249241,0.2491215469663941,0.0002415735808131,"{'lightgbm': 0.7, 'sklearn_hgb': 0.3}","{'lightgbm': 0.7, 'sklearn_hgb': 0.3}"
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.3+lightgbm:0.7,platt_avg_plus_trend_w075,"{'sklearn_hgb': 0.3, 'lightgbm': 0.7}",0.5114727049981269,0.2491373382613777,0.6914209553328334,0.5171017725297541,0.5175681902134054,0.0049062514375158,0.5044082408025141,0.508785214874477,0.5146092269349519,0.5179985647164383,0.5208898368394562,0.5249331061745786,0.5282720178250251,0.5289204435249241,0.2491215469663941,-1.579129498358034e-05,"{'lightgbm': 0.7, 'sklearn_hgb': 0.3}","{'lightgbm': 0.7, 'sklearn_hgb': 0.3}"
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.4+lightgbm:0.6,raw_avg,"{'sklearn_hgb': 0.4, 'lightgbm': 0.6}",0.5114727049981269,0.2519070588701575,0.6972229602920739,0.5172760457219268,0.5607522907408037,0.0636961673149772,0.3887455209534494,0.4451097552337477,0.5223676129141498,0.5670893385041883,0.6044576065144905,0.6553280747884732,0.6949320929744163,0.5289204435249241,0.2491215469663941,-0.0027855119037633,"{'lightgbm': 0.6, 'sklearn_hgb': 0.4}","{'lightgbm': 0.6, 'sklearn_hgb': 0.4}"
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.4+lightgbm:0.6,raw_avg_plus_trend_w075,"{'sklearn_hgb': 0.4, 'lightgbm': 0.6}",0.5114727049981269,0.2488617234930076,0.6908674669172129,0.5172760457219268,0.523792601433796,0.0159240418287443,0.4807909089869575,0.4948819675570321,0.5141964319771326,0.5253768633746423,0.5347189303772178,0.5474365474457135,0.5573375519921993,0.5289204435249241,0.2491215469663941,0.0002598234733865,"{'lightgbm': 0.6, 'sklearn_hgb': 0.4}","{'lightgbm': 0.6, 'sklearn_hgb': 0.4}"
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.4+lightgbm:0.6,raw_avg_then_platt,"{'sklearn_hgb': 0.4, 'lightgbm': 0.6}",0.5114727049981269,0.248879757684445,0.6909036876008087,0.5172760457219268,0.5360386844678533,0.0200973617791526,0.4821063615625517,0.5000164555459722,0.5239240743572656,0.5377986143125597,0.5496005466503376,0.5662352910666723,0.5798867270858956,0.5289204435249241,0.2491215469663941,0.0002417892819491,"{'lightgbm': 0.6, 'sklearn_hgb': 0.4}","{'lightgbm': 0.6, 'sklearn_hgb': 0.4}"
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.4+lightgbm:0.6,raw_avg_then_platt_plus_trend_w075,"{'sklearn_hgb': 0.4, 'lightgbm': 0.6}",0.5114727049981269,0.2491320771972916,0.6914104141275814,0.5172760457219268,0.5176141998655586,0.0050243404447881,0.5041311191392331,0.5086086426350883,0.5145855473379115,0.5180541823267351,0.5210046654111796,0.5251633515152632,0.5285762105200691,0.5289204435249241,0.2491215469663941,-1.05302308974764e-05,"{'lightgbm': 0.6, 'sklearn_hgb': 0.4}","{'lightgbm': 0.6, 'sklearn_hgb': 0.4}"
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.4+lightgbm:0.6,platt_avg,"{'sklearn_hgb': 0.4, 'lightgbm': 0.6}",0.5114727049981269,0.2488775879125463,0.690899302723669,0.517288389150109,0.5359846599235982,0.0197142454705979,0.4831058323466713,0.5006584058900602,0.5240969747044865,0.5377081733320842,0.5492799616145883,0.5656096817731819,0.579026187466204,0.5289204435249241,0.2491215469663941,0.0002439590538478,"{'lightgbm': 0.6, 'sklearn_hgb': 0.4}","{'lightgbm': 0.6, 'sklearn_hgb': 0.4}"
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.4+lightgbm:0.6,platt_avg_plus_trend_w075,"{'sklearn_hgb': 0.4, 'lightgbm': 0.6}",0.5114727049981269,0.249134891733513,0.6914160541128639,0.517288389150109,0.5176006937294947,0.0049285613676494,0.504380986835263,0.5087691302211103,0.5146287724247168,0.5180315720816162,0.5209245191522422,0.5250069491918907,0.5283610756151461,0.5289204435249241,0.2491215469663941,-1.3344767118922409e-05,"{'lightgbm': 0.6, 'sklearn_hgb': 0.4}","{'lightgbm': 0.6, 'sklearn_hgb': 0.4}"
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.5+lightgbm:0.5,raw_avg,"{'sklearn_hgb': 0.5, 'lightgbm': 0.5}",0.5114727049981269,0.2519570958787873,0.6973325812816776,0.5174472712794579,0.5614180993200808,0.0639062227544972,0.3887051431477483,0.4453576853721486,0.5228948974005687,0.5677613566623579,0.60511280273232,0.6565883832633109,0.6961798856927013,0.5289204435249241,0.2491215469663941,-0.0028355489123931,"{'lightgbm': 0.5, 'sklearn_hgb': 0.5}","{'lightgbm': 0.5, 'sklearn_hgb': 0.5}"
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.5+lightgbm:0.5,raw_avg_plus_trend_w075,"{'sklearn_hgb': 0.5, 'lightgbm': 0.5}",0.5114727049981269,0.2488568199165771,0.6908576283544121,0.5174472712794579,0.5239590535786154,0.0159765556886243,0.4807808145355322,0.4949439500916323,0.5143282530987373,0.5255448679141848,0.5348827294316751,0.547751624564423,0.5576495001717705,0.5289204435249241,0.2491215469663941,0.000264727049817,"{'lightgbm': 0.5, 'sklearn_hgb': 0.5}","{'lightgbm': 0.5, 'sklearn_hgb': 0.5}"
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.5+lightgbm:0.5,raw_avg_then_platt,"{'sklearn_hgb': 0.5, 'lightgbm': 0.5}",0.5114727049981269,0.2488784863656661,0.6909011671344691,0.5174472712794579,0.5361734204554794,0.0202263100161661,0.4818673415611818,0.4999168935912275,0.5239756172656448,0.5379358454278163,0.5497696181826844,0.5666644485895579,0.5803727214986669,0.5289204435249241,0.2491215469663941,0.0002430606007279,"{'lightgbm': 0.5, 'sklearn_hgb': 0.5}","{'lightgbm': 0.5, 'sklearn_hgb': 0.5}"
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.5+lightgbm:0.5,raw_avg_then_platt_plus_trend_w075,"{'sklearn_hgb': 0.5, 'lightgbm': 0.5}",0.5114727049981269,0.2491295398057495,0.6914053303944471,0.5174472712794579,0.5176478838624651,0.0050565775040415,0.5040713641388906,0.5085837521464021,0.5145984330650064,0.5180884901055494,0.5210469332942663,0.5252706408959846,0.528697709123262,0.5289204435249241,0.2491215469663941,-7.992839355402959e-06,"{'lightgbm': 0.5, 'sklearn_hgb': 0.5}","{'lightgbm': 0.5, 'sklearn_hgb': 0.5}"
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.5+lightgbm:0.5,platt_avg,"{'sklearn_hgb': 0.5, 'lightgbm': 0.5}",0.5114727049981269,0.2488762191252784,0.6908965829502841,0.5174588146093425,0.5361146739879554,0.0198278838183212,0.4828886781756107,0.5005723418135523,0.5241618631971012,0.5378368445573667,0.5494379785852073,0.5660107594312751,0.5794681263802234,0.5289204435249241,0.2491215469663941,0.0002453278411157,"{'lightgbm': 0.5, 'sklearn_hgb': 0.5}","{'lightgbm': 0.5, 'sklearn_hgb': 0.5}"
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.5+lightgbm:0.5,platt_avg_plus_trend_w075,"{'sklearn_hgb': 0.5, 'lightgbm': 0.5}",0.5114727049981269,0.2491325087485088,0.6914112798190031,0.5174588146093425,0.5176331972455841,0.0049569709545803,0.5043266982924979,0.5087476142019832,0.5146449945478704,0.5180637398879369,0.520964023394897,0.525107218606414,0.5284715603436511,0.5289204435249241,0.2491215469663941,-1.096178211468235e-05,"{'lightgbm': 0.5, 'sklearn_hgb': 0.5}","{'lightgbm': 0.5, 'sklearn_hgb': 0.5}"
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.6+lightgbm:0.4,raw_avg,"{'sklearn_hgb': 0.6, 'lightgbm': 0.4}",0.5114727049981269,0.2520179081668803,0.6974656838691926,0.5176020799130175,0.5620839078993581,0.0641926597066364,0.3886916382821778,0.4453936639781956,0.5234877340082494,0.568446731989424,0.60577839835779,0.6580757875619108,0.6977488573005617,0.5289204435249241,0.2491215469663941,-0.0028963612004861,"{'lightgbm': 0.4, 'sklearn_hgb': 0.6}","{'lightgbm': 0.4, 'sklearn_hgb': 0.6}"
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.6+lightgbm:0.4,raw_avg_plus_trend_w075,"{'sklearn_hgb': 0.6, 'lightgbm': 0.4}",0.5114727049981269,0.2488525897951131,0.6908491394684654,0.5176020799130175,0.5241255057234346,0.0160481649266591,0.4807774383191396,0.4949529447431441,0.5144764622506575,0.5257162117459512,0.5350491283380427,0.5481234756390728,0.5580417430737356,0.5289204435249241,0.2491215469663941,0.000268957171281,"{'lightgbm': 0.4, 'sklearn_hgb': 0.6}","{'lightgbm': 0.4, 'sklearn_hgb': 0.6}"
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.6+lightgbm:0.4,raw_avg_then_platt,"{'sklearn_hgb': 0.6, 'lightgbm': 0.4}",0.5114727049981269,0.2488780727349874,0.6909003802625043,0.5176020799130175,0.5363033521890147,0.0203472212023332,0.4817217122682741,0.4998055926805688,0.5240620641901996,0.5380686354029045,0.5499136289645037,0.5671152947753229,0.5808963514596253,0.5289204435249241,0.2491215469663941,0.0002434742314067,"{'lightgbm': 0.4, 'sklearn_hgb': 0.6}","{'lightgbm': 0.4, 'sklearn_hgb': 0.6}"
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.6+lightgbm:0.4,raw_avg_then_platt_plus_trend_w075,"{'sklearn_hgb': 0.6, 'lightgbm': 0.4}",0.5114727049981269,0.2491273098687799,0.6914008623560329,0.5176020799130175,0.5176803667958488,0.0050868053005833,0.5040349568156637,0.5085559269187374,0.5146200447961451,0.5181216875993213,0.5210829359897211,0.5253833524424258,0.5288286166135014,0.5289204435249241,0.2491215469663941,-5.7629023857419526e-06,"{'lightgbm': 0.4, 'sklearn_hgb': 0.6}","{'lightgbm': 0.4, 'sklearn_hgb': 0.6}"
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.6+lightgbm:0.4,platt_avg,"{'sklearn_hgb': 0.6, 'lightgbm': 0.4}",0.5114727049981269,0.2488758670237772,0.690895917931929,0.5176116196221834,0.5362446880523127,0.01996550418606,0.4827069792287832,0.5004408676874664,0.5242341513277093,0.5379762140385675,0.549591118177361,0.5664962334718511,0.5800453037956761,0.5289204435249241,0.2491215469663941,0.0002456799426169,"{'lightgbm': 0.4, 'sklearn_hgb': 0.6}","{'lightgbm': 0.4, 'sklearn_hgb': 0.6}"
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.6+lightgbm:0.4,platt_avg_plus_trend_w075,"{'sklearn_hgb': 0.6, 'lightgbm': 0.4}",0.5114727049981269,0.249130189306365,0.6914066324571954,0.5176116196221834,0.5176657007616734,0.004991376046515,0.504281273555791,0.5087147456704618,0.5146630665805225,0.5180985822582371,0.5210023082929355,0.525228587116558,0.5286158546975143,0.5289204435249241,0.2491215469663941,-8.64233997091568e-06,"{'lightgbm': 0.4, 'sklearn_hgb': 0.6}","{'lightgbm': 0.4, 'sklearn_hgb': 0.6}"
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.7+lightgbm:0.3,raw_avg,"{'sklearn_hgb': 0.7, 'lightgbm': 0.30000000000000004}",0.5114727049981269,0.2520894957344366,0.697622412213924,0.5177401288824879,0.5627497164786354,0.0645544614338264,0.3890229944718169,0.4454823684733625,0.5240725509248993,0.5691133880771343,0.6064838384327877,0.6595433994834538,0.6994014334549039,0.5289204435249241,0.2491215469663941,-0.0029679487680424,"{'lightgbm': 0.3, 'sklearn_hgb': 0.7}","{'lightgbm': 0.3, 'sklearn_hgb': 0.7}"
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.7+lightgbm:0.3,raw_avg_plus_trend_w075,"{'sklearn_hgb': 0.7, 'lightgbm': 0.30000000000000004}",0.5114727049981269,0.2488490331286156,0.6908420007566455,0.5177401288824879,0.524291957868254,0.0161386153584566,0.4808602773665494,0.4949751208669358,0.51462266647982,0.5258828757678787,0.5352254883567921,0.5484903786194586,0.5584548871123212,0.5289204435249241,0.2491215469663941,0.0002725138377785,"{'lightgbm': 0.3, 'sklearn_hgb': 0.7}","{'lightgbm': 0.3, 'sklearn_hgb': 0.7}"
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.7+lightgbm:0.3,raw_avg_then_platt,"{'sklearn_hgb': 0.7, 'lightgbm': 0.30000000000000004}",0.5114727049981269,0.2488785061609508,0.6909013063816352,0.5177401288824879,0.5364279167351859,0.0204598159505273,0.4817725058191081,0.4997650886239848,0.5241600252733416,0.5381863429233766,0.5500416744182752,0.5675034112608699,0.5813721682169832,0.5289204435249241,0.2491215469663941,0.0002430408054433,"{'lightgbm': 0.3, 'sklearn_hgb': 0.7}","{'lightgbm': 0.3, 'sklearn_hgb': 0.7}"
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.7+lightgbm:0.3,raw_avg_then_platt_plus_trend_w075,"{'sklearn_hgb': 0.7, 'lightgbm': 0.30000000000000004}",0.5114727049981269,0.249125393935709,0.6913970231532844,0.5177401288824879,0.5177115079323916,0.0051149539876318,0.5040476552033722,0.5085458009045914,0.5146445350669306,0.5181511144794393,0.521114947353164,0.5254803815638126,0.528947570802841,0.5289204435249241,0.2491215469663941,-3.846969314880155e-06,"{'lightgbm': 0.3, 'sklearn_hgb': 0.7}","{'lightgbm': 0.3, 'sklearn_hgb': 0.7}"
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.7+lightgbm:0.3,platt_avg,"{'sklearn_hgb': 0.7, 'lightgbm': 0.30000000000000004}",0.5114727049981269,0.2488765316080427,0.6908973091969705,0.5177473205924801,0.53637470211667,0.0201266146320537,0.4826322029080959,0.5003118932010646,0.5243085374451896,0.538101978423662,0.5497589831615579,0.5669584908149434,0.5806297156872988,0.5289204435249241,0.2491215469663941,0.0002450153583514,"{'lightgbm': 0.3, 'sklearn_hgb': 0.7}","{'lightgbm': 0.3, 'sklearn_hgb': 0.7}"
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.7+lightgbm:0.3,platt_avg_plus_trend_w075,"{'sklearn_hgb': 0.7, 'lightgbm': 0.30000000000000004}",0.5114727049981269,0.2491279334070817,0.691402112033792,0.5177473205924801,0.5176982042777627,0.0050316536580134,0.5042625794756193,0.5086825020488613,0.5146816631098926,0.5181300233545107,0.5210442745389847,0.5253441514523309,0.5287619576704199,0.5289204435249241,0.2491215469663941,-6.3864406875668855e-06,"{'lightgbm': 0.3, 'sklearn_hgb': 0.7}","{'lightgbm': 0.3, 'sklearn_hgb': 0.7}"
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.8+lightgbm:0.2,raw_avg,"{'sklearn_hgb': 0.8, 'lightgbm': 0.19999999999999996}",0.5114727049981269,0.2521718585814561,0.6978029276116182,0.5178618007068111,0.5634155250579125,0.0649903692799595,0.3887135705065809,0.44535869962283,0.5245915881431127,0.5697324398984867,0.60730038986702,0.6611982938070924,0.7015124714228671,0.5289204435249241,0.2491215469663941,-0.0030503116150619,"{'lightgbm': 0.2, 'sklearn_hgb': 0.8}","{'lightgbm': 0.2, 'sklearn_hgb': 0.8}"
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.8+lightgbm:0.2,raw_avg_plus_trend_w075,"{'sklearn_hgb': 0.8, 'lightgbm': 0.19999999999999996}",0.5114727049981269,0.2488461499170845,0.690836212763502,0.5178618007068111,0.5244584100130734,0.0162475923199898,0.4807829213752404,0.4949442036543027,0.5147524257843734,0.5260376387232168,0.5354296262153502,0.5489041022003683,0.558982646604312,0.5289204435249241,0.2491215469663941,0.0002753970493096,"{'lightgbm': 0.2, 'sklearn_hgb': 0.8}","{'lightgbm': 0.2, 'sklearn_hgb': 0.8}"
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.8+lightgbm:0.2,raw_avg_then_platt,"{'sklearn_hgb': 0.8, 'lightgbm': 0.19999999999999996}",0.5114727049981269,0.2488797651711801,0.6909039028761932,0.5178618007068111,0.5365466129817905,0.020563818813865,0.4816977387263297,0.4997116302996462,0.5242508725494454,0.5382794576206119,0.5501764399623312,0.5678979543047639,0.581934021353884,0.5289204435249241,0.2491215469663941,0.0002417817952139,"{'lightgbm': 0.2, 'sklearn_hgb': 0.8}","{'lightgbm': 0.2, 'sklearn_hgb': 0.8}"
