ensemble_norm,stage,weights_norm,mean_brier,std_brier,worst_brier,folds_improved,mean_improvement,mean_logloss,mean_auc,mean_pred_std
"{'catboost': 0.9, 'xgboost': 0.1}",raw_avg_then_platt_plus_trend_w075,"{'catboost': 0.9, 'xgboost': 0.1}",0.24963335873523884,0.0006547203715208019,0.2501608687562812,3,9.110442302910137e-05,0.692413997901833,0.5194658224650163,0.008050989049743133
"{'catboost': 0.9, 'xgboost': 0.1}",platt_avg_plus_trend_w075,"{'catboost': 0.9, 'xgboost': 0.1}",0.24963369792595116,0.0006539473074080012,0.2501606335150332,3,9.076523231683457e-05,0.6924146724330092,0.5194698876334267,0.008024730340545533
"{'catboost': 0.8, 'xgboost': 0.2}",raw_avg_then_platt_plus_trend_w075,"{'catboost': 0.8, 'xgboost': 0.2}",0.2496350375903953,0.0006535952637544901,0.2501630780141007,3,8.942556787271275e-05,0.6924173594156809,0.5193780095165709,0.008016642128352734
"{'catboost': 0.8, 'xgboost': 0.2}",platt_avg_plus_trend_w075,"{'catboost': 0.8, 'xgboost': 0.2}",0.24963563008422143,0.0006522321680562774,0.2501626508707635,3,8.883307404657368e-05,0.6924185375308044,0.5193858139959874,0.007969895376470533
"{'catboost': 0.7, 'xgboost': 0.3}",raw_avg_then_platt_plus_trend_w075,"{'catboost': 0.7, 'xgboost': 0.3}",0.24963688033413375,0.0006523458506615461,0.2501654294097749,3,8.758282413425112e-05,0.6924210484537886,0.5192840307128649,0.007979844599894134
"{'catboost': 0.7, 'xgboost': 0.3}",platt_avg_plus_trend_w075,"{'catboost': 0.7, 'xgboost': 0.3}",0.24963764265448904,0.0006505725738412087,0.2501648555275223,3,8.682050377899812e-05,0.6924225640393787,0.5192952743994924,0.007918420720244967
"{'catboost': 0.6, 'xgboost': 0.4}",raw_avg_then_platt_plus_trend_w075,"{'catboost': 0.6, 'xgboost': 0.4}",0.24963888365731626,0.0006509767054553865,0.2501679202613373,3,8.557950095177751e-05,0.6924250583568612,0.5191809080558557,0.007940633332943267
"{'catboost': 0.9, 'lightgbm': 0.1}",platt_avg_plus_trend_w075,"{'catboost': 0.9, 'lightgbm': 0.1}",0.24963892178688654,0.0006412861808855105,0.2501560572511375,3,8.55413713814427e-05,0.6924251288350657,0.5191366838605265,0.007924992360570335
"{'catboost': 0.6, 'xgboost': 0.4}",platt_avg_plus_trend_w075,"{'catboost': 0.6, 'xgboost': 0.4}",0.24963973563675387,0.0006489692527915292,0.2501672474853094,3,8.472752151415421e-05,0.6924267519294488,0.5191950892207183,0.0078703743845417
"{'catboost': 0.9, 'sklearn_hgb': 0.1}",platt_avg_plus_trend_w075,"{'catboost': 0.9, 'sklearn_hgb': 0.1}",0.24964008414453911,0.0006450199410011859,0.2501616141094574,3,8.437901372889687e-05,0.6924274549908525,0.5190972600229758,0.007911910680796067
"{'catboost': 0.9, 'lightgbm': 0.1}",raw_avg_then_platt_plus_trend_w075,"{'catboost': 0.9, 'lightgbm': 0.1}",0.249640441239002,0.0006386962002547491,0.2501560890058215,3,8.402191926601052e-05,0.6924281822693327,0.5189296170127641,0.007967772760432467
"{'catboost': 0.8, 'lightgbm': 0.1, 'xgboost': 0.1}",platt_avg_plus_trend_w075,"{'catboost': 0.8, 'lightgbm': 0.1, 'xgboost': 0.1}",0.24964084799526207,0.0006395565894968025,0.2501580488883028,3,8.361516300591622e-05,0.6924289820107612,0.5190510138929535,0.007869255076174168
"{'catboost': 0.9, 'sklearn_hgb': 0.1}",raw_avg_then_platt_plus_trend_w075,"{'catboost': 0.9, 'sklearn_hgb': 0.1}",0.24964101547313552,0.0006443513356306402,0.250162582591035,3,8.344768513250997e-05,0.6924293320417179,0.5189131974150739,0.007972001484968766
"{'catboost': 0.5, 'xgboost': 0.5}",raw_avg_then_platt_plus_trend_w075,"{'catboost': 0.5, 'xgboost': 0.5}",0.24964104336239434,0.0006494930454999259,0.2501705470064476,3,8.341979587365052e-05,0.6924293806916104,0.5190698523204217,0.0078990517781114
"{'catboost': 0.5, 'xgboost': 0.5}",platt_avg_plus_trend_w075,"{'catboost': 0.5, 'xgboost': 0.5}",0.2496419090310161,0.0006474229671683145,0.2501698267441251,3,8.255412725193456e-05,0.6924311011738733,0.5190855584698324,0.007825821772434367
"{'catboost': 0.8, 'sklearn_hgb': 0.1, 'xgboost': 0.1}",platt_avg_plus_trend_w075,"{'catboost': 0.8, 'sklearn_hgb': 0.1, 'xgboost': 0.1}",0.24964201168700295,0.0006433006558747961,0.2501636143572784,3,8.245147126501403e-05,0.6924313106880812,0.5190095936959677,0.007856091194145733
"{'catboost': 0.8, 'lightgbm': 0.1, 'xgboost': 0.1}",raw_avg_then_platt_plus_trend_w075,"{'catboost': 0.8, 'lightgbm': 0.1, 'xgboost': 0.1}",0.24964206306829018,0.0006376353795655525,0.2501582587360899,3,8.240008997783697e-05,0.692431429531874,0.5188417006531031,0.007933934366096901
"{'catboost': 0.8, 'sklearn_hgb': 0.1, 'xgboost': 0.1}",raw_avg_then_platt_plus_trend_w075,"{'catboost': 0.8, 'sklearn_hgb': 0.1, 'xgboost': 0.1}",0.24964263651328208,0.0006433037023312818,0.2501647570261163,3,8.182664498594195e-05,0.6924325775317536,0.5188229704717487,0.0079381251351671
"{'catboost': 0.7, 'lightgbm': 0.1, 'xgboost': 0.2}",platt_avg_plus_trend_w075,"{'catboost': 0.7, 'lightgbm': 0.1, 'xgboost': 0.2}",0.24964285461563496,0.0006378826680056186,0.2501602278264966,3,8.160854263306588e-05,0.692432996596981,0.5189590581774969,0.0078169086455858
"{'catboost': 0.4, 'xgboost': 0.6}",raw_avg_then_platt_plus_trend_w075,"{'catboost': 0.4, 'xgboost': 0.6}",0.2496433543848959,0.0006479006690905866,0.2501733051916378,3,8.110877337210981e-05,0.6924340052943873,0.5189530597829891,0.007855149616672033
"{'catboost': 0.7, 'lightgbm': 0.1, 'xgboost': 0.2}",raw_avg_then_platt_plus_trend_w075,"{'catboost': 0.7, 'lightgbm': 0.1, 'xgboost': 0.2}",0.24964384041782828,0.0006364661436636971,0.2501605728056276,3,8.062274043970952e-05,0.6924349875744472,0.5187490486644005,0.007897696665896367
"{'catboost': 0.7, 'sklearn_hgb': 0.1, 'xgboost': 0.2}",platt_avg_plus_trend_w075,"{'catboost': 0.7, 'sklearn_hgb': 0.1, 'xgboost': 0.2}",0.2496440196414642,0.0006416372615102006,0.250165801906128,3,8.044351680380728e-05,0.6924353277986989,0.5189159688448136,0.007803667047450567
"{'catboost': 0.4, 'xgboost': 0.6}",platt_avg_plus_trend_w075,"{'catboost': 0.4, 'xgboost': 0.6}",0.24964416283727553,0.0006459345132206269,0.250172593303969,3,8.03003209924558e-05,0.6924356117476456,0.5189689966446187,0.0077848252941714
"{'catboost': 0.7, 'sklearn_hgb': 0.1, 'xgboost': 0.2}",raw_avg_then_platt_plus_trend_w075,"{'catboost': 0.7, 'sklearn_hgb': 0.1, 'xgboost': 0.2}",0.24964441319212624,0.0006421432229865989,0.2501670713979996,3,8.004996614172712e-05,0.6924361340386486,0.5187278230577262,0.007901847677544866
"{'catboost': 0.6, 'lightgbm': 0.1, 'xgboost': 0.3}",platt_avg_plus_trend_w075,"{'catboost': 0.6, 'lightgbm': 0.1, 'xgboost': 0.3}",0.2496449416480051,0.0006362651567529574,0.2501625940657188,3,7.952151026293791e-05,0.6924371725641075,0.5188582347949988,0.0077680238434275
"{'catboost': 0.6, 'lightgbm': 0.1, 'xgboost': 0.3}",raw_avg_then_platt_plus_trend_w075,"{'catboost': 0.6, 'lightgbm': 0.1, 'xgboost': 0.3}",0.24964577022015666,0.0006351928499656919,0.2501630287659204,3,7.869293811135077e-05,0.692438850222572,0.5186484535106626,0.0078590948599813
"{'catboost': 0.3, 'xgboost': 0.7}",raw_avg_then_platt_plus_trend_w075,"{'catboost': 0.3, 'xgboost': 0.7}",0.24964581082656065,0.0006462058838075244,0.2501761894741829,3,7.865233170738106e-05,0.692438920338045,0.5188329306781436,0.0078089823559742005
"{'catboost': 0.6, 'sklearn_hgb': 0.1, 'xgboost': 0.3}",platt_avg_plus_trend_w075,"{'catboost': 0.6, 'sklearn_hgb': 0.1, 'xgboost': 0.3}",0.24964610800792272,0.0006400304954333677,0.2501681767560059,3,7.835515034528034e-05,0.6924395062931096,0.5188139237018389,0.007754709263463034
"{'catboost': 0.8, 'lightgbm': 0.2}",platt_avg_plus_trend_w075,"{'catboost': 0.8, 'lightgbm': 0.2}",0.24964617812682774,0.0006268833654864391,0.250153636015892,3,7.828503144026681e-05,0.6924396512938484,0.5186898587570353,0.007772649325745634
"{'catboost': 0.6, 'sklearn_hgb': 0.1, 'xgboost': 0.3}",raw_avg_then_platt_plus_trend_w075,"{'catboost': 0.6, 'sklearn_hgb': 0.1, 'xgboost': 0.3}",0.24964634243647632,0.0006408741314840874,0.2501695231484377,3,7.812072179169701e-05,0.6924399953771375,0.518625522314131,0.0078632045820883
"{'catboost': 0.3, 'xgboost': 0.7}",platt_avg_plus_trend_w075,"{'catboost': 0.3, 'xgboost': 0.7}",0.2496464970555323,0.0006445047208839057,0.2501755471648414,3,7.796610273569015e-05,0.6924402836278918,0.518847583754274,0.007747443982696633
"{'catboost': 0.5, 'lightgbm': 0.1, 'xgboost': 0.4}",platt_avg_plus_trend_w075,"{'catboost': 0.5, 'lightgbm': 0.1, 'xgboost': 0.4}",0.24964710909237253,0.0006347048311178332,0.2501651476059693,3,7.735406589547121e-05,0.6924415098846647,0.5187473460086319,0.0077226688233177
"{'catboost': 0.8, 'lightgbm': 0.1, 'sklearn_hgb': 0.1}",platt_avg_plus_trend_w075,"{'catboost': 0.8, 'lightgbm': 0.1, 'sklearn_hgb': 0.1}",0.24964732343847337,0.000630614074919138,0.2501591550673764,3,7.713971979462003e-05,0.6924419430967905,0.51865153316569,0.007758633294541632
"{'catboost': 0.5, 'lightgbm': 0.1, 'xgboost': 0.4}",raw_avg_then_platt_plus_trend_w075,"{'catboost': 0.5, 'lightgbm': 0.1, 'xgboost': 0.4}",0.2496478485752097,0.0006338204115550978,0.2501656232932802,3,7.661458305831185e-05,0.6924430096392514,0.5185398957429923,0.0078181705340866
"{'catboost': 0.7, 'lightgbm': 0.2, 'xgboost': 0.1}",platt_avg_plus_trend_w075,"{'catboost': 0.7, 'lightgbm': 0.2, 'xgboost': 0.1}",0.24964817879730586,0.0006251954359803515,0.2501557892355207,3,7.628436096214532e-05,0.6924436539521738,0.518595721687582,0.007719434834993567
"{'catboost': 0.5, 'sklearn_hgb': 0.1, 'xgboost': 0.4}",platt_avg_plus_trend_w075,"{'catboost': 0.5, 'sklearn_hgb': 0.1, 'xgboost': 0.4}",0.2496482767863785,0.000638481129807135,0.2501707389069122,3,7.618637188950909e-05,0.6924438461438592,0.5187021097907437,0.007709286235446234
"{'catboost': 0.2, 'xgboost': 0.8}",raw_avg_then_platt_plus_trend_w075,"{'catboost': 0.2, 'xgboost': 0.8}",0.24964840599972446,0.0006444154280885852,0.2501791936372643,3,7.605715854356358e-05,0.692444112421215,0.5187078642384305,0.007760610880462333
"{'catboost': 0.5, 'sklearn_hgb': 0.1, 'xgboost': 0.4}",raw_avg_then_platt_plus_trend_w075,"{'catboost': 0.5, 'sklearn_hgb': 0.1, 'xgboost': 0.4}",0.24964842033645898,0.0006395012372236274,0.2501721088595989,3,7.60428218090238e-05,0.6924441536913079,0.5185155562961178,0.007822237708923067
"{'catboost': 0.8, 'sklearn_hgb': 0.2}",platt_avg_plus_trend_w075,"{'catboost': 0.8, 'sklearn_hgb': 0.2}",0.24964854960562177,0.0006343842673321954,0.2501648447669761,3,7.591355264625084e-05,0.6924443972378155,0.5186017439559869,0.007748646096030167
"{'catboost': 0.2, 'xgboost': 0.8}",platt_avg_plus_trend_w075,"{'catboost': 0.2, 'xgboost': 0.8}",0.24964891168578643,0.0006431344534174623,0.2501786883267424,3,7.555147248158212e-05,0.6924451167938671,0.5187201618847347,0.007713733112572267
"{'catboost': 0.8, 'lightgbm': 0.2}",raw_avg_then_platt_plus_trend_w075,"{'catboost': 0.8, 'lightgbm': 0.2}",0.2496490195524934,0.0006220475258605406,0.2501536879774085,3,7.544360577461683e-05,0.6924453598184431,0.5183067900227573,0.007848837947911833
"{'catboost': 0.4, 'lightgbm': 0.1, 'xgboost': 0.5}",platt_avg_plus_trend_w075,"{'catboost': 0.4, 'lightgbm': 0.1, 'xgboost': 0.5}",0.24964935694873727,0.000633202501269364,0.2501678884472483,3,7.510620953070837e-05,0.6924460085333122,0.518629685320911,0.0076809087115722
"{'catboost': 0.8, 'lightgbm': 0.1, 'sklearn_hgb': 0.1}",raw_avg_then_platt_plus_trend_w075,"{'catboost': 0.8, 'lightgbm': 0.1, 'sklearn_hgb': 0.1}",0.24964958734695478,0.000627613635613137,0.2501600754251218,3,7.487581131317442e-05,0.6924464969462863,0.5182891566567484,0.007853594922221966
"{'catboost': 0.8, 'xgboost': 0.2}",raw_avg_plus_trend_w075,"{'catboost': 0.8, 'xgboost': 0.2}",0.24964961824065893,0.0009425381489300205,0.2502681214939294,1,7.484491760906892e-05,0.6924466719725973,0.5193780095165709,0.015266568122774432
"{'catboost': 0.9, 'xgboost': 0.1}",raw_avg_plus_trend_w075,"{'catboost': 0.9, 'xgboost': 0.1}",0.24964967576392535,0.0009461692161997244,0.250266770136427,1,7.478739434261687e-05,0.6924467876594923,0.5194658224650163,0.015327949112827
"{'catboost': 0.7, 'xgboost': 0.3}",raw_avg_plus_trend_w075,"{'catboost': 0.7, 'xgboost': 0.3}",0.24964975936082845,0.000938942393945721,0.2502697042289544,1,7.470379743960714e-05,0.6924469547177714,0.5192840307128649,0.015211349258861565
"{'catboost': 0.4, 'lightgbm': 0.1, 'xgboost': 0.5}",raw_avg_then_platt_plus_trend_w075,"{'catboost': 0.4, 'lightgbm': 0.1, 'xgboost': 0.5}",0.24965007076864065,0.000632354237320131,0.2501683521755523,3,7.439238962733023e-05,0.692447456362256,0.5184265146202448,0.007774971329837434
"{'catboost': 0.6, 'xgboost': 0.4}",raw_avg_plus_trend_w075,"{'catboost': 0.6, 'xgboost': 0.4}",0.24965009912443392,0.0009353824257762928,0.2502715183415019,1,7.436403383413524e-05,0.6924476358015493,0.5191809080558557,0.0151623581188769
"{'catboost': 0.6, 'lightgbm': 0.2, 'xgboost': 0.2}",platt_avg_plus_trend_w075,"{'catboost': 0.6, 'lightgbm': 0.2, 'xgboost': 0.2}",0.24965025987978132,0.0006235640731060776,0.2501581297561779,3,7.420327848673327e-05,0.6924478179914336,0.5184936135599483,0.007669715029096201
"{'catboost': 0.8, 'sklearn_hgb': 0.2}",raw_avg_then_platt_plus_trend_w075,"{'catboost': 0.8, 'sklearn_hgb': 0.2}",0.24965046285284334,0.0006328580060519231,0.2501666465228302,3,7.400030542458713e-05,0.6924482497393933,0.5182525225883826,0.007855866433375366
"{'catboost': 0.4, 'sklearn_hgb': 0.1, 'xgboost': 0.5}",platt_avg_plus_trend_w075,"{'catboost': 0.4, 'sklearn_hgb': 0.1, 'xgboost': 0.5}",0.24965052597683168,0.000636989971176953,0.2501734883588471,3,7.393718143636212e-05,0.6924483473256298,0.5185836357989152,0.007667463318690434
"{'catboost': 0.7, 'sklearn_hgb': 0.2, 'xgboost': 0.1}",platt_avg_plus_trend_w075,"{'catboost': 0.7, 'sklearn_hgb': 0.2, 'xgboost': 0.1}",0.2496505529442766,0.0006327176120512724,0.2501670152079163,3,7.391021399139808e-05,0.6924484049466343,0.5185027972216011,0.0076952866723999334
"{'catboost': 0.5, 'xgboost': 0.5}",raw_avg_plus_trend_w075,"{'catboost': 0.5, 'xgboost': 0.5}",0.24965063753147523,0.000931858724727347,0.2502735638315719,1,7.382562679278649e-05,0.6924487151373646,0.5190698523204217,0.015119653495603068
"{'catboost': 0.4, 'sklearn_hgb': 0.1, 'xgboost': 0.5}",raw_avg_then_platt_plus_trend_w075,"{'catboost': 0.4, 'sklearn_hgb': 0.1, 'xgboost': 0.5}",0.24965064216387908,0.0006380298667345208,0.2501748242421424,3,7.382099438892517e-05,0.6924485994919457,0.5184000290693783,0.007778994974924333
"{'catboost': 0.7, 'lightgbm': 0.2, 'xgboost': 0.1}",raw_avg_then_platt_plus_trend_w075,"{'catboost': 0.7, 'lightgbm': 0.2, 'xgboost': 0.1}",0.24965073230385723,0.0006209567178398461,0.2501559636202615,3,7.373085441079252e-05,0.6924487884639746,0.518214169203612,0.007813150878051634
"{'catboost': 0.1, 'xgboost': 0.9}",raw_avg_then_platt_plus_trend_w075,"{'catboost': 0.1, 'xgboost': 0.9}",0.24965113248228024,0.0006425363878554112,0.2501823106187593,3,7.333067598777649e-05,0.6924495666786336,0.518577088087271,0.007710100967844934
"{'catboost': 0.4, 'xgboost': 0.6}",raw_avg_plus_trend_w075,"{'catboost': 0.4, 'xgboost': 0.6}",0.24965137458195252,0.000928371776804789,0.2502758406991646,1,7.308857631550915e-05,0.6924501926455359,0.5189530597829891,0.015083287032963735
"{'catboost': 0.1, 'xgboost': 0.9}",platt_avg_plus_trend_w075,"{'catboost': 0.1, 'xgboost': 0.9}",0.24965140672803784,0.0006418246069809469,0.2501820167896716,3,7.305643023017236e-05,0.692450111226952,0.5185842372005913,0.0076837438273017
"{'catboost': 0.3, 'lightgbm': 0.1, 'xgboost': 0.6}",platt_avg_plus_trend_w075,"{'catboost': 0.3, 'lightgbm': 0.1, 'xgboost': 0.6}",0.24965168521709935,0.0006317590118574235,0.2501708165895558,3,7.27779411686494e-05,0.6924506684868422,0.5185062983848713,0.007642805198304334
"{'catboost': 0.7, 'sklearn_hgb': 0.2, 'xgboost': 0.1}",raw_avg_then_platt_plus_trend_w075,"{'catboost': 0.7, 'sklearn_hgb': 0.2, 'xgboost': 0.1}",0.2496521739194412,0.000631786166268073,0.2501689232301679,3,7.22892388268406e-05,0.6924516746214325,0.5181553214311118,0.007820108718268933
"{'catboost': 0.3, 'xgboost': 0.7}",raw_avg_plus_trend_w075,"{'catboost': 0.3, 'xgboost': 0.7}",0.24965231027586576,0.0009249220736317136,0.2502783489442797,1,7.215288240227347e-05,0.6924520682532549,0.5188329306781436,0.015053302918698233
"{'catboost': 0.5, 'lightgbm': 0.2, 'xgboost': 0.3}",platt_avg_plus_trend_w075,"{'catboost': 0.5, 'lightgbm': 0.2, 'xgboost': 0.3}",0.249652421374254,0.0006219900659712558,0.2501606575778635,3,7.204178401399177e-05,0.6924521433838166,0.5183832089540626,0.0076235609045326004
"{'catboost': 0.3, 'lightgbm': 0.1, 'xgboost': 0.6}",raw_avg_then_platt_plus_trend_w075,"{'catboost': 0.3, 'lightgbm': 0.1, 'xgboost': 0.6}",0.24965243130092415,0.000630800164834682,0.2501712103111277,3,7.203185734381323e-05,0.6924521793629029,0.5183086851283288,0.0077295505632854
"{'catboost': 0.6, 'lightgbm': 0.2, 'xgboost': 0.2}",raw_avg_then_platt_plus_trend_w075,"{'catboost': 0.6, 'lightgbm': 0.2, 'xgboost': 0.2}",0.24965258941317456,0.0006197770253766547,0.250158383134581,3,7.18737450934319e-05,0.6924525055217421,0.5181154051784387,0.0077751508914126665
"{'catboost': 0.6, 'sklearn_hgb': 0.2, 'xgboost': 0.2}",platt_avg_plus_trend_w075,"{'catboost': 0.6, 'sklearn_hgb': 0.2, 'xgboost': 0.2}",0.24965263669492868,0.000631107968728769,0.250169372949885,3,7.182646333925841e-05,0.6924525740423207,0.5183977514830064,0.0076454303870928
"{'catboost': 0.3, 'sklearn_hgb': 0.1, 'xgboost': 0.6}",platt_avg_plus_trend_w075,"{'catboost': 0.3, 'sklearn_hgb': 0.1, 'xgboost': 0.6}",0.2496528555792821,0.0006355578601557277,0.2501764251118103,3,7.160757898592268e-05,0.692453009815236,0.5184588542536129,0.007629302419392067
"{'catboost': 0.3, 'sklearn_hgb': 0.1, 'xgboost': 0.6}",raw_avg_then_platt_plus_trend_w075,"{'catboost': 0.3, 'sklearn_hgb': 0.1, 'xgboost': 0.6}",0.24965300240145705,0.0006364657978050491,0.25017766413548,3,7.146075681098767e-05,0.6924533217155778,0.5182810054739687,0.007733529968541534
"{'catboost': 0.2, 'xgboost': 0.8}",raw_avg_plus_trend_w075,"{'catboost': 0.2, 'xgboost': 0.8}",0.24965344461321493,0.0009215101123573786,0.2502810885669175,1,7.101854505310546e-05,0.6924543418945754,0.5187078642384305,0.015029737617753869
"{'catboost': 0.7, 'lightgbm': 0.3}",platt_avg_plus_trend_w075,"{'catboost': 0.7, 'lightgbm': 0.3}",0.24965361519950172,0.0006125112004770215,0.2501515397545947,3,7.084795876622351e-05,0.6924545360967619,0.5182065684359051,0.007626168621492066
"{'catboost': 0.6, 'sklearn_hgb': 0.2, 'xgboost': 0.2}",raw_avg_then_platt_plus_trend_w075,"{'catboost': 0.6, 'sklearn_hgb': 0.2, 'xgboost': 0.2}",0.2496540290896647,0.0006306171603300143,0.2501713348005548,3,7.043406860334243e-05,0.6924553874070151,0.5180523943903553,0.0077820362614250335
"{'catboost': 0.2, 'lightgbm': 0.1, 'xgboost': 0.7}",platt_avg_plus_trend_w075,"{'catboost': 0.2, 'lightgbm': 0.1, 'xgboost': 0.7}",0.24965409389745874,0.0006303752416404657,0.2501739320328917,3,7.036926080926098e-05,0.6924554897241769,0.5183774492274139,0.007608416130919434
"{'catboost': 0.5, 'lightgbm': 0.2, 'xgboost': 0.3}",raw_avg_then_platt_plus_trend_w075,"{'catboost': 0.5, 'lightgbm': 0.2, 'xgboost': 0.3}",0.24965458726670875,0.0006185130649468726,0.250160943427714,3,6.987589155925369e-05,0.6924565037287618,0.5180113808087761,0.007734877736078699
"{'catboost': 0.4, 'lightgbm': 0.2, 'xgboost': 0.4}",platt_avg_plus_trend_w075,"{'catboost': 0.4, 'lightgbm': 0.2, 'xgboost': 0.4}",0.24965466328072403,0.0006204742393039156,0.2501633727005775,3,6.979987754394486e-05,0.692456630103648,0.5182642226614291,0.007581040397656833
"{'catboost': 0.7, 'lightgbm': 0.2, 'sklearn_hgb': 0.1}",platt_avg_plus_trend_w075,"{'catboost': 0.7, 'lightgbm': 0.2, 'sklearn_hgb': 0.1}",0.2496547434651406,0.0006162393744728805,0.2501570209992438,3,6.97196931274295e-05,0.6924567935632098,0.5181691511132657,0.007611195853219433
"{'catboost': 0.1, 'xgboost': 0.9}",raw_avg_plus_trend_w075,"{'catboost': 0.1, 'xgboost': 0.9}",0.24965477759400004,0.0009181363955575526,0.2502840595670777,1,6.968556426796431e-05,0.6924570135104019,0.518577088087271,0.015012619650121533
"{'catboost': 0.5, 'sklearn_hgb': 0.2, 'xgboost': 0.3}",platt_avg_plus_trend_w075,"{'catboost': 0.5, 'sklearn_hgb': 0.2, 'xgboost': 0.3}",0.24965480085757819,0.0006295561197662545,0.2501719179928822,3,6.966230068977637e-05,0.6924569044971071,0.5182838894541996,0.0075991486686398
"{'catboost': 0.2, 'lightgbm': 0.1, 'xgboost': 0.7}",raw_avg_then_platt_plus_trend_w075,"{'catboost': 0.2, 'lightgbm': 0.1, 'xgboost': 0.7}",0.24965492392692198,0.000629164387520048,0.2501741917209782,3,6.95392313460418e-05,0.6924571661256852,0.5181877513913494,0.007681966799906633
"{'catboost': 0.2, 'sklearn_hgb': 0.1, 'xgboost': 0.7}",platt_avg_plus_trend_w075,"{'catboost': 0.2, 'sklearn_hgb': 0.1, 'xgboost': 0.7}",0.24965526559372983,0.0006341856710477,0.250179549165802,3,6.919756453818343e-05,0.6924578335916222,0.5183281624747917,0.007594861585926133
"{'catboost': 0.2, 'sklearn_hgb': 0.1, 'xgboost': 0.7}",raw_avg_then_platt_plus_trend_w075,"{'catboost': 0.2, 'sklearn_hgb': 0.1, 'xgboost': 0.7}",0.24965549478262875,0.0006348151876313826,0.2501806225209106,3,6.89683756391967e-05,0.6924583078045607,0.5181577105262636,0.0076859015211912666
"{'catboost': 0.6, 'lightgbm': 0.3, 'xgboost': 0.1}",platt_avg_plus_trend_w075,"{'catboost': 0.6, 'lightgbm': 0.3, 'xgboost': 0.1}",0.24965569033208243,0.0006108663428005366,0.2501538545566868,3,6.877282618555516e-05,0.6924586882030984,0.518102829880882,0.007575619498459533
"{'catboost': 0.7, 'lightgbm': 0.1, 'sklearn_hgb': 0.2}",platt_avg_plus_trend_w075,"{'catboost': 0.7, 'lightgbm': 0.1, 'sklearn_hgb': 0.2}",0.24965595258628206,0.0006200072765213794,0.250162672892008,3,6.851057198596859e-05,0.6924592133529247,0.518120397443755,0.0076003375056517665
"{'catboost': 0.5, 'sklearn_hgb': 0.2, 'xgboost': 0.3}",raw_avg_then_platt_plus_trend_w075,"{'catboost': 0.5, 'sklearn_hgb': 0.2, 'xgboost': 0.3}",0.24965602473256446,0.0006293553900207626,0.2501738779517275,3,6.843842570356165e-05,0.6924593808001873,0.5179439306926474,0.007741689307983634
"{'catboost': 0.1, 'lightgbm': 0.1, 'xgboost': 0.8}",platt_avg_plus_trend_w075,"{'catboost': 0.1, 'lightgbm': 0.1, 'xgboost': 0.8}",0.2496565829898154,0.0006290521030486528,0.250177234777256,3,6.788016845259124e-05,0.6924604722263634,0.5182416085776455,0.0075777951154030335
"{'catboost': 0.4, 'lightgbm': 0.2, 'xgboost': 0.4}",raw_avg_then_platt_plus_trend_w075,"{'catboost': 0.4, 'lightgbm': 0.2, 'xgboost': 0.4}",0.24965672148899862,0.0006171698671352181,0.2501636405247657,3,6.774166926938281e-05,0.6924607743017641,0.5179007312993718,0.007692377034727267
"{'catboost': 0.3, 'lightgbm': 0.2, 'xgboost': 0.5}",platt_avg_plus_trend_w075,"{'catboost': 0.3, 'lightgbm': 0.2, 'xgboost': 0.5}",0.24965698559919136,0.000619017453134705,0.2501662751243199,3,6.747755907662959e-05,0.6924612781273862,0.518138640297437,0.007542217949560801
"{'catboost': 0.4, 'sklearn_hgb': 0.2, 'xgboost': 0.4}",platt_avg_plus_trend_w075,"{'catboost': 0.4, 'sklearn_hgb': 0.2, 'xgboost': 0.4}",0.249657045432225,0.0006280628823359124,0.2501746503369078,3,6.741772604304445e-05,0.6924613962853631,0.518162633474184,0.0075565098675846
"{'catboost': 0.7, 'sklearn_hgb': 0.3}",platt_avg_plus_trend_w075,"{'catboost': 0.7, 'sklearn_hgb': 0.3}",0.2496572425629263,0.0006238154290172843,0.2501684954328874,3,6.722059534177045e-05,0.6924617954775186,0.5180573084033396,0.007593604071842133
"{'catboost': 0.7, 'lightgbm': 0.3}",raw_avg_then_platt_plus_trend_w075,"{'catboost': 0.7, 'lightgbm': 0.3}",0.2496575175885564,0.0006058864021993946,0.2501516081233428,3,6.694556971160241e-05,0.6924623743028103,0.5176840728054374,0.007726415447676699
"{'catboost': 0.1, 'lightgbm': 0.1, 'xgboost': 0.8}",raw_avg_then_platt_plus_trend_w075,"{'catboost': 0.1, 'lightgbm': 0.1, 'xgboost': 0.8}",0.2496575417053495,0.0006274533777832062,0.2501772895741115,3,6.692145291847426e-05,0.6924624027476066,0.5180625368924697,0.0076322833950257
"{'catboost': 0.1, 'sklearn_hgb': 0.1, 'xgboost': 0.8}",platt_avg_plus_trend_w075,"{'catboost': 0.1, 'sklearn_hgb': 0.1, 'xgboost': 0.8}",0.24965775602017484,0.0006328743114068622,0.250182860520822,3,6.670713809314248e-05,0.6924628186358586,0.518190175008904,0.007564194607950966
"{'catboost': 0.5, 'lightgbm': 0.3, 'xgboost': 0.2}",platt_avg_plus_trend_w075,"{'catboost': 0.5, 'lightgbm': 0.3, 'xgboost': 0.2}",0.24965784587666043,0.000609279032271954,0.2501563566598074,3,6.661728160755733e-05,0.6924630016628668,0.5179913288798083,0.0075286717528015
