fold,train_start,train_end,cal_year,valid_year,ensemble,stage,weights,trend_prior,brier,logloss,auc,pred_mean,pred_std,pred_p01,pred_p05,pred_p25,pred_p50,pred_p75,pred_p95,pred_p99,actual_rate,current_brier,improvement_vs_current
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.4+lightgbm:0.6,platt_avg_plus_trend_w075,"{'sklearn_hgb': 0.4, 'lightgbm': 0.6}",0.5114727049981269,0.24913489173351308,0.6914160541128639,0.517288389150109,0.5176006937294947,0.004928561367649493,0.504380986835263,0.5087691302211103,0.5146287724247168,0.5180315720816162,0.5209245191522422,0.5250069491918907,0.5283610756151461,0.5289204435249241,0.24912154696639416,-1.3344767118922407e-05
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.5+lightgbm:0.5,raw_avg,"{'sklearn_hgb': 0.5, 'lightgbm': 0.5}",0.5114727049981269,0.2519570958787873,0.6973325812816776,0.5174472712794579,0.5614180993200808,0.0639062227544972,0.3887051431477483,0.4453576853721486,0.5228948974005687,0.5677613566623579,0.60511280273232,0.6565883832633109,0.6961798856927013,0.5289204435249241,0.24912154696639416,-0.0028355489123931266
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.5+lightgbm:0.5,raw_avg_plus_trend_w075,"{'sklearn_hgb': 0.5, 'lightgbm': 0.5}",0.5114727049981269,0.24885681991657715,0.6908576283544121,0.5174472712794579,0.5239590535786154,0.0159765556886243,0.48078081453553223,0.49494395009163233,0.5143282530987373,0.5255448679141848,0.5348827294316751,0.547751624564423,0.5576495001717705,0.5289204435249241,0.24912154696639416,0.000264727049817004
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.5+lightgbm:0.5,raw_avg_then_platt,"{'sklearn_hgb': 0.5, 'lightgbm': 0.5}",0.5114727049981269,0.24887848636566617,0.6909011671344691,0.5174472712794579,0.5361734204554794,0.020226310016166198,0.48186734156118183,0.49991689359122754,0.5239756172656448,0.5379358454278163,0.5497696181826844,0.5666644485895579,0.5803727214986669,0.5289204435249241,0.24912154696639416,0.00024306060072798452
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.5+lightgbm:0.5,raw_avg_then_platt_plus_trend_w075,"{'sklearn_hgb': 0.5, 'lightgbm': 0.5}",0.5114727049981269,0.24912953980574956,0.6914053303944471,0.5174472712794579,0.5176478838624651,0.005056577504041549,0.5040713641388906,0.5085837521464021,0.5145984330650064,0.5180884901055494,0.5210469332942663,0.5252706408959846,0.528697709123262,0.5289204435249241,0.24912154696639416,-7.992839355402959e-06
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.5+lightgbm:0.5,platt_avg,"{'sklearn_hgb': 0.5, 'lightgbm': 0.5}",0.5114727049981269,0.2488762191252784,0.6908965829502841,0.5174588146093425,0.5361146739879554,0.01982788381832127,0.48288867817561076,0.5005723418135523,0.5241618631971012,0.5378368445573667,0.5494379785852073,0.5660107594312751,0.5794681263802234,0.5289204435249241,0.24912154696639416,0.00024532784111575
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.5+lightgbm:0.5,platt_avg_plus_trend_w075,"{'sklearn_hgb': 0.5, 'lightgbm': 0.5}",0.5114727049981269,0.24913250874850884,0.6914112798190031,0.5174588146093425,0.5176331972455841,0.004956970954580317,0.5043266982924979,0.5087476142019832,0.5146449945478704,0.5180637398879369,0.520964023394897,0.525107218606414,0.5284715603436511,0.5289204435249241,0.24912154696639416,-1.096178211468235e-05
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.6+lightgbm:0.4,raw_avg,"{'sklearn_hgb': 0.6, 'lightgbm': 0.4}",0.5114727049981269,0.25201790816688036,0.6974656838691926,0.5176020799130175,0.5620839078993581,0.0641926597066364,0.3886916382821778,0.44539366397819563,0.5234877340082494,0.568446731989424,0.60577839835779,0.6580757875619108,0.6977488573005617,0.5289204435249241,0.24912154696639416,-0.002896361200486197
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.6+lightgbm:0.4,raw_avg_plus_trend_w075,"{'sklearn_hgb': 0.6, 'lightgbm': 0.4}",0.5114727049981269,0.24885258979511315,0.6908491394684654,0.5176020799130175,0.5241255057234346,0.0160481649266591,0.48077743831913966,0.4949529447431441,0.5144764622506575,0.5257162117459512,0.5350491283380427,0.5481234756390728,0.5580417430737356,0.5289204435249241,0.24912154696639416,0.0002689571712810035
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.6+lightgbm:0.4,raw_avg_then_platt,"{'sklearn_hgb': 0.6, 'lightgbm': 0.4}",0.5114727049981269,0.24887807273498744,0.6909003802625043,0.5176020799130175,0.5363033521890147,0.020347221202333232,0.4817217122682741,0.4998055926805688,0.5240620641901996,0.5380686354029045,0.5499136289645037,0.5671152947753229,0.5808963514596253,0.5289204435249241,0.24912154696639416,0.00024347423140672064
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.6+lightgbm:0.4,raw_avg_then_platt_plus_trend_w075,"{'sklearn_hgb': 0.6, 'lightgbm': 0.4}",0.5114727049981269,0.2491273098687799,0.6914008623560329,0.5176020799130175,0.5176803667958488,0.005086805300583308,0.5040349568156637,0.5085559269187374,0.5146200447961451,0.5181216875993213,0.5210829359897211,0.5253833524424258,0.5288286166135014,0.5289204435249241,0.24912154696639416,-5.7629023857419526e-06
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.6+lightgbm:0.4,platt_avg,"{'sklearn_hgb': 0.6, 'lightgbm': 0.4}",0.5114727049981269,0.24887586702377723,0.690895917931929,0.5176116196221834,0.5362446880523127,0.01996550418606006,0.48270697922878325,0.5004408676874664,0.5242341513277093,0.5379762140385675,0.549591118177361,0.5664962334718511,0.5800453037956761,0.5289204435249241,0.24912154696639416,0.0002456799426169276
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.6+lightgbm:0.4,platt_avg_plus_trend_w075,"{'sklearn_hgb': 0.6, 'lightgbm': 0.4}",0.5114727049981269,0.24913018930636507,0.6914066324571954,0.5176116196221834,0.5176657007616734,0.004991376046515015,0.504281273555791,0.5087147456704618,0.5146630665805225,0.5180985822582371,0.5210023082929355,0.525228587116558,0.5286158546975143,0.5289204435249241,0.24912154696639416,-8.64233997091568e-06
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.7+lightgbm:0.3,raw_avg,"{'sklearn_hgb': 0.7, 'lightgbm': 0.30000000000000004}",0.5114727049981269,0.2520894957344366,0.697622412213924,0.5177401288824879,0.5627497164786354,0.06455446143382645,0.38902299447181693,0.44548236847336253,0.5240725509248993,0.5691133880771343,0.6064838384327877,0.6595433994834538,0.6994014334549039,0.5289204435249241,0.24912154696639416,-0.002967948768042461
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.7+lightgbm:0.3,raw_avg_plus_trend_w075,"{'sklearn_hgb': 0.7, 'lightgbm': 0.30000000000000004}",0.5114727049981269,0.2488490331286156,0.6908420007566455,0.5177401288824879,0.524291957868254,0.016138615358456614,0.4808602773665494,0.4949751208669358,0.51462266647982,0.5258828757678787,0.5352254883567921,0.5484903786194586,0.5584548871123212,0.5289204435249241,0.24912154696639416,0.00027251383777857074
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.7+lightgbm:0.3,raw_avg_then_platt,"{'sklearn_hgb': 0.7, 'lightgbm': 0.30000000000000004}",0.5114727049981269,0.24887850616095084,0.6909013063816352,0.5177401288824879,0.5364279167351859,0.02045981595052731,0.48177250581910813,0.49976508862398483,0.5241600252733416,0.5381863429233766,0.5500416744182752,0.5675034112608699,0.5813721682169832,0.5289204435249241,0.24912154696639416,0.00024304080544332307
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.7+lightgbm:0.3,raw_avg_then_platt_plus_trend_w075,"{'sklearn_hgb': 0.7, 'lightgbm': 0.30000000000000004}",0.5114727049981269,0.24912539393570904,0.6913970231532844,0.5177401288824879,0.5177115079323916,0.005114953987631827,0.5040476552033722,0.5085458009045914,0.5146445350669306,0.5181511144794393,0.521114947353164,0.5254803815638126,0.528947570802841,0.5289204435249241,0.24912154696639416,-3.846969314880155e-06
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.7+lightgbm:0.3,platt_avg,"{'sklearn_hgb': 0.7, 'lightgbm': 0.30000000000000004}",0.5114727049981269,0.24887653160804274,0.6908973091969705,0.5177473205924801,0.53637470211667,0.020126614632053723,0.4826322029080959,0.5003118932010646,0.5243085374451896,0.538101978423662,0.5497589831615579,0.5669584908149434,0.5806297156872988,0.5289204435249241,0.24912154696639416,0.0002450153583514192
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.7+lightgbm:0.3,platt_avg_plus_trend_w075,"{'sklearn_hgb': 0.7, 'lightgbm': 0.30000000000000004}",0.5114727049981269,0.24912793340708173,0.691402112033792,0.5177473205924801,0.5176982042777627,0.005031653658013431,0.5042625794756193,0.5086825020488613,0.5146816631098926,0.5181300233545107,0.5210442745389847,0.5253441514523309,0.5287619576704199,0.5289204435249241,0.24912154696639416,-6.3864406875668855e-06
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.8+lightgbm:0.2,raw_avg,"{'sklearn_hgb': 0.8, 'lightgbm': 0.19999999999999996}",0.5114727049981269,0.25217185858145613,0.6978029276116182,0.5178618007068111,0.5634155250579125,0.06499036927995958,0.3887135705065809,0.44535869962283,0.5245915881431127,0.5697324398984867,0.60730038986702,0.6611982938070924,0.7015124714228671,0.5289204435249241,0.24912154696639416,-0.0030503116150619736
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.8+lightgbm:0.2,raw_avg_plus_trend_w075,"{'sklearn_hgb': 0.8, 'lightgbm': 0.19999999999999996}",0.5114727049981269,0.24884614991708454,0.690836212763502,0.5178618007068111,0.5244584100130734,0.016247592319989894,0.4807829213752404,0.4949442036543027,0.5147524257843734,0.5260376387232168,0.5354296262153502,0.5489041022003683,0.558982646604312,0.5289204435249241,0.24912154696639416,0.0002753970493096225
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.8+lightgbm:0.2,raw_avg_then_platt,"{'sklearn_hgb': 0.8, 'lightgbm': 0.19999999999999996}",0.5114727049981269,0.24887976517118018,0.6909039028761932,0.5178618007068111,0.5365466129817905,0.020563818813865074,0.48169773872632976,0.4997116302996462,0.5242508725494454,0.5382794576206119,0.5501764399623312,0.5678979543047639,0.581934021353884,0.5289204435249241,0.24912154696639416,0.00024178179521397447
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.8+lightgbm:0.2,raw_avg_then_platt_plus_trend_w075,"{'sklearn_hgb': 0.8, 'lightgbm': 0.19999999999999996}",0.5114727049981269,0.24912379527997666,0.6913938193668131,0.5178618007068111,0.5177411819940428,0.005140954703466268,0.5040289634301777,0.5085324363235068,0.5146672468859566,0.5181743931537481,0.5211486387391779,0.5255790173247862,0.5290880340870661,0.5289204435249241,0.24912154696639416,-2.248313582503547e-06
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.8+lightgbm:0.2,platt_avg,"{'sklearn_hgb': 0.8, 'lightgbm': 0.19999999999999996}",0.5114727049981269,0.24887821287807504,0.6909007583846715,0.5178669097627036,0.5365047161810272,0.020310656172159918,0.48233065732585884,0.5001290510152365,0.524361447445565,0.538213170841431,0.549958113621696,0.5674860096263169,0.5813658751724672,0.5289204435249241,0.24912154696639416,0.00024333408831911374
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.8+lightgbm:0.2,platt_avg_plus_trend_w075,"{'sklearn_hgb': 0.8, 'lightgbm': 0.19999999999999996}",0.5114727049981269,0.24912574105065877,0.6913977185555513,0.5178669097627036,0.517730707793852,0.005077664043039979,0.5041871930800599,0.5086367915024044,0.5146948906099864,0.518157821458953,0.5210940571540192,0.5254760311551745,0.528945997541712,0.5289204435249241,0.24912154696639416,-4.194084264608211e-06
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.9+lightgbm:0.1,raw_avg,"{'sklearn_hgb': 0.9, 'lightgbm': 0.09999999999999998}",0.5114727049981269,0.25226499670793884,0.6980074091392708,0.5179670220540192,0.5640813336371897,0.06549890369017182,0.388461984776653,0.4452992499082727,0.5250569494348006,0.5703077405429862,0.6080645557615637,0.6630892775589696,0.7037683508903156,0.5289204435249241,0.24912154696639416,-0.0031434497415446794
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.9+lightgbm:0.1,raw_avg_plus_trend_w075,"{'sklearn_hgb': 0.9, 'lightgbm': 0.09999999999999998}",0.5114727049981269,0.24884394016051983,0.6908317760809873,0.5179670220540192,0.5246248621578926,0.016374725922542955,0.48072002494275845,0.49492934122566334,0.5148687661072954,0.5261814638843417,0.5356206676889861,0.5493768481383376,0.5595466164711741,0.5289204435249241,0.24912154696639416,0.0002776068058743253
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.9+lightgbm:0.1,raw_avg_then_platt,"{'sklearn_hgb': 0.9, 'lightgbm': 0.09999999999999998}",0.5114727049981269,0.24888181834745327,0.6909081068935924,0.5179670220540192,0.5366590084676318,0.020658966310012534,0.48172320915550093,0.4997308639813253,0.5243376762866205,0.5383489742906294,0.5502654267135199,0.5683147512862808,0.5824690629316384,0.5289204435249241,0.24912154696639416,0.00023972861894089315
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.9+lightgbm:0.1,raw_avg_then_platt_plus_trend_w075,"{'sklearn_hgb': 0.9, 'lightgbm': 0.09999999999999998}",0.5114727049981269,0.24912251396173113,0.6913912511415556,0.5179670220540192,0.5177692808655031,0.005164741577503133,0.5040353310374704,0.5085372447439266,0.5146889478202503,0.5181917723212526,0.5211708854269752,0.5256832165701654,0.5292217944815047,0.5289204435249241,0.24912154696639416,-9.66995336970644e-07
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.9+lightgbm:0.1,platt_avg,"{'sklearn_hgb': 0.9, 'lightgbm': 0.09999999999999998}",0.5114727049981269,0.2488809108338741,0.6909062672457691,0.51796915176116,0.5366347302453847,0.020517011726688617,0.4820803053758366,0.49996980606508834,0.5243977248896737,0.5383109406186845,0.5501426699618074,0.5680862698249801,0.5821420547608286,0.5289204435249241,0.24912154696639416,0.00024063613252006677
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.9+lightgbm:0.1,platt_avg_plus_trend_w075,"{'sklearn_hgb': 0.9, 'lightgbm': 0.09999999999999998}",0.5114727049981269,0.24912361223709623,0.691393452029639,0.51796915176116,0.5177632113099414,0.005129252931672155,0.5041246050925543,0.5085969802648673,0.5147039599710136,0.5181822639032663,0.5211401962390471,0.5256260962048402,0.5291400424388023,0.5289204435249241,0.24912154696639416,-2.065270702067412e-06
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.1+catboost:0.9,raw_avg,"{'sklearn_hgb': 0.1, 'catboost': 0.9}",0.5114727049981269,0.2492747710849871,0.6917421941063514,0.531123525769384,0.5463580264538012,0.057235634772175616,0.3989998933810233,0.4453046641076879,0.5125825018771396,0.5500349585349187,0.5811343952910281,0.6385118637049859,0.6756069766313428,0.5289204435249241,0.24912154696639416,-0.00015322411859294838
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.1+catboost:0.9,raw_avg_plus_trend_w075,"{'sklearn_hgb': 0.1, 'catboost': 0.9}",0.5114727049981269,0.2485772970018552,0.6902970802442322,0.531123525769384,0.5201940353620454,0.014308908693043906,0.483354502093851,0.49493069477551715,0.5117501542178801,0.5211132683823249,0.5288881275713522,0.5432324946748417,0.552506272906431,0.5289204435249241,0.24912154696639416,0.0005442499645389454
2019-2020_cal2021_valid2022,2019,2020,2021,2022,sklearn_hgb:0.1+catboost:0.9,raw_avg_then_platt,"{'sklearn_hgb': 0.1, 'catboost': 0.9}",0.5114727049981269,0.24828484149479185,0.6897019917276241,0.531123525769384,0.5352345214712998,0.027872227583445954,0.4636980457317044,0.48643847234475823,0.5188323930660532,0.5368343793351511,0.5519107357571171,0.5803780348584199,0.5995085080208162,0.5289204435249241,0.24912154696639416,0.0008367054716023059
