fold,train_start,train_end,cal_year,valid_year,model,stage,trend_prior,brier,logloss,auc,pred_mean,pred_std,pred_p01,pred_p05,pred_p25,pred_p50,pred_p75,pred_p95,pred_p99,actual_rate,train_seconds,inference_seconds,model_size_mb,current_brier,improvement_vs_current
2019-2021_cal2022_valid2023,2019,2021,2022,2023,lightgbm,raw,0.5129662444084708,0.2541744051202034,0.7020534002258919,0.5153827317480411,0.5418321654940577,0.06366097969578703,0.39004775014677795,0.4362496734772972,0.505704923413413,0.5429731398203987,0.5724327772004568,0.6526791956930368,0.7283948089625593,0.49995723449750534,8.876431226730347,0.8586220741271973,0.7639226913452148,0.2502058103292603,-0.003968594790943081
2019-2021_cal2022_valid2023,2019,2021,2022,2023,lightgbm,platt,0.5129662444084708,0.2521655682576867,0.6976717953855222,0.5153827317480411,0.5309889799966584,0.049609014702163015,0.41367870358462133,0.44956181861750805,0.5029511187477859,0.5315866118227037,0.55433021388325,0.6173559488766268,0.679448627851422,0.49995723449750534,8.876431226730347,0.8586220741271973,0.7639226913452148,0.2502058103292603,-0.0019597579284263977
2019-2021_cal2022_valid2023,2019,2021,2022,2023,lightgbm,platt_plus_trend_w075,0.5129662444084708,0.2501459651960655,0.6934406908721115,0.5153827317480411,0.5174719283055178,0.012402253675540754,0.4881443592025084,0.49711513796073015,0.5104624629932996,0.517621336262029,0.5233072367771656,0.5390636705255099,0.5545868402692087,0.49995723449750534,8.876431226730347,0.8586220741271973,0.7639226913452148,0.2502058103292603,5.9845133194791345e-05
2019-2021_cal2022_valid2023,2019,2021,2022,2023,catboost,raw,0.5129662444084708,0.2540765927559245,0.7018125133287548,0.5154708686332126,0.5419201905674266,0.062106804902845376,0.39870678580046304,0.43999372298834954,0.5057385953747233,0.542165531609158,0.5741841544137226,0.6475093906046951,0.7263760830626433,0.49995723449750534,14.015484809875488,0.10001397132873535,0.2500801086425781,0.2502058103292603,-0.0038707824266641655
2019-2021_cal2022_valid2023,2019,2021,2022,2023,catboost,platt,0.5129662444084708,0.25267638406318943,0.6987763406570034,0.5154708686332126,0.5311629375524517,0.05538384867760476,0.40435010698632046,0.44089329702932073,0.4989317624047395,0.5311484102184475,0.5595785385326787,0.6253867742864123,0.6979673019254633,0.49995723449750534,14.015484809875488,0.10001397132873535,0.2500801086425781,0.2502058103292603,-0.0024705737339291156
2019-2021_cal2022_valid2023,2019,2021,2022,2023,catboost,platt_plus_trend_w075,0.5129662444084708,0.25015880346033137,0.6934669240938918,0.5154708686332126,0.5175154176944661,0.01384596216940119,0.48581221005293324,0.4949480075636833,0.509457623907538,0.517511785860965,0.5246193179395228,0.5410713768779561,0.5592165087877189,0.49995723449750534,14.015484809875488,0.10001397132873535,0.2500801086425781,0.2502058103292603,4.70068689289449e-05
2019-2021_cal2022_valid2023,2019,2021,2022,2023,xgboost,raw,0.5129662444084708,0.25390859298665425,0.7014369606609273,0.5137629620104269,0.540646709638025,0.0599175725036167,0.40214844346046447,0.4421261429786682,0.5058523416519165,0.5425559282302856,0.5696632266044617,0.6436188101768493,0.7206467843055725,0.49995723449750534,6.437223196029663,0.15853047370910645,0.3057394027709961,0.2502058103292603,-0.0037027826573939326
2019-2021_cal2022_valid2023,2019,2021,2022,2023,xgboost,platt,0.5129662444084708,0.25250037896599825,0.6983860382883713,0.5137629620104269,0.5307087024669908,0.052023714694203874,0.4112998350321069,0.4457910701873167,0.5005581194976452,0.5321398167472482,0.5555491474309762,0.6201124754375705,0.6892051575992812,0.49995723449750534,6.437223196029663,0.15853047370910645,0.3057394027709961,0.2502058103292603,-0.002294568636737937
2019-2021_cal2022_valid2023,2019,2021,2022,2023,xgboost,platt_plus_trend_w075,0.5129662444084708,0.2501855325536294,0.6935202197583366,0.5137629620104269,0.5174018589231008,0.013005928673550968,0.48754964206437984,0.4961724508531823,0.5098642131807645,0.5177596374931652,0.5236119701640971,0.5397528021657457,0.5570259727061735,0.49995723449750534,6.437223196029663,0.15853047370910645,0.3057394027709961,0.2502058103292603,2.0277775630905825e-05
2019-2022_cal2023_valid2024,2019,2022,2023,2024,sklearn_hgb,raw,0.4918391589212803,0.25605369623086216,0.7060923799584506,0.5076928287204587,0.5333742859831672,0.06914964194829863,0.38120677204421316,0.4249476281319714,0.49302293540095876,0.5346544539957664,0.5622056914894459,0.6721104454710065,0.7437043439965075,0.4861049201797189,24.016731023788452,2.132497549057007,0.8439035415649414,0.2498460321791497,-0.006207664051712469
2019-2022_cal2023_valid2024,2019,2022,2023,2024,sklearn_hgb,platt,0.4918391589212803,0.2500249677510503,0.6931975969299533,0.5076928287204587,0.5003080196545674,0.011914841448735931,0.47467319591008356,0.482160974212385,0.49347605584397375,0.5003515017451045,0.5049398032319605,0.5242032498673862,0.5384775470971569,0.4861049201797189,24.016731023788452,2.132497549057007,0.8439035415649414,0.2498460321791497,-0.00017893557190062914
2019-2022_cal2023_valid2024,2019,2022,2023,2024,sklearn_hgb,platt_plus_trend_w075,0.4918391589212803,0.2498460321791497,0.6928392092919858,0.5076928287204587,0.4939563741046021,0.0029787103621839828,0.4875476681684811,0.48941961274405643,0.49224838315195363,0.4939672446272363,0.49511431999895034,0.4999301816578068,0.5034987559652494,0.4861049201797189,24.016731023788452,2.132497549057007,0.8439035415649414,0.2498460321791497,0.0
2019-2022_cal2023_valid2024,2019,2022,2023,2024,lightgbm,raw,0.4918391589212803,0.2556354833229651,0.7051901860373232,0.5086869943170466,0.5320289323415208,0.06746506676809116,0.38490348457035245,0.4269606600560516,0.4935990328631915,0.5319575851046666,0.5594447776491253,0.6681802491182711,0.7410758883897031,0.4861049201797189,18.17039203643799,1.0813519954681396,0.7664384841918945,0.2498460321791497,-0.005789451143815405
2019-2022_cal2023_valid2024,2019,2022,2023,2024,lightgbm,platt,0.4918391589212803,0.25001432471011115,0.6931764002708561,0.5086869943170466,0.5001804129461208,0.012481536721791375,0.47356710647424544,0.48128768734673155,0.4931887103790869,0.49999769363873253,0.5049138232117254,0.5253305421012449,0.5408472233499105,0.4861049201797189,18.17039203643799,1.0813519954681396,0.7664384841918945,0.2498460321791497,-0.0001682925309614558
2019-2022_cal2023_valid2024,2019,2022,2023,2024,lightgbm,platt_plus_trend_w075,0.4918391589212803,0.2498411813760194,0.6928295040045616,0.5086869943170466,0.4939244724274903,0.003120384180447844,0.4872711458095216,0.48920129102764315,0.4921765467857319,0.4938787926006433,0.49510782499389155,0.5002120047162715,0.5040911750284378,0.4861049201797189,18.17039203643799,1.0813519954681396,0.7664384841918945,0.2498460321791497,4.850803130285186e-06
2019-2022_cal2023_valid2024,2019,2022,2023,2024,catboost,raw,0.4918391589212803,0.2555164325408653,0.7049407319137688,0.5106875170195614,0.5332785480993348,0.06568103219750941,0.3955554554337352,0.43632747006151323,0.49595113321767775,0.5288724633595819,0.561160801837929,0.6731334924573913,0.7365438406293694,0.4861049201797189,25.280977964401245,0.09067487716674805,0.2501869201660156,0.2498460321791497,-0.005670400361715622
2019-2022_cal2023_valid2024,2019,2022,2023,2024,catboost,platt,0.4918391589212803,0.2500138247696704,0.6931755822046753,0.5106875170195614,0.49999525244929005,0.012986016692207763,0.4734202823452881,0.48136329431854147,0.49272451243105775,0.49897134546692457,0.5051446504052558,0.5277010020019987,0.5421175452753519,0.4861049201797189,25.280977964401245,0.09067487716674805,0.2501869201660156,0.2498460321791497,-0.00016779259052068785
2019-2022_cal2023_valid2024,2019,2022,2023,2024,catboost,platt_plus_trend_w075,0.4918391589212803,0.2498392201633735,0.6928255787191212,0.5106875170195614,0.4938781823032827,0.0032465041730519403,0.4872344397772822,0.4892201927705956,0.49206049729872464,0.4936222055576913,0.4951655317922742,0.5008046196914598,0.5044087555097981,0.4861049201797189,25.280977964401245,0.09067487716674805,0.2501869201660156,0.2498460321791497,6.812015776180846e-06
2019-2022_cal2023_valid2024,2019,2022,2023,2024,xgboost,raw,0.4918391589212803,0.25492526470566146,0.7036741509267317,0.5111049211600169,0.5310139591266562,0.06319959065611568,0.3993093764781952,0.438623771071434,0.49520887434482574,0.5276923775672913,0.5538308918476105,0.6636790096759796,0.7338695681095123,0.4861049201797189,12.35123062133789,0.19755864143371582,0.3063230514526367,0.2498460321791497,-0.005079232526511768
2019-2022_cal2023_valid2024,2019,2022,2023,2024,xgboost,platt,0.4918391589212803,0.24998932866697637,0.6931266015823935,0.5111049211600169,0.49983840094621823,0.012967775163637913,0.4734802884360132,0.4814163344218525,0.492608204586092,0.4990076056379624,0.5041884755441906,0.5269756677373929,0.5433596700605969,0.4861049201797189,12.35123062133789,0.19755864143371582,0.3063230514526367,0.2498460321791497,-0.00014329648782668292
2019-2022_cal2023_valid2024,2019,2022,2023,2024,xgboost,platt_plus_trend_w075,0.4918391589212803,0.24983366002998122,0.6928144586399574,0.5111049211600169,0.49383896942751476,0.0032419437909094787,0.48724944129996345,0.48923345279642333,0.4920314203374832,0.4936312706004508,0.49492648807700784,0.5006232861253085,0.5047192867061095,0.4861049201797189,12.35123062133789,0.19755864143371582,0.3063230514526367,0.2498460321791497,1.2372149168465851e-05
